,Model_nodos,NCBI_Product_accesion,Dmel,a,a2,Ast,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
176,ALPHA-SPEC,NP_476739.1,Drosophila_melanogaster,NP_476739.1,ALPHA-SPEC,Astyanax_mexicanus,XP_049322580.1,SPTAN1,0.0,2986.0,0.0,2986.0
177,ALPHA-SPEC,NP_476739.1,Drosophila_melanogaster,NP_476739.1,ALPHA-SPEC,Astyanax_mexicanus,XP_049322577.1,SPTAN1,0.0,2980.0,0.0,2980.0
178,ALPHA-SPEC,NP_476739.1,Drosophila_melanogaster,NP_476739.1,ALPHA-SPEC,Astyanax_mexicanus,XP_049322578.1,SPTAN1,0.0,2978.0,0.0,2978.0
179,ALPHA-SPEC,NP_476739.1,Drosophila_melanogaster,NP_476739.1,ALPHA-SPEC,Astyanax_mexicanus,XP_049322575.1,SPTAN1,0.0,2978.0,0.0,2978.0
180,ALPHA-SPEC,NP_476739.1,Drosophila_melanogaster,NP_476739.1,ALPHA-SPEC,Astyanax_mexicanus,XP_049322579.1,SPTAN1,0.0,2977.0,0.0,2977.0
181,ALPHA-SPEC,NP_476739.1,Drosophila_melanogaster,NP_476739.1,ALPHA-SPEC,Astyanax_mexicanus,XP_049322576.1,SPTAN1,0.0,2974.0,0.0,2974.0
182,ALPHA-SPEC,NP_476739.1,Drosophila_melanogaster,NP_476739.1,ALPHA-SPEC,Astyanax_mexicanus,XP_049322571.1,SPTAN1,0.0,2972.0,0.0,2972.0
183,ALPHA-SPEC,NP_476739.1,Drosophila_melanogaster,NP_476739.1,ALPHA-SPEC,Astyanax_mexicanus,XP_049322574.1,SPTAN1,0.0,2972.0,0.0,2972.0
184,ALPHA-SPEC,NP_476739.1,Drosophila_melanogaster,NP_476739.1,ALPHA-SPEC,Astyanax_mexicanus,XP_049322573.1,SPTAN1,0.0,2969.0,0.0,2969.0
185,ALPHA-SPEC,NP_476739.1,Drosophila_melanogaster,NP_476739.1,ALPHA-SPEC,Astyanax_mexicanus,XP_007233972.3,SPTAN1,0.0,2966.0,0.0,2966.0
186,ALPHA-SPEC,NP_476739.1,Drosophila_melanogaster,NP_476739.1,ALPHA-SPEC,Astyanax_mexicanus,XP_007233973.3,SPTAN1,0.0,2966.0,0.0,2966.0
187,ALPHA-SPEC,NP_476739.1,Drosophila_melanogaster,NP_476739.1,ALPHA-SPEC,Astyanax_mexicanus,XP_022532194.2,SPTAN1,0.0,2966.0,0.0,2966.0
188,ALPHATRY,NP_476771.1,,,,,,,,,,
189,ALPHATUB67C,NP_524009.2,,,,,,,,,,
190,ALPHATUB84B,NP_476772.1,Drosophila_melanogaster,NP_476772.1,ALPHATUB84B,Astyanax_mexicanus,XP_022532807.1,TUBA1A,2.81e-259,893.0,1.39e-259,893.0
191,ALPHATUB84B,NP_476772.1,Drosophila_melanogaster,NP_476772.1,ALPHATUB84B,Astyanax_mexicanus,XP_022538156.1,LOC103046666,2.81e-259,893.0,1.39e-259,893.0
192,ALPHATUB84B,NP_476772.1,Drosophila_melanogaster,NP_476772.1,ALPHATUB84B,Astyanax_mexicanus,XP_022538155.1,LOC111195381,5.62e-259,892.0,2.78e-259,892.0
193,ALPHATUB84B,NP_476772.1,Drosophila_melanogaster,NP_476772.1,ALPHATUB84B,Astyanax_mexicanus,XP_049342330.1,LOC111194075,1.8e-257,887.0,8.91e-258,887.0
194,ALPHATUB84B,NP_476772.1,Drosophila_melanogaster,NP_476772.1,ALPHATUB84B,Astyanax_mexicanus,XP_007244243.1,LOC103034569,1.8e-257,887.0,8.91e-258,887.0
195,ALPHATUB84B,NP_476772.1,Drosophila_melanogaster,NP_476772.1,ALPHATUB84B,Astyanax_mexicanus,XP_022538157.2,LOC111195382,3.6e-257,886.0,1.77e-257,886.0
196,ALPHATUB84B,NP_476772.1,Drosophila_melanogaster,NP_476772.1,ALPHATUB84B,Astyanax_mexicanus,XP_007235803.2,LOC103037973,7.2e-257,885.0,3.56e-257,885.0
197,ALPHATUB84B,NP_476772.1,Drosophila_melanogaster,NP_476772.1,ALPHATUB84B,Astyanax_mexicanus,XP_049342328.1,LOC103037973,7.2e-257,885.0,3.56e-257,885.0
198,ALPHATUB84B,NP_476772.1,Drosophila_melanogaster,NP_476772.1,ALPHATUB84B,Astyanax_mexicanus,XP_022531090.1,LOC103034236,1.44e-256,884.0,7.130000000000001e-257,884.0
199,ALPHATUB84B,NP_476772.1,Drosophila_melanogaster,NP_476772.1,ALPHATUB84B,Astyanax_mexicanus,XP_007259997.2,LOC103038315,9.219999999999999e-255,878.0,4.55e-255,878.0
200,ALPHATUB84B,NP_476772.1,Drosophila_melanogaster,NP_476772.1,ALPHATUB84B,Astyanax_mexicanus,XP_015456352.1,TUBA5,9.44e-252,868.0,4.65e-252,868.0
201,ALPHATUB84B,NP_476772.1,Drosophila_melanogaster,NP_476772.1,ALPHATUB84B,Astyanax_mexicanus,XP_007259998.3,LOC103038315,6.039999999999999e-250,862.0,2.9799999999999994e-250,862.0
202,ALPHATUB84B,NP_476772.1,Drosophila_melanogaster,NP_476772.1,ALPHATUB84B,Astyanax_mexicanus,XP_049325672.1,LOC125785677,2.42e-249,860.0,1.19e-249,860.0
203,ALPHATUB84B,NP_476772.1,Drosophila_melanogaster,NP_476772.1,ALPHATUB84B,Astyanax_mexicanus,XP_007234880.2,TUBA8L2,2.42e-249,860.0,1.19e-249,860.0
204,ALPHATUB84B,NP_476772.1,Drosophila_melanogaster,NP_476772.1,ALPHATUB84B,Astyanax_mexicanus,XP_049342023.1,TUBA5,1.93e-248,857.0,9.899999999999999e-249,857.0
205,ALPHATUB84B,NP_476772.1,Drosophila_melanogaster,NP_476772.1,ALPHATUB84B,Astyanax_mexicanus,XP_007259999.2,LOC103038928,4.95e-246,849.0,2.4399999999999997e-246,849.0
206,ALT,NP_732256.1,,,,,,,,,,
207,ALY,NP_001261348.1,,,,,,,,,,
208,AMD,NP_724162.1,,,,,,,,,,
209,AMN,NP_523416.2,,,,,,,,,,
210,AMON,NP_477318.1,Drosophila_melanogaster,NP_477318.1,AMON,Astyanax_mexicanus,XP_007238598.2,PCSK2,7.470000000000001e-212,736.0,3.61e-212,736.0
211,AMUN,NP_572741.1,,,,,,,,,,
212,ANA,NP_001286226.1,,,,,,,,,,
213,ANCE,NP_477046.1,Drosophila_melanogaster,NP_477046.1,ANCE,Astyanax_mexicanus,XP_022525063.2,ACE,5.51e-155,547.0,3.13e-155,547.0
214,ANCE-3,NP_001285917.1,,,,,,,,,,
215,ANCE-5,NP_573392.2,,,,,,,,,,
216,ANK,NP_001162819.1,,,,,,,,,,
217,ANK2,NP_001097536.1,,,,,,,,,,
218,ANT2,NP_511110.1,,,,,,,,,,
219,ANTP,NP_996166.1,,,,,,,,,,
220,ANXB11,NP_523370.1,,,,,,,,,,
221,AOP,NP_722766.1,Drosophila_melanogaster,NP_722766.1,AOP,Astyanax_mexicanus,XP_007239065.2,ETV6,2.8400000000000003e-27,123.0,9.03e-28,123.0
222,AOP,NP_722766.1,Drosophila_melanogaster,NP_722766.1,AOP,Astyanax_mexicanus,XP_007239064.2,ETV6,2.8400000000000003e-27,123.0,9.05e-28,123.0
223,AOP,NP_722766.1,Drosophila_melanogaster,NP_722766.1,AOP,Astyanax_mexicanus,XP_007239063.2,ETV6,2.8400000000000003e-27,123.0,9.1e-28,123.0
224,AOP,NP_722766.1,Drosophila_melanogaster,NP_722766.1,AOP,Astyanax_mexicanus,XP_007239062.2,ETV6,2.8400000000000003e-27,123.0,9.12e-28,123.0
225,AP,NP_001163058.1,Drosophila_melanogaster,NP_001163058.1,AP,Astyanax_mexicanus,XP_049342205.1,LHX2B,6.070000000000001e-79,294.0,2.4700000000000002e-79,294.0
226,AP,NP_001163058.1,Drosophila_melanogaster,NP_001163058.1,AP,Astyanax_mexicanus,XP_007229184.1,LHX2B,6.070000000000001e-79,294.0,2.71e-79,294.0
227,AP-1GAMMA,NP_788891.2,Drosophila_melanogaster,NP_788891.2,AP-1GAMMA,Astyanax_mexicanus,XP_022525811.1,AP1G1,3.1899999999999995e-225,781.0,1.3099999999999998e-225,781.0
228,AP-1SIGMA,NP_651198.1,Drosophila_melanogaster,NP_651198.1,AP-1SIGMA,Astyanax_mexicanus,XP_007237542.1,LOC103030203,2.2399999999999998e-67,254.0,1.1299999999999999e-67,254.0
229,AP-1SIGMA,NP_651198.1,Drosophila_melanogaster,NP_651198.1,AP-1SIGMA,Astyanax_mexicanus,XP_007237545.1,LOC103030203,2.2399999999999998e-67,254.0,1.1099999999999999e-67,254.0
230,AP-1SIGMA,NP_651198.1,Drosophila_melanogaster,NP_651198.1,AP-1SIGMA,Astyanax_mexicanus,XP_007237544.1,LOC103030203,7.16e-66,249.0,3.5400000000000003e-66,249.0
231,AP-1SIGMA,NP_651198.1,Drosophila_melanogaster,NP_651198.1,AP-1SIGMA,Astyanax_mexicanus,XP_007237547.1,LOC103030203,2.8700000000000002e-65,247.0,1.3800000000000001e-65,247.0
232,AP-1SIGMA,NP_651198.1,Drosophila_melanogaster,NP_651198.1,AP-1SIGMA,Astyanax_mexicanus,XP_007237546.1,LOC103030203,2.8700000000000002e-65,247.0,1.4e-65,247.0
233,AP-1SIGMA,NP_651198.1,Drosophila_melanogaster,NP_651198.1,AP-1SIGMA,Astyanax_mexicanus,XP_007237539.3,LOC103030203,2.8700000000000002e-65,247.0,1.57e-65,247.0
234,AP-1SIGMA,NP_651198.1,Drosophila_melanogaster,NP_651198.1,AP-1SIGMA,Astyanax_mexicanus,XP_049342377.1,LOC103030203,2.8700000000000002e-65,247.0,1.6e-65,247.0
235,AP-1SIGMA,NP_651198.1,Drosophila_melanogaster,NP_651198.1,AP-1SIGMA,Astyanax_mexicanus,XP_007237541.3,LOC103030203,2.8700000000000002e-65,247.0,1.5200000000000001e-65,247.0
236,AP-1SIGMA,NP_651198.1,Drosophila_melanogaster,NP_651198.1,AP-1SIGMA,Astyanax_mexicanus,XP_049342379.1,LOC103030203,2.8700000000000002e-65,247.0,1.5200000000000001e-65,247.0
237,AP-1SIGMA,NP_651198.1,Drosophila_melanogaster,NP_651198.1,AP-1SIGMA,Astyanax_mexicanus,XP_049342378.1,LOC103030203,2.8700000000000002e-65,247.0,1.53e-65,247.0
238,AP-1SIGMA,NP_651198.1,Drosophila_melanogaster,NP_651198.1,AP-1SIGMA,Astyanax_mexicanus,XP_022534071.1,AP1S1,2.29e-64,244.0,1.14e-64,244.0
239,AP-1SIGMA,NP_651198.1,Drosophila_melanogaster,NP_651198.1,AP-1SIGMA,Astyanax_mexicanus,XP_022534072.1,AP1S1,4.58e-64,243.0,2.26e-64,243.0
240,APC,NP_477152.1,,,,,,,,,,
241,APC2,NP_001334699.1,,,,,,,,,,
242,APH-1,NP_608710.1,Drosophila_melanogaster,NP_608710.1,APH-1,Astyanax_mexicanus,XP_007241959.2,APH1B,2.39e-53,208.0,1.28e-53,208.0
243,APH-1,NP_608710.1,Drosophila_melanogaster,NP_608710.1,APH-1,Astyanax_mexicanus,XP_022521280.1,ZGC:114200,1.22e-50,199.0,6.42e-51,199.0
244,APKC,NP_001260987.1,,,,,,,,,,
245,APLIP1,NP_728573.1,,,,,,,,,,
246,APP,NP_001137936.1,Drosophila_melanogaster,NP_001137936.1,APP,Astyanax_mexicanus,XP_022540516.2,ZDHHC14,8.25e-119,427.0,2.75e-119,427.0
247,APP,NP_001137936.1,Drosophila_melanogaster,NP_001137936.1,APP,Astyanax_mexicanus,XP_007255490.3,ZDHHC14,1.32e-117,423.0,4.54e-118,423.0
248,APPL,NP_001245450.1,Drosophila_melanogaster,NP_001245450.1,APPL,Astyanax_mexicanus,XP_049325220.1,APPA,2.57e-35,150.0,1.0200000000000001e-35,150.0
249,APPL,NP_001245450.1,Drosophila_melanogaster,NP_001245450.1,APPL,Astyanax_mexicanus,XP_007227940.2,APPB,2.57e-35,150.0,1.0100000000000001e-35,150.0
250,APPL,NP_001245450.1,Drosophila_melanogaster,NP_001245450.1,APPL,Astyanax_mexicanus,XP_007227938.2,APPB,2.0499999999999998e-34,147.0,8.700000000000001e-35,147.0
251,APRT,NP_476637.1,Drosophila_melanogaster,NP_476637.1,APRT,Astyanax_mexicanus,XP_022520847.1,APRT,5.14e-39,160.0,2.62e-39,160.0
252,APS,NP_648421.1,Drosophila_melanogaster,NP_648421.1,APS,Astyanax_mexicanus,XP_022531274.1,NUDT3B,3.7200000000000004e-47,187.0,1.85e-47,187.0
253,APS,NP_648421.1,Drosophila_melanogaster,NP_648421.1,APS,Astyanax_mexicanus,XP_007250622.2,NUDT4A,7.45e-47,186.0,3.78e-47,186.0
254,APS,NP_648421.1,Drosophila_melanogaster,NP_648421.1,APS,Astyanax_mexicanus,XP_007233746.1,NUDT4B,5.9599999999999995e-46,183.0,2.94e-46,183.0
255,APS,NP_648421.1,Drosophila_melanogaster,NP_648421.1,APS,Astyanax_mexicanus,XP_007250621.2,NUDT4A,1.1899999999999999e-45,182.0,6.0799999999999995e-46,182.0
256,APT,NP_477179.1,,,,,,,,,,
257,ARA,NP_524045.2,,,,,,,,,,
258,ARG,NP_524875.1,Drosophila_melanogaster,NP_524875.1,ARG,Astyanax_mexicanus,XP_022524862.2,ARG1,1.6800000000000001e-59,229.0,7.649999999999999e-60,229.0
259,ARG,NP_524875.1,Drosophila_melanogaster,NP_524875.1,ARG,Astyanax_mexicanus,XP_007247583.3,ARG2,8.6e-57,220.0,4.21e-57,220.0
260,ARI-1,NP_523399.1,Drosophila_melanogaster,NP_523399.1,ARI-1,Astyanax_mexicanus,XP_049321767.1,ARIH1L,3.08e-203,707.0,1.62e-203,707.0
261,ARI-1,NP_523399.1,Drosophila_melanogaster,NP_523399.1,ARI-1,Astyanax_mexicanus,XP_007249229.2,ARIH1,2.4700000000000002e-202,704.0,1.28e-202,704.0
262,ARI-2,NP_477374.1,Drosophila_melanogaster,NP_477374.1,ARI-2,Astyanax_mexicanus,XP_049341572.1,ARIH2,5.7e-156,550.0,2.77e-156,550.0
263,ARI-2,NP_477374.1,Drosophila_melanogaster,NP_477374.1,ARI-2,Astyanax_mexicanus,XP_049341573.1,ARIH2,5.7e-156,550.0,2.77e-156,550.0
264,ARM,NP_476666.1,Drosophila_melanogaster,NP_476666.1,ARM,Astyanax_mexicanus,XP_015461595.3,CTNNB1,2.02e-205,715.0,9.22e-206,715.0
265,ARM,NP_476666.1,Drosophila_melanogaster,NP_476666.1,ARM,Astyanax_mexicanus,XP_007245655.1,LOC103034575,3.23e-204,711.0,1.47e-204,711.0
266,ARM,NP_476666.1,Drosophila_melanogaster,NP_476666.1,ARM,Astyanax_mexicanus,XP_049336339.1,CTNNB1,5.17e-203,707.0,2.39e-203,707.0
267,ARM,NP_476666.1,Drosophila_melanogaster,NP_476666.1,ARM,Astyanax_mexicanus,XP_049336340.1,CTNNB1,5.17e-203,707.0,2.39e-203,707.0
268,ARM,NP_476666.1,Drosophila_melanogaster,NP_476666.1,ARM,Astyanax_mexicanus,XP_015461596.3,CTNNB1,6.61e-201,700.0,2.84e-201,700.0
269,ARR,NP_524737.2,Drosophila_melanogaster,NP_524737.2,ARR,Astyanax_mexicanus,XP_049339875.1,LRP5,4.31e-196,685.0,2.0399999999999999e-196,685.0
270,ARS2,NP_001260719.1,Drosophila_melanogaster,NP_001260719.1,ARS2,Astyanax_mexicanus,XP_049321171.1,SRRT,1.47e-141,503.0,6.97e-142,503.0
271,ARS2,NP_001260719.1,Drosophila_melanogaster,NP_001260719.1,ARS2,Astyanax_mexicanus,XP_022519945.2,SRRT,2.95e-141,502.0,1.4e-141,502.0
272,ART4,NP_649963.1,Drosophila_melanogaster,NP_649963.1,ART4,Astyanax_mexicanus,XP_049323668.1,CARM1,7.78e-151,533.0,4.21e-151,533.0
273,ART4,NP_649963.1,Drosophila_melanogaster,NP_649963.1,ART4,Astyanax_mexicanus,XP_049323667.1,CARM1,7.78e-151,533.0,4.25e-151,533.0
274,ARU,NP_722663.1,Drosophila_melanogaster,NP_722663.1,ARU,Astyanax_mexicanus,XP_049330172.1,EPS8A,2.02e-53,210.0,1.01e-53,210.0
275,ARU,NP_722663.1,Drosophila_melanogaster,NP_722663.1,ARU,Astyanax_mexicanus,XP_049330169.1,EPS8A,2.02e-53,210.0,1.02e-53,210.0
276,ARU,NP_722663.1,Drosophila_melanogaster,NP_722663.1,ARU,Astyanax_mexicanus,XP_049330168.1,EPS8A,2.02e-53,210.0,1.03e-53,210.0
277,ARU,NP_722663.1,Drosophila_melanogaster,NP_722663.1,ARU,Astyanax_mexicanus,XP_049330167.1,EPS8A,2.02e-53,210.0,1.04e-53,210.0
278,ARU,NP_722663.1,Drosophila_melanogaster,NP_722663.1,ARU,Astyanax_mexicanus,XP_049330165.1,EPS8A,2.02e-53,210.0,1.05e-53,210.0
279,ARU,NP_722663.1,Drosophila_melanogaster,NP_722663.1,ARU,Astyanax_mexicanus,XP_049330170.1,EPS8A,8.08e-53,208.0,4.09e-53,208.0
280,ARU,NP_722663.1,Drosophila_melanogaster,NP_722663.1,ARU,Astyanax_mexicanus,XP_049330166.1,EPS8A,8.08e-53,208.0,4.19e-53,208.0
281,ARU,NP_722663.1,Drosophila_melanogaster,NP_722663.1,ARU,Astyanax_mexicanus,XP_049330173.1,EPS8A,6.4599999999999995e-52,205.0,3.2199999999999996e-52,205.0
282,ARU,NP_722663.1,Drosophila_melanogaster,NP_722663.1,ARU,Astyanax_mexicanus,XP_049330171.1,EPS8A,6.4599999999999995e-52,205.0,3.2199999999999996e-52,205.0
283,ASATOR,NP_001259056.1,,,,,,,,,,
284,ASE,NP_476694.1,,,,,,,,,,
285,ASH2,NP_788735.1,Drosophila_melanogaster,NP_788735.1,ASH2,Astyanax_mexicanus,XP_022536591.1,ASH2L,2.41e-130,465.0,1.26e-130,465.0
286,ASH2,NP_788735.1,Drosophila_melanogaster,NP_788735.1,ASH2,Astyanax_mexicanus,XP_022536592.1,ASH2L,9.63e-130,463.0,4.83e-130,463.0
287,ASH2,NP_788735.1,Drosophila_melanogaster,NP_788735.1,ASH2,Astyanax_mexicanus,XP_022536590.1,ASH2L,9.63e-130,463.0,5.08e-130,463.0
288,ASP,NP_524488.3,,,,,,,,,,
289,ASPH,NP_001246357.1,Drosophila_melanogaster,NP_001246357.1,ASPH,Astyanax_mexicanus,XP_022533929.2,UNM_HU7910,9.47e-91,334.0,4.04e-91,334.0
290,ASPP,NP_001261122.1,Drosophila_melanogaster,NP_001261122.1,ASPP,Astyanax_mexicanus,XP_049338159.1,PPP1R13BB,6.56e-54,212.0,3.3399999999999996e-54,212.0
291,AST,NP_523451.2,,,,,,,,,,
292,ASX,NP_001260969.1,,,,,,,,,,
293,ATE1,NP_477394.3,Drosophila_melanogaster,NP_477394.3,ATE1,Astyanax_mexicanus,XP_022540735.2,LOC103027203,5.63e-91,334.0,2.89e-91,334.0
294,ATE1,NP_477394.3,Drosophila_melanogaster,NP_477394.3,ATE1,Astyanax_mexicanus,XP_022540736.2,LOC103027203,1.7999999999999997e-89,329.0,9.13e-90,329.0
295,ATE1,NP_477394.3,Drosophila_melanogaster,NP_477394.3,ATE1,Astyanax_mexicanus,XP_022540734.2,LOC103027203,7.199999999999999e-89,327.0,3.94e-89,327.0
296,ATE1,NP_477394.3,Drosophila_melanogaster,NP_477394.3,ATE1,Astyanax_mexicanus,XP_022540733.2,LOC103027203,2.88e-88,325.0,1.58e-88,325.0
297,ATE1,NP_477394.3,Drosophila_melanogaster,NP_477394.3,ATE1,Astyanax_mexicanus,XP_049337127.1,LOC103027203,9.22e-87,320.0,4.99e-87,320.0
298,ATF-2,NP_001033973.1,Drosophila_melanogaster,NP_001033973.1,ATF-2,Astyanax_mexicanus,XP_007254302.3,ATF7B,1.23e-06,53.5,7.36e-07,53.5
299,ATF3,NP_001259125.1,,,,,,,,,,
300,ATG1,NP_648601.1,Drosophila_melanogaster,NP_648601.1,ATG1,Astyanax_mexicanus,XP_007246057.2,ULK2,1.09e-106,387.0,6.72e-107,387.0
301,ATG1,NP_648601.1,Drosophila_melanogaster,NP_648601.1,ATG1,Astyanax_mexicanus,XP_007246058.2,ULK2,1.09e-106,387.0,6.72e-107,387.0
302,ATG1,NP_648601.1,Drosophila_melanogaster,NP_648601.1,ATG1,Astyanax_mexicanus,XP_007246109.3,ULK1B,4.37e-106,385.0,2.5899999999999997e-106,385.0
303,ATG1,NP_648601.1,Drosophila_melanogaster,NP_648601.1,ATG1,Astyanax_mexicanus,XP_049322350.1,ULK1B,7e-105,381.0,4.14e-105,381.0
304,ATG1,NP_648601.1,Drosophila_melanogaster,NP_648601.1,ATG1,Astyanax_mexicanus,XP_049322349.1,ULK1B,7e-105,381.0,4.14e-105,381.0
305,ATG1,NP_648601.1,Drosophila_melanogaster,NP_648601.1,ATG1,Astyanax_mexicanus,XP_049341864.1,ULK1A,8.96e-103,374.0,4.960000000000001e-103,374.0
306,ATG1,NP_648601.1,Drosophila_melanogaster,NP_648601.1,ATG1,Astyanax_mexicanus,XP_007246107.3,ULK1B,8.96e-103,374.0,5.4e-103,374.0
307,ATG1,NP_648601.1,Drosophila_melanogaster,NP_648601.1,ATG1,Astyanax_mexicanus,XP_007246106.3,ULK1B,8.96e-103,374.0,5.41e-103,374.0
308,ATG1,NP_648601.1,Drosophila_melanogaster,NP_648601.1,ATG1,Astyanax_mexicanus,XP_049322348.1,ULK1B,1.79e-102,373.0,1.08e-102,373.0
309,ATG1,NP_648601.1,Drosophila_melanogaster,NP_648601.1,ATG1,Astyanax_mexicanus,XP_007246108.3,ULK1B,1.43e-101,370.0,8.64e-102,370.0
310,ATG1,NP_648601.1,Drosophila_melanogaster,NP_648601.1,ATG1,Astyanax_mexicanus,XP_049322351.1,ULK1B,2.87e-101,369.0,1.73e-101,369.0
311,ATG2,NP_647748.1,Drosophila_melanogaster,NP_647748.1,ATG2,Astyanax_mexicanus,XP_049319842.1,ATG2B,1.38e-181,637.0,7.43e-182,637.0
312,ATG2,NP_647748.1,Drosophila_melanogaster,NP_647748.1,ATG2,Astyanax_mexicanus,XP_049319841.1,ATG2B,2.76e-181,636.0,1.4900000000000001e-181,636.0
313,ATG2,NP_647748.1,Drosophila_melanogaster,NP_647748.1,ATG2,Astyanax_mexicanus,XP_022539276.2,ATG2A,1.48e-172,607.0,7.74e-173,607.0
314,ATG5,NP_572390.1,Drosophila_melanogaster,NP_572390.1,ATG5,Astyanax_mexicanus,XP_022534810.1,ATG5,3.7500000000000005e-70,264.0,1.89e-70,264.0
315,ATG5,NP_572390.1,Drosophila_melanogaster,NP_572390.1,ATG5,Astyanax_mexicanus,XP_022534809.1,ATG5,1.2e-68,259.0,6.069999999999999e-69,259.0
316,ATG6,NP_651209.1,Drosophila_melanogaster,NP_651209.1,ATG6,Astyanax_mexicanus,XP_049320578.1,BECN1,5.659999999999999e-104,377.0,2.9599999999999994e-104,377.0
317,ATG6,NP_651209.1,Drosophila_melanogaster,NP_651209.1,ATG6,Astyanax_mexicanus,XP_049320579.1,BECN1,5.659999999999999e-104,377.0,2.9599999999999994e-104,377.0
318,ATG6,NP_651209.1,Drosophila_melanogaster,NP_651209.1,ATG6,Astyanax_mexicanus,XP_049320580.1,BECN1,5.659999999999999e-104,377.0,2.9599999999999994e-104,377.0
319,ATG7,NP_725809.1,,,,,,,,,,
320,ATG8A,NP_727447.1,Drosophila_melanogaster,NP_727447.1,ATG8A,Astyanax_mexicanus,XP_015458704.1,GABARAPB,1.48e-57,221.0,7.080000000000001e-58,221.0
321,ATG8A,NP_727447.1,Drosophila_melanogaster,NP_727447.1,ATG8A,Astyanax_mexicanus,XP_049340097.1,LOC103044705,5.93e-57,219.0,2.95e-57,219.0
322,ATG9,NP_001261023.1,Drosophila_melanogaster,NP_001261023.1,ATG9,Astyanax_mexicanus,XP_049336441.1,ATG9B,4.659999999999999e-159,561.0,2.21e-159,561.0
323,ATG9,NP_001261023.1,Drosophila_melanogaster,NP_001261023.1,ATG9,Astyanax_mexicanus,XP_022530968.1,ATG9A,3.91e-152,538.0,1.9199999999999997e-152,538.0
324,ATL,NP_651274.1,Drosophila_melanogaster,NP_651274.1,ATL,Astyanax_mexicanus,XP_049327003.1,LOC103043737,4.2e-173,607.0,2.1900000000000002e-173,607.0
325,ATL,NP_651274.1,Drosophila_melanogaster,NP_651274.1,ATL,Astyanax_mexicanus,XP_022520846.2,LOC103043737,1.68e-172,605.0,8.84e-173,605.0
326,ATL,NP_651274.1,Drosophila_melanogaster,NP_651274.1,ATL,Astyanax_mexicanus,XP_007240423.3,ATL2,1.68e-172,605.0,9.220000000000001e-173,605.0
327,ATL,NP_651274.1,Drosophila_melanogaster,NP_651274.1,ATL,Astyanax_mexicanus,XP_007248589.1,ATL1,1.72e-169,595.0,8.789999999999999e-170,595.0
328,ATMS,NP_649493.1,Drosophila_melanogaster,NP_649493.1,ATMS,Astyanax_mexicanus,XP_007234011.1,PAF1,2.69e-112,405.0,1.28e-112,405.0
329,ATO,NP_731223.1,,,,,,,,,,
330,ATPALPHA,NP_732572.1,Drosophila_melanogaster,NP_732572.1,ATPALPHA,Astyanax_mexicanus,XP_049336677.1,ATP1A3B,0.0,1573.0,0.0,1573.0
331,ATPALPHA,NP_732572.1,Drosophila_melanogaster,NP_732572.1,ATPALPHA,Astyanax_mexicanus,XP_007253156.2,ATP1A3A,0.0,1550.0,0.0,1550.0
332,ATPALPHA,NP_732572.1,Drosophila_melanogaster,NP_732572.1,ATPALPHA,Astyanax_mexicanus,XP_022536277.2,ATP1A1B,0.0,1517.0,0.0,1517.0
333,ATPALPHA,NP_732572.1,Drosophila_melanogaster,NP_732572.1,ATPALPHA,Astyanax_mexicanus,XP_049325214.1,LOC103026980,0.0,1512.0,0.0,1512.0
334,ATPALPHA,NP_732572.1,Drosophila_melanogaster,NP_732572.1,ATPALPHA,Astyanax_mexicanus,XP_022530668.1,LOC103044221,0.0,1510.0,0.0,1510.0
335,ATPCL,NP_725514.2,Drosophila_melanogaster,NP_725514.2,ATPCL,Astyanax_mexicanus,XP_007256318.3,ACLYA,0.0,1541.0,0.0,1541.0
336,ATPCL,NP_725514.2,Drosophila_melanogaster,NP_725514.2,ATPCL,Astyanax_mexicanus,XP_049320397.1,LOC103023371,0.0,1536.0,0.0,1536.0
337,ATPCL,NP_725514.2,Drosophila_melanogaster,NP_725514.2,ATPCL,Astyanax_mexicanus,XP_049320396.1,LOC103023371,0.0,1536.0,0.0,1536.0
338,ATPCL,NP_725514.2,Drosophila_melanogaster,NP_725514.2,ATPCL,Astyanax_mexicanus,XP_049320395.1,LOC103023371,0.0,1531.0,0.0,1531.0
339,ATPCL,NP_725514.2,Drosophila_melanogaster,NP_725514.2,ATPCL,Astyanax_mexicanus,XP_049320392.1,LOC103023371,0.0,1529.0,0.0,1529.0
340,ATPCL,NP_725514.2,Drosophila_melanogaster,NP_725514.2,ATPCL,Astyanax_mexicanus,XP_049320393.1,LOC103023371,0.0,1523.0,0.0,1523.0
341,ATTA,NP_523745.1,,,,,,,,,,
342,ATTB,NP_523746.1,,,,,,,,,,
343,ATTD,NP_524391.2,,,,,,,,,,
344,ATU,NP_524240.1,Drosophila_melanogaster,NP_524240.1,ATU,Astyanax_mexicanus,XP_049339348.1,LEO1,5.74e-83,308.0,2.79e-83,308.0
345,ATX2,NP_732033.1,,,,,,,,,,
346,AUB,NP_476734.1,,,,,,,,,,
347,AUX,NP_649438.1,Drosophila_melanogaster,NP_649438.1,AUX,Astyanax_mexicanus,XP_049326829.1,GAK,1.16e-170,600.0,6.4e-171,600.0
348,AUX,NP_649438.1,Drosophila_melanogaster,NP_649438.1,AUX,Astyanax_mexicanus,XP_049326830.1,GAK,2.97e-168,592.0,1.58e-168,592.0
