,Model_nodos,NCBI_Product_accesion,Ast,a,a2,Mus,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
172,ATM,NP_031525.3,Astyanax_mexicanus,XP_022534730.2,ATM,Mus_musculus,NP_031525.3,ATM,0.0,3114.0,0.0,3114.0
173,ATN1,NP_031907.2,,,,,,,,,,
174,ATOH1,NP_031526.1,,,,,,,,,,
175,ATOH7,NP_001351577.1,,,,,,,,,,
176,ATOH8,NP_722473.1,,,,,,,,,,
177,ATP11C,NP_001001798.1,Astyanax_mexicanus,XP_022539984.2,ATP11C,Mus_musculus,NP_001001798.1,ATP11C,0.0,1571.0,0.0,1571.0
178,ATP11C,NP_001001798.1,Astyanax_mexicanus,XP_022539985.2,ATP11C,Mus_musculus,NP_001001798.1,ATP11C,0.0,1571.0,0.0,1571.0
179,ATP11C,NP_001001798.1,Astyanax_mexicanus,XP_022539986.2,ATP11C,Mus_musculus,NP_001001798.1,ATP11C,0.0,1575.0,0.0,1575.0
180,ATP11C,NP_001001798.1,Astyanax_mexicanus,XP_022539987.2,ATP11C,Mus_musculus,NP_001001798.1,ATP11C,0.0,1575.0,0.0,1575.0
181,ATP11C,NP_001001798.1,Astyanax_mexicanus,XP_022539989.2,ATP11C,Mus_musculus,NP_001001798.1,ATP11C,0.0,1571.0,0.0,1571.0
182,ATP11C,NP_001001798.1,Astyanax_mexicanus,XP_022539990.2,ATP11C,Mus_musculus,NP_001001798.1,ATP11C,0.0,1577.0,0.0,1577.0
183,ATP1A1,NP_659149.1,Astyanax_mexicanus,XP_022530668.1,LOC103044221,Mus_musculus,NP_659149.1,ATP1A1,0.0,1782.0,0.0,1782.0
184,ATP1A1,NP_659149.1,Astyanax_mexicanus,XP_022536277.2,ATP1A1B,Mus_musculus,NP_659149.1,ATP1A1,0.0,1806.0,0.0,1806.0
185,ATP1A1,NP_659149.1,Astyanax_mexicanus,XP_049325214.1,LOC103026980,Mus_musculus,NP_659149.1,ATP1A1,0.0,1802.0,0.0,1802.0
186,ATP1B1,NP_033851.1,Astyanax_mexicanus,XP_007236705.3,ATP1B1A,Mus_musculus,NP_033851.1,ATP1B1,1.65e-101,369.0,1.04e-101,369.0
187,ATP1B1,NP_033851.1,Astyanax_mexicanus,XP_007241952.1,ATP1B1B,Mus_musculus,NP_033851.1,ATP1B1,8.15e-105,380.0,5.0900000000000005e-105,380.0
188,ATP2A2,NP_033852.1,Astyanax_mexicanus,XP_022526303.1,ATP2A2A,Mus_musculus,NP_033852.1,ATP2A2,0.0,1727.0,0.0,1727.0
189,ATP2A2,NP_033852.1,Astyanax_mexicanus,XP_022532348.2,ATP2A2B,Mus_musculus,NP_033852.1,ATP2A2,0.0,1766.0,0.0,1766.0
190,ATP2A2,NP_033852.1,Astyanax_mexicanus,XP_022532349.2,ATP2A2B,Mus_musculus,NP_033852.1,ATP2A2,0.0,1766.0,0.0,1766.0
191,ATP2A2,NP_033852.1,Astyanax_mexicanus,XP_022532350.2,ATP2A2B,Mus_musculus,NP_033852.1,ATP2A2,0.0,1766.0,0.0,1766.0
192,ATP6V1E1,NP_031536.2,Astyanax_mexicanus,XP_007256097.2,ATP6V1E1B,Mus_musculus,NP_031536.2,ATP6V1E1,6.55e-96,350.0,4.07e-96,350.0
193,ATP9A,NP_001276375.1,Astyanax_mexicanus,XP_022532935.2,LOC103032624,Mus_musculus,NP_001276375.1,ATP9A,0.0,1855.0,0.0,1855.0
194,AUTS2,NP_001350409.1,Astyanax_mexicanus,XP_007260585.3,AUTS2B,Mus_musculus,NP_001350409.1,AUTS2,7.83e-141,501.0,7.95e-141,501.0
195,AUTS2,NP_001350409.1,Astyanax_mexicanus,XP_007260586.3,AUTS2B,Mus_musculus,NP_001350409.1,AUTS2,7.83e-141,501.0,7.95e-141,501.0
196,AUTS2,NP_001350409.1,Astyanax_mexicanus,XP_007260587.3,AUTS2B,Mus_musculus,NP_001350409.1,AUTS2,2.42e-142,506.0,2.48e-142,506.0
197,AUTS2,NP_001350409.1,Astyanax_mexicanus,XP_022530263.2,AUTS2B,Mus_musculus,NP_001350409.1,AUTS2,7.83e-141,501.0,7.95e-141,501.0
198,AUTS2,NP_001350409.1,Astyanax_mexicanus,XP_049326519.1,FBRSL1,Mus_musculus,NP_001350409.1,AUTS2,1.08e-136,488.0,6.51e-137,488.0
199,AUTS2,NP_001350409.1,Astyanax_mexicanus,XP_049326521.1,FBRSL1,Mus_musculus,NP_001350409.1,AUTS2,6.91e-135,482.0,4.17e-135,482.0
200,AVP,NP_033862.1,,,,,,,,,,
201,AXL,XP_006540056.1,,,,,,,,,,
202,B3GAT1,NP_001297695.1,Astyanax_mexicanus,XP_022520670.1,B3GAT1A,Mus_musculus,NP_001297695.1,B3GAT1,1.3299999999999999e-171,602.0,8.63e-172,602.0
203,B3GAT1,NP_001297695.1,Astyanax_mexicanus,XP_049339732.1,B3GAT1A,Mus_musculus,NP_001297695.1,B3GAT1,4.68e-167,587.0,2.8300000000000002e-167,587.0
204,B3GAT1,NP_001297695.1,Astyanax_mexicanus,XP_049339733.1,B3GAT1A,Mus_musculus,NP_001297695.1,B3GAT1,4.68e-167,587.0,2.8300000000000002e-167,587.0
205,B4GALNT1,NP_082015.2,Astyanax_mexicanus,XP_007254283.3,B4GALNT1B,Mus_musculus,NP_082015.2,B4GALNT1,7.320000000000001e-161,567.0,4.86e-161,567.0
206,BACE1,NP_035922.4,Astyanax_mexicanus,XP_022534780.1,BACE1,Mus_musculus,NP_035922.4,BACE1,2.1399999999999998e-221,768.0,1.3299999999999998e-221,768.0
207,BACH2,XP_030108969.1,Astyanax_mexicanus,XP_007254977.2,BACH2B,Mus_musculus,XP_030108969.1,BACH2,4.1499999999999996e-191,668.0,2.85e-191,668.0
208,BANP,XP_017168388.1,Astyanax_mexicanus,XP_049330651.1,LOC103037393,Mus_musculus,XP_017168388.1,BANP,1.3e-150,533.0,8.04e-151,533.0
209,BANP,XP_017168388.1,Astyanax_mexicanus,XP_049330652.1,LOC103037393,Mus_musculus,XP_017168388.1,BANP,2.97e-154,545.0,1.96e-154,545.0
210,BARHL1,NP_001342363.1,Astyanax_mexicanus,XP_007239977.3,BARHL1A,Mus_musculus,NP_001342363.1,BARHL1,5.800000000000001e-100,364.0,3.59e-100,364.0
211,BARHL1,NP_001342363.1,Astyanax_mexicanus,XP_007254025.3,BARHL1B,Mus_musculus,NP_001342363.1,BARHL1,7.14e-101,367.0,4.49e-101,367.0
212,BARX2,NP_038828.2,Astyanax_mexicanus,XP_022523460.1,BARX2,Mus_musculus,NP_038828.2,BARX2,1.16e-84,313.0,7.000000000000001e-85,313.0
213,BATF3,NP_084336.1,,,,,,,,,,
214,BAX,XP_011249082.1,,,,,,,,,,
215,BBC3,NP_001390603.1,,,,,,,,,,
216,BCAT1,NP_031558.3,Astyanax_mexicanus,XP_022527480.1,BCAT1,Mus_musculus,NP_031558.3,BCAT1,7.47e-150,530.0,4.53e-150,530.0
217,BCAT1,NP_031558.3,Astyanax_mexicanus,XP_022527482.1,BCAT1,Mus_musculus,NP_031558.3,BCAT1,7.179999999999999e-150,530.0,4.53e-150,530.0
218,BCAT1,NP_031558.3,Astyanax_mexicanus,XP_022527844.1,BCAT2,Mus_musculus,NP_031558.3,BCAT1,7.75e-144,510.0,4.7500000000000003e-144,510.0
219,BCL2,NP_033871.2,Astyanax_mexicanus,XP_007229224.3,BCL2B,Mus_musculus,NP_033871.2,BCL2,2.3999999999999997e-42,172.0,1.6299999999999997e-42,172.0
220,BCL2,NP_033871.2,Astyanax_mexicanus,XP_007258676.3,BCL2A,Mus_musculus,NP_033871.2,BCL2,7.56e-44,177.0,5.08e-44,177.0
221,BCL2A1A,NP_033872.1,,,,,,,,,,
222,BCL2A1D,NP_031562.1,,,,,,,,,,
223,BCL2L1,NP_001276668.1,,,,,,,,,,
224,BCL2L11,XP_006498677.1,Astyanax_mexicanus,XP_007228807.1,BCL2L11,Mus_musculus,XP_006498677.1,BCL2L11,1.86e-11,69.3,1.53e-11,69.3
225,BCL3,XP_006539550.1,Astyanax_mexicanus,XP_049336563.1,BCL3,Mus_musculus,XP_006539550.1,BCL3,5.66e-63,242.0,2.37e-63,242.0
226,BCL9,XP_030108752.1,,,,,,,,,,
227,BCL9L,NP_001408236.1,Astyanax_mexicanus,XP_007259598.3,BCL9L,Mus_musculus,NP_001408236.1,BCL9L,1.7300000000000002e-184,647.0,1.0600000000000001e-184,647.0
228,BCLAF1,NP_001020563.1,,,,,,,,,,
229,BCR,NP_001074881.1,Astyanax_mexicanus,XP_022532345.1,BCR,Mus_musculus,NP_001074881.1,BCR,0.0,1783.0,0.0,1783.0
230,BDNF,NP_031566.4,Astyanax_mexicanus,XP_007246974.1,BDNF,Mus_musculus,NP_031566.4,BDNF,2.57e-97,355.0,1.45e-97,355.0
231,BDNF,NP_031566.4,Astyanax_mexicanus,XP_022522803.1,BDNF,Mus_musculus,NP_031566.4,BDNF,6.45e-101,367.0,3.53e-101,367.0
232,BDNF,NP_031566.4,Astyanax_mexicanus,XP_022522804.1,BDNF,Mus_musculus,NP_031566.4,BDNF,2.57e-97,355.0,1.45e-97,355.0
233,BDNF,NP_031566.4,Astyanax_mexicanus,XP_022522805.1,BDNF,Mus_musculus,NP_031566.4,BDNF,2.57e-97,355.0,1.45e-97,355.0
234,BFSP1,NP_033881.2,Astyanax_mexicanus,XP_022540939.2,LOC103026273,Mus_musculus,NP_033881.2,BFSP1,3.6700000000000004e-73,276.0,2.25e-73,276.0
235,BGLAP,NP_031567.1,,,,,,,,,,
236,BGLAP2,NP_001027469.2,,,,,,,,,,
237,BGLAP3,NP_112736.3,,,,,,,,,,
238,BHLHA15,NP_034930.1,,,,,,,,,,
239,BHLHE23,NP_542372.2,Astyanax_mexicanus,XP_007250044.3,BHLHE23,Mus_musculus,NP_542372.2,BHLHE23,1.5699999999999998e-52,206.0,8.949999999999999e-53,206.0
240,BHLHE40,NP_035628.1,Astyanax_mexicanus,XP_007254615.3,BHLHE40,Mus_musculus,NP_035628.1,BHLHE40,6.41e-115,414.0,4.01e-115,414.0
241,BHLHE41,NP_077789.1,Astyanax_mexicanus,XP_007250634.2,BHLHE41,Mus_musculus,NP_077789.1,BHLHE41,1.79e-100,366.0,1.1300000000000001e-100,366.0
242,BID,XP_036021660.1,,,,,,,,,,
243,BIRC2,XP_017168600.1,,,,,,,,,,
244,BIRC3,XP_006509892.1,Astyanax_mexicanus,XP_049322666.1,BIRC2,Mus_musculus,XP_006509892.1,BIRC3,1.92e-176,619.0,1.25e-176,619.0
245,BIRC3,XP_006509892.1,Astyanax_mexicanus,XP_049322667.1,BIRC2,Mus_musculus,XP_006509892.1,BIRC3,1.92e-176,619.0,1.25e-176,619.0
246,BIRC3,XP_006509892.1,Astyanax_mexicanus,XP_049322668.1,BIRC2,Mus_musculus,XP_006509892.1,BIRC3,1.23e-171,603.0,8.19e-172,603.0
247,BLNK,NP_001351983.1,Astyanax_mexicanus,XP_022540339.1,BLNK,Mus_musculus,NP_001351983.1,BLNK,2.7799999999999998e-61,236.0,1.7e-61,236.0
248,BMI1,NP_001403843.1,Astyanax_mexicanus,XP_007236126.2,BMI1B,Mus_musculus,NP_001403843.1,BMI1,2.81e-134,478.0,1.71e-134,478.0
249,BMI1,NP_001403843.1,Astyanax_mexicanus,XP_007236127.2,BMI1B,Mus_musculus,NP_001403843.1,BMI1,3.5700000000000005e-132,471.0,2.19e-132,471.0
250,BMI1,NP_001403843.1,Astyanax_mexicanus,XP_007254844.2,BMI1A,Mus_musculus,NP_001403843.1,BMI1,1.3799999999999998e-134,479.0,8.57e-135,479.0
251,BMP2,NP_031579.2,Astyanax_mexicanus,XP_007252122.1,BMP2A,Mus_musculus,NP_031579.2,BMP2,2.57e-142,505.0,1.55e-142,505.0
252,BMP5,NP_031581.2,Astyanax_mexicanus,XP_022519592.2,BMP5,Mus_musculus,NP_031581.2,BMP5,9.64e-191,666.0,6.119999999999999e-191,666.0
253,BMP7,NP_031583.2,Astyanax_mexicanus,XP_007233065.3,BMP7B,Mus_musculus,NP_031583.2,BMP7,4.43e-197,687.0,2.76e-197,687.0
254,BMPR1B,NP_001341972.1,Astyanax_mexicanus,XP_022536622.2,BMPR1BB,Mus_musculus,NP_001341972.1,BMPR1B,1.4199999999999998e-256,885.0,8.03e-257,885.0
255,BMPR1B,NP_001341972.1,Astyanax_mexicanus,XP_022536623.2,BMPR1BB,Mus_musculus,NP_001341972.1,BMPR1B,1.4199999999999998e-256,885.0,8.03e-257,885.0
256,BMPR1B,NP_001341972.1,Astyanax_mexicanus,XP_022536624.2,BMPR1BB,Mus_musculus,NP_001341972.1,BMPR1B,1.4199999999999998e-256,885.0,8.03e-257,885.0
257,BMPR1B,NP_001341972.1,Astyanax_mexicanus,XP_049324609.1,BMPR1BB,Mus_musculus,NP_001341972.1,BMPR1B,1.4199999999999998e-256,885.0,8.03e-257,885.0
258,BMPR2,NP_031587.1,Astyanax_mexicanus,XP_007261122.2,BMPR2B,Mus_musculus,NP_031587.1,BMPR2,0.0,1253.0,0.0,1253.0
259,BNIP3,NP_033890.1,Astyanax_mexicanus,XP_022524827.1,BNIP3,Mus_musculus,NP_033890.1,BNIP3,1.8200000000000002e-66,252.0,1.07e-66,252.0
260,BRCA2,NP_001074470.1,,,,,,,,,,
261,BRINP1,NP_064351.2,Astyanax_mexicanus,XP_049321836.1,BRINP1,Mus_musculus,NP_064351.2,BRINP1,0.0,1361.0,0.0,1361.0
262,BRINP1,NP_064351.2,Astyanax_mexicanus,XP_049321837.1,BRINP1,Mus_musculus,NP_064351.2,BRINP1,0.0,1367.0,0.0,1367.0
263,BSG,NP_033898.1,Astyanax_mexicanus,XP_007240189.2,BSG,Mus_musculus,NP_033898.1,BSG,1.4999999999999999e-90,333.0,9.179999999999999e-91,333.0
264,BSG,NP_033898.1,Astyanax_mexicanus,XP_022525406.2,BSG,Mus_musculus,NP_033898.1,BSG,3.62e-94,345.0,2.24e-94,345.0
265,BSX,XP_036010875.1,Astyanax_mexicanus,XP_007258178.2,BSX,Mus_musculus,XP_036010875.1,BSX,3.96e-68,258.0,2.07e-68,258.0
266,BTG2,NP_031596.1,Astyanax_mexicanus,XP_007256780.1,BTG2,Mus_musculus,NP_031596.1,BTG2,1.76e-51,202.0,1.01e-51,202.0
267,BTK,NP_038510.2,Astyanax_mexicanus,XP_007236532.1,BTK,Mus_musculus,NP_038510.2,BTK,5.9e-240,830.0,3.8e-240,830.0
268,BUB1,XP_036013667.1,,,,,,,,,,
269,BUB3,NP_033904.2,Astyanax_mexicanus,XP_007260980.1,BUB3,Mus_musculus,NP_033904.2,BUB3,1.31e-171,602.0,8.109999999999999e-172,602.0
270,BUB3,NP_033904.2,Astyanax_mexicanus,XP_049320829.1,BUB3,Mus_musculus,NP_033904.2,BUB3,2.0799999999999997e-170,598.0,1.2999999999999999e-170,598.0
271,C1QB,NP_033907.1,,,,,,,,,,
272,CACNA1C,XP_006505506.1,Astyanax_mexicanus,XP_049328987.1,CACNA1C,Mus_musculus,XP_006505506.1,CACNA1C,0.0,3062.0,0.0,3062.0
273,CACNA1C,XP_006505506.1,Astyanax_mexicanus,XP_049329009.1,CACNA1C,Mus_musculus,XP_006505506.1,CACNA1C,0.0,3037.0,0.0,3037.0
274,CAD,NP_001390328.1,Astyanax_mexicanus,XP_022542830.2,CAD,Mus_musculus,NP_001390328.1,CAD,0.0,3373.0,0.0,3373.0
275,CAD,NP_001390328.1,Astyanax_mexicanus,XP_022542832.2,CAD,Mus_musculus,NP_001390328.1,CAD,0.0,3362.0,0.0,3362.0
276,CADM1,NP_001297770.1,Astyanax_mexicanus,XP_022530561.1,CADM1B,Mus_musculus,NP_001297770.1,CADM1,1.71e-140,499.0,1.2e-140,499.0
277,CADM1,NP_001297770.1,Astyanax_mexicanus,XP_022530563.1,CADM1B,Mus_musculus,NP_001297770.1,CADM1,1.32e-142,506.0,9.34e-143,506.0
278,CADM1,NP_001297770.1,Astyanax_mexicanus,XP_022531748.1,CADM1A,Mus_musculus,NP_001297770.1,CADM1,1.4e-142,506.0,9.34e-143,506.0
279,CADM1,NP_001297770.1,Astyanax_mexicanus,XP_022531749.1,CADM1A,Mus_musculus,NP_001297770.1,CADM1,2.79e-142,505.0,1.87e-142,505.0
280,CADM1,NP_001297770.1,Astyanax_mexicanus,XP_022531750.1,CADM1A,Mus_musculus,NP_001297770.1,CADM1,5.51e-142,504.0,3.74e-142,504.0
281,CADM1,NP_001297770.1,Astyanax_mexicanus,XP_022531751.1,CADM1A,Mus_musculus,NP_001297770.1,CADM1,1.7e-143,509.0,1.17e-143,509.0
282,CADM1,NP_001297770.1,Astyanax_mexicanus,XP_022531752.1,CADM1A,Mus_musculus,NP_001297770.1,CADM1,3.3900000000000003e-143,508.0,2.33e-143,508.0
283,CADM1,NP_001297770.1,Astyanax_mexicanus,XP_022531753.1,CADM1A,Mus_musculus,NP_001297770.1,CADM1,1.31e-139,496.0,9.56e-140,496.0
284,CALB2,NP_001355223.1,,,,,,,,,,
285,CALCRL,XP_036018296.1,Astyanax_mexicanus,XP_022536181.2,CALCRLA,Mus_musculus,XP_036018296.1,CALCRL,2.5e-194,678.0,1.52e-194,678.0
286,CALCRL,XP_036018296.1,Astyanax_mexicanus,XP_049340624.1,CALCRLA,Mus_musculus,XP_036018296.1,CALCRL,4.01e-193,674.0,2.4400000000000002e-193,674.0
287,CALD1,XP_006505411.1,,,,,,,,,,
288,CALR,NP_031617.1,Astyanax_mexicanus,XP_007231732.2,CALR,Mus_musculus,NP_031617.1,CALR,4.61e-132,471.0,2.8200000000000005e-132,471.0
289,CAPN2,NP_033924.2,Astyanax_mexicanus,XP_015458290.2,CAPN2A,Mus_musculus,NP_033924.2,CAPN2,1.11e-288,992.0,6.900000000000001e-289,992.0
290,CAPN2,NP_033924.2,Astyanax_mexicanus,XP_022521086.2,CAPN2B,Mus_musculus,NP_033924.2,CAPN2,3.72e-281,967.0,2.32e-281,967.0
291,CAPN2,NP_033924.2,Astyanax_mexicanus,XP_022540977.2,CAPN1A,Mus_musculus,NP_033924.2,CAPN2,9.830000000000001e-276,949.0,6.0700000000000006e-276,949.0
292,CAR1,NP_033929.2,Astyanax_mexicanus,XP_022529993.1,LOC103021731,Mus_musculus,NP_033929.2,CAR1,2.53e-88,325.0,1.58e-88,325.0
293,CAR1,NP_033929.2,Astyanax_mexicanus,XP_022534849.1,CAHZ,Mus_musculus,NP_033929.2,CAR1,2.53e-88,325.0,1.58e-88,325.0
294,CAR1,NP_033929.2,Astyanax_mexicanus,XP_049334472.1,LOC125801685,Mus_musculus,NP_033929.2,CAR1,1.07e-87,323.0,6.3e-88,323.0
295,CASP12,NP_033938.3,Astyanax_mexicanus,XP_049335039.1,LOC125802140,Mus_musculus,NP_033938.3,CASP12,1.34e-49,197.0,8.61e-50,197.0
296,CASP3,XP_017168032.1,Astyanax_mexicanus,XP_007247533.3,CASP3B,Mus_musculus,XP_017168032.1,CASP3,1.14e-84,313.0,6.85e-85,313.0
297,CASP3,XP_017168032.1,Astyanax_mexicanus,XP_049328419.1,CASP3A,Mus_musculus,XP_017168032.1,CASP3,4.59e-84,311.0,2.74e-84,311.0
298,CASP6,NP_033941.3,Astyanax_mexicanus,XP_022541681.1,LOC103033476,Mus_musculus,NP_033941.3,CASP6,6.72e-101,367.0,3.79e-101,367.0
299,CASP7,XP_006526679.3,Astyanax_mexicanus,XP_007259314.2,CASP7,Mus_musculus,XP_006526679.3,CASP7,2.74e-112,405.0,1.75e-112,405.0
300,CASP7,XP_006526679.3,Astyanax_mexicanus,XP_007259315.2,CASP7,Mus_musculus,XP_006526679.3,CASP7,2.74e-112,405.0,1.75e-112,405.0
301,CASP7,XP_006526679.3,Astyanax_mexicanus,XP_007259316.2,CASP7,Mus_musculus,XP_006526679.3,CASP7,2.74e-112,405.0,1.75e-112,405.0
302,CASP7,XP_006526679.3,Astyanax_mexicanus,XP_022524679.2,CASP7,Mus_musculus,XP_006526679.3,CASP7,2.74e-112,405.0,1.75e-112,405.0
303,CASP7,XP_006526679.3,Astyanax_mexicanus,XP_049320569.1,CASP7,Mus_musculus,XP_006526679.3,CASP7,2.29e-109,395.0,1.79e-109,395.0
304,CASP8,NP_001073595.1,Astyanax_mexicanus,XP_007230922.3,CASP8,Mus_musculus,NP_001073595.1,CASP8,6.32e-80,298.0,3.89e-80,298.0
305,CASP8AP2,XP_006538012.1,,,,,,,,,,
306,CASZ1,XP_006539220.1,Astyanax_mexicanus,XP_007246845.3,CASZ1,Mus_musculus,XP_006539220.1,CASZ1,0.0,2043.0,0.0,2043.0
307,CASZ1,XP_006539220.1,Astyanax_mexicanus,XP_007246846.3,CASZ1,Mus_musculus,XP_006539220.1,CASZ1,0.0,2046.0,0.0,2046.0
308,CASZ1,XP_006539220.1,Astyanax_mexicanus,XP_007246847.3,CASZ1,Mus_musculus,XP_006539220.1,CASZ1,0.0,1994.0,0.0,1994.0
309,CASZ1,XP_006539220.1,Astyanax_mexicanus,XP_007246849.3,CASZ1,Mus_musculus,XP_006539220.1,CASZ1,0.0,1976.0,0.0,1976.0
310,CAT,NP_033934.2,Astyanax_mexicanus,XP_007235106.2,CAT,Mus_musculus,NP_033934.2,CAT,8.25e-261,899.0,5.15e-261,899.0
311,CAV1,NP_001396487.1,Astyanax_mexicanus,XP_022539296.1,CAV1,Mus_musculus,NP_001396487.1,CAV1,4.0400000000000004e-70,264.0,2.48e-70,264.0
312,CAV3,NP_031643.1,Astyanax_mexicanus,XP_007253327.2,CAV3,Mus_musculus,NP_031643.1,CAV3,2.26e-62,238.0,1.41e-62,238.0
313,CBFA2T3,NP_033954.2,Astyanax_mexicanus,XP_022520859.1,CBFA2T3,Mus_musculus,NP_033954.2,CBFA2T3,1.09e-204,713.0,5.94e-205,713.0
314,CBFA2T3,NP_033954.2,Astyanax_mexicanus,XP_049327000.1,CBFA2T3,Mus_musculus,NP_033954.2,CBFA2T3,5.2e-208,724.0,2.9000000000000004e-208,724.0
315,CBFA2T3,NP_033954.2,Astyanax_mexicanus,XP_049327001.1,CBFA2T3,Mus_musculus,NP_033954.2,CBFA2T3,5.09e-205,714.0,2.97e-205,714.0
316,CBL,XP_006510026.1,Astyanax_mexicanus,XP_022530938.1,CBL,Mus_musculus,XP_006510026.1,CBL,0.0,1125.0,0.0,1125.0
317,CCK,NP_112438.1,Astyanax_mexicanus,XP_022529373.1,CCKA,Mus_musculus,NP_112438.1,CCK,7.96e-13,73.2,4.37e-13,73.2
318,CCK,NP_112438.1,Astyanax_mexicanus,XP_022531953.2,CCKB,Mus_musculus,NP_112438.1,CCK,1.12e-13,75.9,6.73e-14,75.9
319,CCL19,NP_036018.1,Astyanax_mexicanus,XP_007229486.1,CCL19A.1,Mus_musculus,NP_036018.1,CCL19,9.68e-10,62.8,5.55e-10,62.8
320,CCL20,NP_058656.1,Astyanax_mexicanus,XP_022533390.2,CCL20L,Mus_musculus,NP_058656.1,CCL20,2.47e-11,68.2,1.18e-11,68.2
321,CCL21A,NP_035254.1,,,,,,,,,,
322,CCL21B,XP_036019422.1,,,,,,,,,,
323,CCL22,NP_033163.1,,,,,,,,,,
324,CCL25,XP_006508799.1,,,,,,,,,,
325,CCNA1,XP_036018767.1,,,,,,,,,,
326,CCNA2,NP_033958.2,Astyanax_mexicanus,XP_007239105.3,CCNA2,Mus_musculus,NP_033958.2,CCNA2,1.5e-127,456.0,9.359999999999999e-128,456.0
327,CCNB2,NP_031656.2,Astyanax_mexicanus,XP_015462712.2,CCNB2,Mus_musculus,NP_031656.2,CCNB2,3.0199999999999997e-115,415.0,1.94e-115,415.0
328,CCND1,NP_031657.1,Astyanax_mexicanus,XP_007254687.2,CCND1,Mus_musculus,NP_031657.1,CCND1,3.5e-120,431.0,2.2e-120,431.0
329,CCND2,XP_036021678.1,Astyanax_mexicanus,XP_007228423.2,CCND2A,Mus_musculus,XP_036021678.1,CCND2,5.56e-122,437.0,4.06e-122,437.0
330,CCNE1,NP_031659.2,Astyanax_mexicanus,XP_007235976.1,CCNE1,Mus_musculus,NP_031659.2,CCNE1,1.58e-118,426.0,9.719999999999999e-119,426.0
331,CCNG2,NP_031661.3,Astyanax_mexicanus,XP_007234030.1,CCNG2,Mus_musculus,NP_031661.3,CCNG2,1.15e-102,373.0,7.380000000000001e-103,373.0
332,CCR2,XP_036010478.1,Astyanax_mexicanus,XP_007232086.3,LOC103028160,Mus_musculus,XP_036010478.1,CCR2,5.2400000000000004e-65,248.0,3.4e-65,248.0
333,CCR2,XP_036010478.1,Astyanax_mexicanus,XP_049336560.1,LOC111193414,Mus_musculus,XP_036010478.1,CCR2,5.67e-62,238.0,3.49e-62,238.0
334,CCR9,NP_001160097.1,Astyanax_mexicanus,XP_007229378.3,CCR9A,Mus_musculus,NP_001160097.1,CCR9,1.19e-83,310.0,7.2999999999999995e-84,310.0
335,CD19,NP_001344020.1,,,,,,,,,,
336,CD1D1,NP_001366431.1,,,,,,,,,,
337,CD34,NP_598415.1,,,,,,,,,,
338,CD36,XP_030109948.1,Astyanax_mexicanus,XP_022527183.1,CD36,Mus_musculus,XP_030109948.1,CD36,1.4400000000000001e-145,516.0,9.08e-146,516.0
339,CD38,NP_031672.2,Astyanax_mexicanus,XP_015464033.2,LOC103029242,Mus_musculus,NP_031672.2,CD38,5.73e-51,201.0,3.9e-51,201.0
340,CD3D,XP_006510028.1,,,,,,,,,,
341,CD3E,XP_006510029.1,,,,,,,,,,
342,CD4,NP_038516.1,,,,,,,,,,
343,CD40,NP_035741.2,,,,,,,,,,
344,CD44,NP_001034240.1,,,,,,,,,,
345,CD52,NP_038734.1,,,,,,,,,,
346,CD55,XP_030102097.1,,,,,,,,,,
347,CD5L,NP_033820.2,,,,,,,,,,
348,CD72,NP_001103792.1,,,,,,,,,,
349,CD79A,NP_031681.2,Astyanax_mexicanus,XP_007232501.3,CD79A,Mus_musculus,NP_031681.2,CD79A,1.79e-18,92.8,1.05e-18,92.8
350,CD8A,NP_001074579.1,,,,,,,,,,
351,CDC25A,NP_001397314.1,Astyanax_mexicanus,XP_007237316.1,CDC25B,Mus_musculus,NP_001397314.1,CDC25A,5.64e-113,408.0,3.26e-113,408.0
352,CDC73,NP_666103.1,Astyanax_mexicanus,XP_049337990.1,CDC73,Mus_musculus,NP_666103.1,CDC73,1.89e-273,941.0,1.1800000000000001e-273,941.0
353,CDCA7,NP_080142.1,Astyanax_mexicanus,XP_007234924.3,CDCA7A,Mus_musculus,NP_080142.1,CDCA7,1.2399999999999999e-89,330.0,7.209999999999999e-90,330.0
354,CDH1,NP_033994.1,Astyanax_mexicanus,XP_049326984.1,LOC103023785,Mus_musculus,NP_033994.1,CDH1,1.94e-218,759.0,1.2e-218,759.0
355,CDH1,NP_033994.1,Astyanax_mexicanus,XP_049326985.1,LOC103023785,Mus_musculus,NP_033994.1,CDH1,4.0800000000000003e-212,738.0,2.52e-212,738.0
356,CDH1,NP_033994.1,Astyanax_mexicanus,XP_049326986.1,LOC103023785,Mus_musculus,NP_033994.1,CDH1,1.3000000000000001e-210,733.0,8.07e-211,733.0
357,CDH1,NP_033994.1,Astyanax_mexicanus,XP_049326987.1,LOC103023785,Mus_musculus,NP_033994.1,CDH1,6.52e-211,734.0,4.0400000000000005e-211,734.0
358,CDH11,NP_033996.4,Astyanax_mexicanus,XP_007259840.3,CDH11,Mus_musculus,NP_033996.4,CDH11,0.0,1076.0,0.0,1076.0
359,CDH15,NP_031688.2,Astyanax_mexicanus,XP_007230144.3,CDH15,Mus_musculus,NP_031688.2,CDH15,3.91e-178,625.0,2.32e-178,625.0
