Model_nodos,NCBI_Product_accesion
TWF,NP_650338.1
TWI,NP_523816.2
TWIN,NP_732964.1
TWR,NP_649676.1
TWS,NP_476880.1
TX,NP_524516.2
TXL,NP_523938.2
TYN,NP_001368965.1
TYRR,NP_650652.1
TYRRII,NP_650651.1
U2A,NP_610315.1
U2AF50,NP_476891.1
U3-55K,NP_001014529.1
UBA1,NP_477310.2
UBE3A,NP_648452.1
UBI-P63E,NP_728908.1
UBL3,NP_573083.2
UBQN,NP_608344.1
UBX,NP_536748.1
UCP4C,NP_608976.1
UEV1A,NP_647959.1
UGP,NP_001163399.1
UIF,NP_001137804.1
UNC-104,NP_001261033.1
UNC-119,NP_572389.1
UNC-13,NP_001259075.1
UNC-13-4A,NP_648096.4
UNC-4,NP_001285389.1
UNC-5,NP_611033.2
UNC79,NP_001287403.1
UNK,NP_788722.1
UNPG,NP_477146.1
UNR,NP_001246669.1
UP,NP_001245652.1
UPD2,NP_001356882.1
UPD3,NP_001097014.1
UPF1,NP_572767.1
UPF2,NP_572434.1
USE1,NP_648289.2
USF,NP_572167.3
USH,NP_001259828.1
USP,NP_476781.1
USP7,NP_001285149.1
UTX,NP_001188773.1
UZIP,NP_523861.1
V,NP_511113.1
VACHT,NP_477138.1
VAGO,NP_572680.1
VANG,NP_001260819.1
VARI,NP_995733.2
VAV,NP_001097030.1
VDUP1,NP_612004.2
VERM,NP_730442.2
VG,NP_523723.1
VGLUT,NP_001245848.1
VHA100-1,NP_651672.1
VHA100-3,NP_725837.1
VHA100-5,NP_609515.1
VHA13,NP_477437.1
VHA14-1,NP_476969.1
VHA16-1,NP_476801.1
VHA26,NP_524237.1
VHA36-1,NP_651987.1
VHA44,NP_477266.1
VHA55,NP_476908.1
VHA68-1,NP_523560.2
VHA68-2,NP_652004.2
VHA68-3,NP_609595.1
VHAAC39-1,NP_570080.1
VHAM9.7-A,NP_001097499.1
VHAPPA1-1,NP_652010.1
VHL,NP_524986.1
VIAF,NP_524032.2
VIG,NP_523572.1
VIG2,NP_733083.1
VIMAR,NP_477305.1
VINC,NP_476820.1
VIR,NP_524900.1
VIR-1,NP_001260412.1
VIS,NP_788337.1
VKG,NP_477190.1
VM34CA,NP_476785.1
VMAT,NP_001260956.1
VML,NP_001096866.1
VN,NP_001014565.2
VND,NP_001036253.1
VPS13,NP_610299.2
VPS16B,NP_651731.1
VPS2,NP_651455.1
VPS20,NP_726213.1
VPS26,NP_569952.2
VPS28,NP_652053.1
VPS36,NP_648660.1
VPS4,NP_573258.1
VRI,NP_477191.1
VRP1,NP_001163247.1
VSG,NP_001261646.1
VSX1,NP_572232.2
VSX2,NP_001033832.1
VVL,NP_001303384.1
W,NP_476787.1
WAL,NP_476975.1
WAPL,NP_525042.2
WASP,NP_651637.1
WB,NP_723870.1
WBL,NP_725867.1
WCD,NP_611121.1
WDB,NP_001368946.1
WDE,NP_610608.1
WDN,NP_476900.1
WDP,NP_611661.1
WECH,NP_524772.2
WG,NP_523502.1
WGE,NP_732791.2
WGN,NP_728186.1
WHAMY,NP_001262436.1
WHD,NP_523685.2
WISP,NP_572766.1
WIT,NP_001261395.1
WMD,NP_001097436.1
WND,NP_649137.3
WNK,NP_001262174.3
WNT10,NP_609109.4
WNT2,NP_476810.1
WNT4,NP_001260187.1
WNT6,NP_609108.3
WOC,NP_001263009.1
WOL,NP_609202.1
WOR,NP_476601.1
WRAPPER,NP_477404.1
WTRW,NP_731193.1
WTS,NP_733403.1
WUN,NP_724787.1
WUN2,NP_524991.1
WUS,NP_573180.1
X11L,NP_001285376.1
X11LBETA,NP_727440.3
XBP1,NP_726032.4
XNP,NP_651398.1
XPD,NP_726036.2
XRP1,NP_732384.1
Y,NP_476792.1
YATA,NP_651722.1
YELLOW-B,NP_523586.1
YELLOW-E,NP_524344.1
YIN,NP_001284844.1
YIP2,NP_523528.1
YIP7,NP_523944.1
YKT6,NP_572423.1
YL,NP_996433.1
YMP,NP_001287531.1
YP1,NP_511103.1
YPS,NP_524033.2
YRT,NP_001138044.1
YTR,NP_611839.1
YURI,NP_723903.3
Z,NP_001259190.1
ZASP52,NP_001303350.1
ZASP66,NP_729395.2
ZETACOP,NP_648910.1
ZF30C,NP_477301.1
ZFH1,NP_733401.3
ZFH2,NP_524623.2
ZIP,NP_001014552.1
ZN72D,NP_788510.1
ZNT63C,NP_001261364.1
ZORMIN,NP_001036578.2
ZPR1,NP_572532.1
