,Model_nodos,NCBI_Product_accesion,Ast,a,a2,Dmel,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
226,BEL,NP_536783.1,Astyanax_pachon,KAG9271099.1,AN3,Drosophila_melanogaster,NP_536783.1,BEL,4.67e-178,623.0,3.14e-178,623.0
227,BEL,NP_536783.1,Astyanax_pachon,KAG9277887.1,AN3,Drosophila_melanogaster,NP_536783.1,BEL,2.11e-181,634.0,1.53e-181,634.0
228,BEST1,NP_652603.1,Astyanax_pachon,KAG9262578.1,BEST2,Drosophila_melanogaster,NP_652603.1,BEST1,1.77e-106,385.0,1.25e-106,385.0
229,BEST1,NP_652603.1,Astyanax_pachon,KAG9280517.1,BEST3,Drosophila_melanogaster,NP_652603.1,BEST1,9e-102,369.0,8.22e-102,369.0
230,BEST2,NP_729159.2,,,,,,,,,,
231,BETA4GALNACTB,NP_651657.1,,,,,,,,,,
232,BETA4GALT7,NP_651319.2,Astyanax_pachon,KAG9272511.1,B4GALT7,Drosophila_melanogaster,NP_651319.2,BETA4GALT7,1.41e-71,268.0,9.31e-72,268.0
233,BETA'COP,NP_524836.2,Astyanax_pachon,KAG9273797.1,COPB2,Drosophila_melanogaster,NP_524836.2,BETA'COP,1.75e-294,1010.0,1.1400000000000001e-294,1010.0
234,BETA-SPEC,NP_001259660.1,Astyanax_pachon,KAG9268524.1,SPTBN1,Drosophila_melanogaster,NP_001259660.1,BETA-SPEC,0.0,2055.0,0.0,2055.0
235,BETA-SPEC,NP_001259660.1,Astyanax_pachon,KAG9282119.1,SPTBN1,Drosophila_melanogaster,NP_001259660.1,BETA-SPEC,0.0,2064.0,0.0,2064.0
236,BETATRY,NP_524904.1,Astyanax_pachon,KAG9273414.1,KAG9273414.1,Drosophila_melanogaster,NP_524904.1,BETATRY,5.26e-44,176.0,3.62e-44,176.0
237,BETATUB56D,NP_523795.2,Astyanax_pachon,KAG9262731.1,TUBB4B,Drosophila_melanogaster,NP_523795.2,BETATUB56D,1.88e-248,856.0,1.28e-248,856.0
238,BETATUB56D,NP_523795.2,Astyanax_pachon,KAG9270469.1,KAG9270469.1,Drosophila_melanogaster,NP_523795.2,BETATUB56D,3.69e-251,865.0,2.49e-251,865.0
239,BETATUB56D,NP_523795.2,Astyanax_pachon,KAG9272564.1,TUBB4B,Drosophila_melanogaster,NP_523795.2,BETATUB56D,9.22e-252,867.0,6.23e-252,867.0
240,BETATUB56D,NP_523795.2,Astyanax_pachon,KAG9272950.1,TUBB3,Drosophila_melanogaster,NP_523795.2,BETATUB56D,3.48e-240,829.0,1.7099999999999998e-240,829.0
241,BETATUB56D,NP_523795.2,Astyanax_pachon,KAG9274781.1,TUBB2A,Drosophila_melanogaster,NP_523795.2,BETATUB56D,9.28e-245,844.0,5.22e-245,844.0
242,BETATUB56D,NP_523795.2,Astyanax_pachon,KAG9275838.1,TUBB,Drosophila_melanogaster,NP_523795.2,BETATUB56D,9.42e-249,857.0,6.38e-249,857.0
243,BETATUB56D,NP_523795.2,Astyanax_pachon,KAG9281792.1,TUBB4B,Drosophila_melanogaster,NP_523795.2,BETATUB56D,4.61e-252,868.0,3.1100000000000004e-252,868.0
244,BETATUB60D,NP_523842.2,Astyanax_pachon,KAG9262731.1,TUBB4B,Drosophila_melanogaster,NP_523842.2,BETATUB60D,4.1399999999999995e-236,815.0,2.85e-236,815.0
245,BETATUB60D,NP_523842.2,Astyanax_pachon,KAG9272950.1,TUBB3,Drosophila_melanogaster,NP_523842.2,BETATUB60D,2.2800000000000003e-235,813.0,1.1400000000000001e-235,813.0
246,BETATUB60D,NP_523842.2,Astyanax_pachon,KAG9274781.1,TUBB2A,Drosophila_melanogaster,NP_523842.2,BETATUB60D,5.099999999999999e-233,805.0,2.9199999999999998e-233,805.0
247,BETATUB60D,NP_523842.2,Astyanax_pachon,KAG9276734.1,TUBB6,Drosophila_melanogaster,NP_523842.2,BETATUB60D,6.819999999999999e-232,801.0,4.67e-232,801.0
248,BGB,NP_001261271.1,Astyanax_pachon,KAG9273258.1,CBFB,Drosophila_melanogaster,NP_001261271.1,BGB,3.98e-44,176.0,3.62e-44,176.0
249,BGCN,NP_001286787.1,,,,,,,,,,
250,BGM,NP_524698.1,Astyanax_pachon,KAG9261834.1,ACSBG2,Drosophila_melanogaster,NP_524698.1,BGM,1.5899999999999998e-170,598.0,8.8e-171,598.0
251,BGM,NP_524698.1,Astyanax_pachon,KAG9270083.1,ACSBG2,Drosophila_melanogaster,NP_524698.1,BGM,9.810000000000001e-163,572.0,5.910000000000001e-163,572.0
252,B-H1,NP_523387.1,,,,,,,,,,
253,B-H2,NP_523386.1,,,,,,,,,,
254,BI,NP_001259238.1,,,,,,,,,,
255,BIB,NP_001260313.1,,,,,,,,,,
256,BIC,NP_476853.1,Astyanax_pachon,KAG9266687.1,KAG9266687.1,Drosophila_melanogaster,NP_476853.1,BIC,2.93e-47,187.0,1.18e-47,187.0
257,BIC,NP_476853.1,Astyanax_pachon,KAG9281962.1,BTF3,Drosophila_melanogaster,NP_476853.1,BIC,1.18e-44,178.0,6.049999999999999e-45,178.0
258,BICC,NP_476865.1,Astyanax_pachon,KAG9267299.1,KAG9267299.1,Drosophila_melanogaster,NP_476865.1,BICC,8.9e-81,300.0,6.09e-81,300.0
259,BICC,NP_476865.1,Astyanax_pachon,KAG9268429.1,KAG9268429.1,Drosophila_melanogaster,NP_476865.1,BICC,4.03e-80,298.0,2.44e-80,298.0
260,BICC,NP_476865.1,Astyanax_pachon,KAG9281192.1,KAG9281192.1,Drosophila_melanogaster,NP_476865.1,BICC,4.42e-84,311.0,2.97e-84,311.0
261,BICD,NP_001260531.1,Astyanax_pachon,KAG9260673.1,KAG9260673.1,Drosophila_melanogaster,NP_001260531.1,BICD,8.2e-62,237.0,4.9799999999999995e-62,237.0
262,BICD,NP_001260531.1,Astyanax_pachon,KAG9273063.1,KAG9273063.1,Drosophila_melanogaster,NP_001260531.1,BICD,1.7999999999999997e-61,236.0,9.95e-62,236.0
263,BIF,NP_727547.1,,,,,,,,,,
264,BIGMAX,NP_651556.2,Astyanax_pachon,KAG9264196.1,MLX,Drosophila_melanogaster,NP_651556.2,BIGMAX,1.76e-36,151.0,1.22e-36,151.0
265,BIP1,NP_648169.2,,,,,,,,,,
266,BKA,NP_524867.2,Astyanax_pachon,KAG9268806.1,KAG9268806.1,Drosophila_melanogaster,NP_524867.2,BKA,9.54e-72,268.0,5.78e-72,268.0
267,BLIMP-1,NP_001261442.1,,,,,,,,,,
268,BLOT,NP_524125.2,,,,,,,,,,
269,BLOW,NP_724580.1,,,,,,,,,,
270,BLP,NP_524370.2,Astyanax_pachon,KAG9264547.1,PAM16,Drosophila_melanogaster,NP_524370.2,BLP,4.95e-25,112.0,3.72e-25,112.0
271,BLW,NP_726243.1,Astyanax_pachon,KAG9266062.1,ATP5F1A,Drosophila_melanogaster,NP_726243.1,BLW,1.1400000000000001e-251,867.0,7.690000000000001e-252,867.0
272,BMCP,NP_648501.1,Astyanax_pachon,KAG9265895.1,SLC25A14,Drosophila_melanogaster,NP_648501.1,BMCP,1.63e-84,311.0,9.950000000000001e-85,311.0
273,BMM,NP_001163445.1,Astyanax_pachon,KAG9280210.1,PNPLA2,Drosophila_melanogaster,NP_001163445.1,BMM,2.02e-71,268.0,1.6e-71,268.0
274,BNL,NP_732452.1,,,,,,,,,,
275,BOCA,NP_724578.1,Astyanax_pachon,KAG9266538.1,MESD,Drosophila_melanogaster,NP_724578.1,BOCA,7.22e-43,172.0,4.12e-43,172.0
276,BOI,NP_726811.1,,,,,,,,,,
277,BOL,NP_523989.1,,,,,,,,,,
278,BON,NP_001262765.1,Astyanax_pachon,KAG9270015.1,TRIM33,Drosophila_melanogaster,NP_001262765.1,BON,4.6299999999999994e-61,235.0,2.9999999999999998e-61,235.0
279,BON,NP_001262765.1,Astyanax_pachon,KAG9280401.1,TRIM24,Drosophila_melanogaster,NP_001262765.1,BON,9.85e-62,237.0,7.49e-62,237.0
280,BOND,NP_732761.1,,,,,,,,,,
281,BONSAI,NP_611691.1,Astyanax_pachon,KAG9276440.1,MRPS15,Drosophila_melanogaster,NP_611691.1,BONSAI,4.56e-14,76.6,3.35e-14,76.6
282,BOSS,NP_542440.1,,,,,,,,,,
283,BOU,NP_572373.1,,,,,,,,,,
284,BOWL,NP_476883.1,,,,,,,,,,
285,BR,NP_001401048.1,,,,,,,,,,
286,BR140,NP_610266.1,Astyanax_pachon,KAG9270239.1,BRPF1,Drosophila_melanogaster,NP_610266.1,BR140,1.21e-176,619.0,9.01e-177,619.0
287,BRAT,NP_001188842.2,,,,,,,,,,
288,BRD,NP_476889.1,,,,,,,,,,
289,BRE1,NP_647989.2,Astyanax_pachon,KAG9267847.1,RNF40,Drosophila_melanogaster,NP_647989.2,BRE1,8.88e-155,546.0,6.21e-155,546.0
290,BRE1,NP_647989.2,Astyanax_pachon,KAG9272191.1,RNF20,Drosophila_melanogaster,NP_647989.2,BRE1,9.18e-152,536.0,6.36e-152,536.0
291,BRF,NP_650616.2,Astyanax_pachon,KAG9274909.1,BRF1,Drosophila_melanogaster,NP_650616.2,BRF,2.54e-117,421.0,1.68e-117,421.0
292,BRF,NP_650616.2,Astyanax_pachon,KAG9282808.1,BRF1,Drosophila_melanogaster,NP_650616.2,BRF,4.27e-113,407.0,2.7499999999999997e-113,407.0
293,BRK,NP_511069.3,,,,,,,,,,
294,BRM,NP_001261906.1,Astyanax_pachon,KAG9261732.1,SMARCA2,Drosophila_melanogaster,NP_001261906.1,BRM,0.0,1285.0,0.0,1285.0
295,BRM,NP_001261906.1,Astyanax_pachon,KAG9264330.1,SMARCA4,Drosophila_melanogaster,NP_001261906.1,BRM,0.0,1329.0,0.0,1329.0
296,BRM,NP_001261906.1,Astyanax_pachon,KAG9277505.1,SMARCA4,Drosophila_melanogaster,NP_001261906.1,BRM,0.0,1320.0,0.0,1320.0
297,BRP,NP_001400998.1,,,,,,,,,,
298,BRUCE,NP_001262462.1,Astyanax_pachon,KAG9268386.1,BIRC6,Drosophila_melanogaster,NP_001262462.1,BRUCE,0.0,1751.0,0.0,1751.0
299,BRWD3,NP_732982.1,Astyanax_pachon,KAG9269785.1,PHIP,Drosophila_melanogaster,NP_732982.1,BRWD3,2.2300000000000003e-289,994.0,1.8300000000000002e-289,994.0
300,BRWD3,NP_732982.1,Astyanax_pachon,KAG9282187.1,BRWD3,Drosophila_melanogaster,NP_732982.1,BRWD3,2.05e-295,1014.0,1.74e-295,1014.0
301,BS,NP_726438.1,,,,,,,,,,
302,BSG,NP_723346.2,,,,,,,,,,
303,BSH,NP_477350.2,,,,,,,,,,
304,BSK,NP_723541.1,Astyanax_pachon,KAG9266197.1,MAPK10,Drosophila_melanogaster,NP_723541.1,BSK,4.79e-168,589.0,2.52e-168,589.0
305,BSK,NP_723541.1,Astyanax_pachon,KAG9267362.1,MAPK8,Drosophila_melanogaster,NP_723541.1,BSK,9.05e-162,568.0,5.28e-162,568.0
306,BSK,NP_723541.1,Astyanax_pachon,KAG9275335.1,MAPK8A,Drosophila_melanogaster,NP_723541.1,BSK,5.93e-160,562.0,3.3800000000000005e-160,562.0
307,BTBVII,NP_647774.2,,,,,,,,,,
308,BTD,NP_511100.1,,,,,,,,,,
309,BTL,NP_729956.1,Astyanax_pachon,KAG9270425.1,FGFR1A,Drosophila_melanogaster,NP_729956.1,BTL,1.21e-119,429.0,1.0399999999999999e-119,429.0
310,BTL,NP_729956.1,Astyanax_pachon,KAG9274998.1,FGFR2,Drosophila_melanogaster,NP_729956.1,BTL,4.7e-125,447.0,3.97e-125,447.0
311,BTL,NP_729956.1,Astyanax_pachon,KAG9275189.1,FGFR3,Drosophila_melanogaster,NP_729956.1,BTL,4.71e-122,437.0,4.06e-122,437.0
312,BTSZ,NP_001262582.1,,,,,,,,,,
313,BTZ,NP_733229.2,,,,,,,,,,
314,BUB1,NP_608919.1,,,,,,,,,,
315,BUBR1,NP_477382.1,,,,,,,,,,
316,BUFFY,NP_523702.1,Astyanax_pachon,KAG9277764.1,BOKA,Drosophila_melanogaster,NP_523702.1,BUFFY,2.7e-23,107.0,2.5299999999999997e-23,107.0
317,BUN,NP_525103.2,,,,,,,,,,
318,BUR,NP_620114.3,Astyanax_pachon,KAG9273375.1,GMPS,Drosophila_melanogaster,NP_620114.3,BUR,3.47e-227,786.0,2.3e-227,786.0
319,BVES,NP_001259752.1,Astyanax_pachon,KAG9276466.1,BVES,Drosophila_melanogaster,NP_001259752.1,BVES,2.1500000000000002e-29,128.0,1.61e-29,128.0
320,BW,NP_523824.1,,,,,,,,,,
321,BWA,NP_001260616.1,Astyanax_pachon,KAG9260024.1,ACER2,Drosophila_melanogaster,NP_001260616.1,BWA,2.88e-75,280.0,2.12e-75,280.0
322,BWA,NP_001260616.1,Astyanax_pachon,KAG9274215.1,ACER2,Drosophila_melanogaster,NP_001260616.1,BWA,5.61e-78,289.0,4.13e-78,289.0
323,BX,NP_001259688.2,,,,,,,,,,
324,BY,NP_649901.1,,,,,,,,,,
325,BYS,NP_511074.1,Astyanax_pachon,KAG9260728.1,BYSL,Drosophila_melanogaster,NP_511074.1,BYS,2.88e-104,377.0,1.94e-104,377.0
326,C11.1,NP_652606.1,Astyanax_pachon,KAG9276623.1,MROH1,Drosophila_melanogaster,NP_652606.1,C11.1,6.9500000000000005e-133,474.0,4.89e-133,474.0
327,C12.1,NP_652605.1,Astyanax_pachon,KAG9282249.1,KAG9282249.1,Drosophila_melanogaster,NP_652605.1,C12.1,7.95e-46,182.0,5.79e-46,182.0
328,C15,NP_476873.2,Astyanax_pachon,KAG9263157.1,TLX3,Drosophila_melanogaster,NP_476873.2,C15,1.92e-48,191.0,1.48e-48,191.0
329,C15,NP_476873.2,Astyanax_pachon,KAG9281176.1,TLX3,Drosophila_melanogaster,NP_476873.2,C15,1.12e-46,185.0,9.47e-47,185.0
330,C1GALTA,NP_609258.1,Astyanax_pachon,KAG9269747.1,C1GALT1A,Drosophila_melanogaster,NP_609258.1,C1GALTA,1.5500000000000001e-86,318.0,9.960000000000001e-87,318.0
331,C1GALTA,NP_609258.1,Astyanax_pachon,KAG9277209.1,C1GALT1B,Drosophila_melanogaster,NP_609258.1,C1GALTA,3.72e-84,310.0,2.55e-84,310.0
332,C3G,NP_001284966.1,,,,,,,,,,
333,C901,NP_572673.1,,,,,,,,,,
334,CA,NP_733309.3,,,,,,,,,,
335,CA-ALPHA1D,NP_001260480.2,Astyanax_pachon,KAG9260670.1,CACNA1D,Drosophila_melanogaster,NP_001260480.2,CA-ALPHA1D,0.0,1744.0,0.0,1744.0
336,CA-ALPHA1D,NP_001260480.2,Astyanax_pachon,KAG9270211.1,CACNA1D,Drosophila_melanogaster,NP_001260480.2,CA-ALPHA1D,0.0,1762.0,0.0,1762.0
337,CA-ALPHA1D,NP_001260480.2,Astyanax_pachon,KAG9280144.1,CACNA1C,Drosophila_melanogaster,NP_001260480.2,CA-ALPHA1D,0.0,1743.0,0.0,1743.0
338,CA-ALPHA1T,NP_001245545.1,Astyanax_pachon,KAG9262294.1,CACNA1H,Drosophila_melanogaster,NP_001245545.1,CA-ALPHA1T,0.0,1038.0,0.0,1038.0
339,CA-ALPHA1T,NP_001245545.1,Astyanax_pachon,KAG9267822.1,CACNA1G,Drosophila_melanogaster,NP_001245545.1,CA-ALPHA1T,0.0,1055.0,0.0,1055.0
340,CA-BETA,NP_995684.2,Astyanax_pachon,KAG9274091.1,CACNB2,Drosophila_melanogaster,NP_995684.2,CA-BETA,3.6299999999999996e-134,477.0,2.87e-134,477.0
341,CABP1,NP_609792.1,Astyanax_pachon,KAG9268818.1,PDIA6,Drosophila_melanogaster,NP_609792.1,CABP1,1.37e-141,501.0,9.07e-142,501.0
342,CABP1,NP_609792.1,Astyanax_pachon,KAG9282913.1,PDIA6,Drosophila_melanogaster,NP_609792.1,CABP1,1.77e-139,494.0,1.16e-139,494.0
343,CACT,NP_476942.1,,,,,,,,,,
344,CAD74A,NP_648973.1,,,,,,,,,,
345,CAD86C,NP_001247033.1,,,,,,,,,,
346,CAD87A,NP_731649.2,,,,,,,,,,
347,CAD88C,NP_731930.3,Astyanax_pachon,KAG9274790.1,CDH23,Drosophila_melanogaster,NP_731930.3,CAD88C,9.83e-161,567.0,5.620000000000001e-161,567.0
348,CAD96CB,NP_001163727.1,,,,,,,,,,
349,CAD99C,NP_733314.1,Astyanax_pachon,KAG9267307.1,PCDH15,Drosophila_melanogaster,NP_733314.1,CAD99C,1.6799999999999998e-126,453.0,1.0099999999999999e-126,453.0
350,CADN,NP_724068.1,Astyanax_pachon,KAG9260840.1,CADN,Drosophila_melanogaster,NP_724068.1,CADN,0.0,1436.0,0.0,1436.0
351,CADN,NP_724068.1,Astyanax_pachon,KAG9276140.1,CADN,Drosophila_melanogaster,NP_724068.1,CADN,0.0,1505.0,0.0,1505.0
352,CADN2,NP_001036368.2,,,,,,,,,,
353,CAF1-180,NP_572495.1,,,,,,,,,,
354,CAH1,NP_523561.1,Astyanax_pachon,KAG9278406.1,CAHZ,Drosophila_melanogaster,NP_523561.1,CAH1,2.55e-62,237.0,1.68e-62,237.0
355,CAH1,NP_523561.1,Astyanax_pachon,KAG9278407.1,CAHZ,Drosophila_melanogaster,NP_523561.1,CAH1,9.6e-62,235.0,6.7e-62,235.0
356,CAH2,NP_648555.1,Astyanax_pachon,KAG9269660.1,CA6,Drosophila_melanogaster,NP_648555.1,CAH2,7.52e-36,150.0,3.22e-36,150.0
357,CAHBETA,NP_649849.1,,,,,,,,,,
358,CAL1,NP_650597.2,,,,,,,,,,
359,CALPB,NP_524016.4,Astyanax_pachon,KAG9262609.1,CAPN9,Drosophila_melanogaster,NP_524016.4,CALPB,2.06e-175,614.0,1.86e-175,614.0
360,CALPB,NP_524016.4,Astyanax_pachon,KAG9268586.1,CAPN3,Drosophila_melanogaster,NP_524016.4,CALPB,8.1e-184,642.0,6.95e-184,642.0
361,CALS,NP_524632.1,Astyanax_pachon,KAG9269720.1,CLSTN1,Drosophila_melanogaster,NP_524632.1,CALS,1.56e-107,389.0,1.06e-107,389.0
362,CALS,NP_524632.1,Astyanax_pachon,KAG9273793.1,CLSTN2,Drosophila_melanogaster,NP_524632.1,CALS,1.41e-113,409.0,1.0099999999999999e-113,409.0
363,CALX,NP_001287434.1,Astyanax_pachon,KAG9261082.1,SLC8A1,Drosophila_melanogaster,NP_001287434.1,CALX,3.32e-222,770.0,2.1100000000000002e-222,770.0
364,CALX,NP_001287434.1,Astyanax_pachon,KAG9265862.1,SLC8A1,Drosophila_melanogaster,NP_001287434.1,CALX,1.2e-224,778.0,8.229999999999999e-225,778.0
365,CALX,NP_001287434.1,Astyanax_pachon,KAG9274388.1,SLC8A1,Drosophila_melanogaster,NP_001287434.1,CALX,2.42e-221,767.0,1.69e-221,767.0
366,CALX,NP_001287434.1,Astyanax_pachon,KAG9274974.1,SLC8A3,Drosophila_melanogaster,NP_001287434.1,CALX,5.15e-215,746.0,3.54e-215,746.0
367,CAM,NP_523710.1,Astyanax_pachon,KAG9264996.1,CALM1,Drosophila_melanogaster,NP_523710.1,CAM,9.449999999999999e-52,201.0,6.349999999999999e-52,201.0
368,CAM,NP_523710.1,Astyanax_pachon,KAG9265857.1,CALM1,Drosophila_melanogaster,NP_523710.1,CAM,9.449999999999999e-52,201.0,6.349999999999999e-52,201.0
369,CAM,NP_523710.1,Astyanax_pachon,KAG9268003.1,CALM1,Drosophila_melanogaster,NP_523710.1,CAM,1.11e-51,201.0,6.349999999999999e-52,201.0
370,CAM,NP_523710.1,Astyanax_pachon,KAG9275123.1,CALM1,Drosophila_melanogaster,NP_523710.1,CAM,4.16e-51,199.0,2.54e-51,199.0
371,CAM,NP_523710.1,Astyanax_pachon,KAG9283208.1,KAG9283208.1,Drosophila_melanogaster,NP_523710.1,CAM,1.11e-51,201.0,6.349999999999999e-52,201.0
372,CAMKI,NP_524622.1,Astyanax_pachon,KAG9277003.1,CAMK1,Drosophila_melanogaster,NP_524622.1,CAMKI,1.88e-115,414.0,1.31e-115,414.0
373,CAMKI,NP_524622.1,Astyanax_pachon,KAG9280207.1,CAMK1D,Drosophila_melanogaster,NP_524622.1,CAMKI,2.6700000000000003e-116,417.0,1.64e-116,417.0
374,CAMKI,NP_524622.1,Astyanax_pachon,KAG9280800.1,CAMK1D,Drosophila_melanogaster,NP_524622.1,CAMKI,3.76e-115,413.0,2.62e-115,413.0
375,CAMKII,NP_001259082.1,Astyanax_pachon,KAG9259639.1,CAMK2D2,Drosophila_melanogaster,NP_001259082.1,CAMKII,3e-209,726.0,1.87e-209,726.0
376,CAMKII,NP_001259082.1,Astyanax_pachon,KAG9263008.1,CAMK2B,Drosophila_melanogaster,NP_001259082.1,CAMKII,1.02e-206,718.0,4.79e-207,718.0
377,CAMKII,NP_001259082.1,Astyanax_pachon,KAG9266163.1,CAMK2A,Drosophila_melanogaster,NP_001259082.1,CAMKII,1.31e-215,747.0,8.919999999999999e-216,747.0
378,CAMKII,NP_001259082.1,Astyanax_pachon,KAG9274032.1,CAMK2D1,Drosophila_melanogaster,NP_001259082.1,CAMKII,2.73e-208,723.0,1.5000000000000001e-208,723.0
379,CAMKII,NP_001259082.1,Astyanax_pachon,KAG9275543.1,CAMK2G,Drosophila_melanogaster,NP_001259082.1,CAMKII,3.4499999999999995e-216,749.0,2.2299999999999997e-216,749.0
380,CAMTA,NP_001137624.1,Astyanax_pachon,KAG9269430.1,CAMTA2,Drosophila_melanogaster,NP_001137624.1,CAMTA,9.82e-85,314.0,8.39e-85,314.0
381,CAN,NP_524827.1,,,,,,,,,,
382,CANA1,NP_524600.3,,,,,,,,,,
383,CANA-14F,NP_001245717.1,Astyanax_pachon,KAG9261462.1,PPP3CC,Drosophila_melanogaster,NP_001245717.1,CANA-14F,2.58e-224,776.0,2.01e-224,776.0
384,CANA-14F,NP_001245717.1,Astyanax_pachon,KAG9265732.1,PPP3CA,Drosophila_melanogaster,NP_001245717.1,CANA-14F,8.17e-229,791.0,6.15e-229,791.0
385,CANA-14F,NP_001245717.1,Astyanax_pachon,KAG9274165.1,PPP3CA,Drosophila_melanogaster,NP_001245717.1,CANA-14F,1.58e-234,810.0,1.17e-234,810.0
386,CANA-14F,NP_001245717.1,Astyanax_pachon,KAG9281255.1,PPP3CA,Drosophila_melanogaster,NP_001245717.1,CANA-14F,1.02e-229,794.0,7.68e-230,794.0
387,CAP,NP_610570.1,,,,,,,,,,
388,CAPR,NP_652671.1,,,,,,,,,,
389,CAPS,NP_001303391.1,,,,,,,,,,
390,CAPT,NP_001033870.1,Astyanax_pachon,KAG9279860.1,CAP1,Drosophila_melanogaster,NP_001033870.1,CAPT,2.62e-90,331.0,2.45e-90,331.0
391,CAPU,NP_722950.2,,,,,,,,,,
392,CAS,NP_001262300.1,,,,,,,,,,
393,CASK,NP_001262811.1,Astyanax_pachon,KAG9271096.1,CASK,Drosophila_melanogaster,NP_001262811.1,CASK,0.0,1091.0,0.0,1091.0
394,CASK,NP_001262811.1,Astyanax_pachon,KAG9277884.1,CASK,Drosophila_melanogaster,NP_001262811.1,CASK,0.0,1090.0,0.0,1090.0
395,CATO,NP_477344.1,,,,,,,,,,
396,CAUP,NP_524046.2,,,,,,,,,,
397,CAZ,NP_523365.2,,,,,,,,,,
398,CBL,NP_648224.1,,,,,,,,,,
399,CBP,NP_001259309.1,,,,,,,,,,
400,CBP53E,NP_476838.1,Astyanax_pachon,KAG9273231.1,CALB2,Drosophila_melanogaster,NP_476838.1,CBP53E,7.999999999999999e-61,232.0,6.16e-61,232.0
401,CBP53E,NP_476838.1,Astyanax_pachon,KAG9276187.1,SCGN,Drosophila_melanogaster,NP_476838.1,CBP53E,9.999999999999999e-62,235.0,7.7e-62,235.0
402,CBP80,NP_726938.1,Astyanax_pachon,KAG9281159.1,NCBP1,Drosophila_melanogaster,NP_726938.1,CBP80,7.869999999999999e-258,888.0,5.31e-258,888.0
403,CBT,NP_722636.1,,,,,,,,,,
404,CCHA1,NP_001097784.1,,,,,,,,,,
405,CCHA2,NP_650285.1,,,,,,,,,,
406,CCKLR-17D1,NP_001097021.1,,,,,,,,,,
407,CCKLR-17D3,NP_001097023.1,Astyanax_pachon,KAG9262399.1,CCKAR,Drosophila_melanogaster,NP_001097023.1,CCKLR-17D3,2.21e-56,218.0,1.9e-56,218.0
408,CCKLR-17D3,NP_001097023.1,Astyanax_pachon,KAG9271160.1,CCKAR,Drosophila_melanogaster,NP_001097023.1,CCKLR-17D3,6.59e-58,223.0,5.9400000000000005e-58,223.0
409,CCN,NP_730294.1,Astyanax_pachon,KAG9279774.1,CCN4,Drosophila_melanogaster,NP_730294.1,CCN,2.2e-26,118.0,1.94e-26,118.0
410,CCN,NP_730294.1,Astyanax_pachon,KAG9282423.1,CCN2,Drosophila_melanogaster,NP_730294.1,CCN,1.06e-26,119.0,9.690000000000001e-27,119.0
411,CCT1,NP_524450.2,Astyanax_pachon,KAG9269364.1,TCP1,Drosophila_melanogaster,NP_524450.2,CCT1,6.82e-231,798.0,4.58e-231,798.0
412,CCT2,NP_572524.1,Astyanax_pachon,KAG9280376.1,CCT2,Drosophila_melanogaster,NP_572524.1,CCT2,1.4700000000000002e-215,747.0,9.909999999999999e-216,747.0
413,CCT5,NP_523707.1,Astyanax_pachon,KAG9283260.1,CCT5,Drosophila_melanogaster,NP_523707.1,CCT5,6.61e-231,798.0,4.46e-231,798.0
414,CDA4,NP_728468.1,,,,,,,,,,
415,CDA9,NP_611192.1,,,,,,,,,,
416,CDASE,NP_651797.1,Astyanax_pachon,KAG9267314.1,ASAH2,Drosophila_melanogaster,NP_651797.1,CDASE,2.61e-154,544.0,1.68e-154,544.0
417,CDASE,NP_651797.1,Astyanax_pachon,KAG9267315.1,ASAH2,Drosophila_melanogaster,NP_651797.1,CDASE,2.09e-153,541.0,1.34e-153,541.0
418,CDC14,NP_609153.1,,,,,,,,,,
419,CDC42,NP_523414.1,Astyanax_pachon,KAG9260262.1,KAG9260262.1,Drosophila_melanogaster,NP_523414.1,CDC42,6.63e-99,358.0,4.46e-99,358.0
420,CDC42,NP_523414.1,Astyanax_pachon,KAG9269525.1,KAG9269525.1,Drosophila_melanogaster,NP_523414.1,CDC42,4.14e-100,362.0,2.79e-100,362.0
421,CDC42,NP_523414.1,Astyanax_pachon,KAG9276306.1,KAG9276306.1,Drosophila_melanogaster,NP_523414.1,CDC42,1.7e-96,350.0,1.14e-96,350.0
422,CDC42,NP_523414.1,Astyanax_pachon,KAG9279357.1,KAG9279357.1,Drosophila_melanogaster,NP_523414.1,CDC42,6.79e-96,348.0,4.57e-96,348.0
423,CDC6,NP_648247.1,Astyanax_pachon,KAG9266670.1,KAG9266670.1,Drosophila_melanogaster,NP_648247.1,CDC6,3.19e-72,271.0,2.3900000000000004e-72,271.0
424,CDEP,NP_001036676.1,Astyanax_pachon,KAG9277766.1,FARP2,Drosophila_melanogaster,NP_001036676.1,CDEP,2.09e-198,691.0,1.56e-198,691.0
425,CDGAPR,NP_001163018.1,,,,,,,,,,
426,CDI,NP_524401.2,,,,,,,,,,
427,CDK12,NP_649325.2,,,,,,,,,,
428,CDK4,NP_477196.1,Astyanax_pachon,KAG9260434.1,CDK4,Drosophila_melanogaster,NP_477196.1,CDK4,7.07e-78,289.0,4.37e-78,289.0
429,CDK4,NP_477196.1,Astyanax_pachon,KAG9279787.1,CDK6,Drosophila_melanogaster,NP_477196.1,CDK4,4.15e-79,293.0,2.73e-79,293.0
430,CECC,NP_524591.1,,,,,,,,,,
431,CED-6,NP_001246225.1,,,,,,,,,,
