,Model_nodos,NCBI_Product_accesion,Ast,a,a2,Mus,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
824,INSR,XP_006508764.1,Astyanax_pachon,KAG9273912.1,INSR,Mus_musculus,XP_006508764.1,INSR,0.0,1881.0,0.0,1881.0
825,IRAK1,NP_001171447.1,Astyanax_pachon,KAG9270053.1,IRAK1,Mus_musculus,NP_001171447.1,IRAK1,2.22e-114,413.0,4.6099999999999995e-115,413.0
826,IRAK2,NP_751893.3,,,,,,,,,,
827,IRF2,XP_011240477.1,Astyanax_pachon,KAG9272586.1,IRF2,Mus_musculus,XP_011240477.1,IRF2,2.55e-90,332.0,5.91e-91,332.0
828,IRF3,XP_006541058.1,Astyanax_pachon,KAG9267418.1,IRF3,Mus_musculus,XP_006541058.1,IRF3,2.07e-38,160.0,3.93e-39,160.0
829,IRF5,XP_006505158.1,Astyanax_pachon,KAG9280642.1,IRF5,Mus_musculus,XP_006505158.1,IRF5,1.81e-149,529.0,4.09e-150,529.0
830,IRF6,NP_058547.2,Astyanax_pachon,KAG9260759.1,IRF6,Mus_musculus,NP_058547.2,IRF6,4.4400000000000005e-181,634.0,8.98e-182,634.0
831,IRF7,XP_006536277.1,Astyanax_pachon,KAG9281146.1,IRF3,Mus_musculus,XP_006536277.1,IRF7,1.51e-40,167.0,2.89e-41,167.0
832,IRF8,NP_032346.1,Astyanax_pachon,KAG9272944.1,IRF8,Mus_musculus,NP_032346.1,IRF8,4.9599999999999996e-126,451.0,9.99e-127,451.0
833,IRS1,NP_034700.2,Astyanax_pachon,KAG9264816.1,IRS1-B,Mus_musculus,NP_034700.2,IRS1,7e-291,1000.0,1.5700000000000001e-291,1000.0
834,IRX3,NP_001240751.1,Astyanax_pachon,KAG9260916.1,IRX3,Mus_musculus,NP_001240751.1,IRX3,3.45e-81,302.0,8.78e-82,302.0
835,IRX5,NP_061296.1,Astyanax_pachon,KAG9260915.1,IRX5,Mus_musculus,NP_061296.1,IRX5,4.75e-119,428.0,9.57e-120,428.0
836,ITCH,NP_032421.2,Astyanax_pachon,KAG9269265.1,ITCH,Mus_musculus,NP_032421.2,ITCH,0.0,1142.0,0.0,1142.0
837,ITCH,NP_032421.2,Astyanax_pachon,KAG9276960.1,ITCH,Mus_musculus,NP_032421.2,ITCH,0.0,1135.0,0.0,1135.0
838,ITGA4,NP_034706.3,Astyanax_pachon,KAG9271822.1,ITGA4,Mus_musculus,NP_034706.3,ITGA4,3.6499999999999996e-242,838.0,7.719999999999999e-243,838.0
839,ITGA6,NP_001264899.1,Astyanax_pachon,KAG9271449.1,ITGA6,Mus_musculus,NP_001264899.1,ITGA6,0.0,1339.0,0.0,1339.0
840,ITGA7,XP_030100775.1,Astyanax_pachon,KAG9260427.1,ITGA7,Mus_musculus,XP_030100775.1,ITGA7,0.0,1167.0,0.0,1167.0
841,ITGAM,NP_001076429.1,Astyanax_pachon,KAG9267405.1,ITGAX,Mus_musculus,NP_001076429.1,ITGAM,7.329999999999999e-170,598.0,1.5199999999999999e-170,598.0
842,ITGB6,NP_067334.1,Astyanax_pachon,KAG9266565.1,ITGB6,Mus_musculus,NP_067334.1,ITGB6,5.62e-242,837.0,1.1799999999999999e-242,837.0
843,ITM2A,NP_032435.2,Astyanax_pachon,KAG9271915.1,ITM2A,Mus_musculus,NP_032435.2,ITM2A,7.49e-62,237.0,1.63e-62,237.0
844,ITPR1,XP_006505686.1,Astyanax_pachon,KAG9260656.1,ITPR1,Mus_musculus,XP_006505686.1,ITPR1,0.0,4586.0,0.0,4586.0
845,ITPR1,XP_006505686.1,Astyanax_pachon,KAG9277182.1,ITPR1,Mus_musculus,XP_006505686.1,ITPR1,0.0,4432.0,0.0,4432.0
846,IVL,XP_006501109.1,,,,,,,,,,
847,JAG1,NP_038850.1,Astyanax_pachon,KAG9259854.1,JAG1B,Mus_musculus,NP_038850.1,JAG1,1.57e-228,793.0,3.1999999999999998e-229,793.0
848,JAK1,NP_038595.1,,,,,,,,,,
849,JAK2,NP_001041642.1,Astyanax_pachon,KAG9261802.1,JAK2,Mus_musculus,NP_001041642.1,JAK2,0.0,1656.0,0.0,1656.0
850,JAK2,NP_001041642.1,Astyanax_pachon,KAG9266318.1,JAK2,Mus_musculus,NP_001041642.1,JAK2,0.0,1595.0,0.0,1595.0
851,JAK3,NP_001177759.1,,,,,,,,,,
852,JAZF1,NP_775582.2,Astyanax_pachon,KAG9276685.1,JAZF1,Mus_musculus,NP_775582.2,JAZF1,5.37e-101,367.0,1.1099999999999999e-101,367.0
853,JMJD1C,XP_006513098.1,Astyanax_pachon,KAG9267614.1,JMJD1C,Mus_musculus,XP_006513098.1,JMJD1C,0.0,2356.0,0.0,2356.0
854,JUN,NP_034721.1,Astyanax_pachon,KAG9282715.1,JUN,Mus_musculus,NP_034721.1,JUN,6.49e-113,407.0,1.39e-113,407.0
855,JUNB,NP_032442.1,Astyanax_pachon,KAG9279254.1,JUNB,Mus_musculus,NP_032442.1,JUNB,3.76e-76,285.0,7.580000000000001e-77,285.0
856,JUND,NP_034722.1,Astyanax_pachon,KAG9278669.1,JUND,Mus_musculus,NP_034722.1,JUND,5.42e-69,261.0,1.26e-69,261.0
857,KCNA5,NP_666095.1,Astyanax_pachon,KAG9280399.1,KCNA5,Mus_musculus,NP_666095.1,KCNA5,8.58e-168,590.0,2.04e-168,590.0
858,KCNB1,XP_017171221.1,Astyanax_pachon,KAG9277007.1,KCNB1,Mus_musculus,XP_017171221.1,KCNB1,1.69e-286,985.0,3.59e-287,985.0
859,KCNB1,XP_017171221.1,Astyanax_pachon,KAG9277091.1,KCNB1,Mus_musculus,XP_017171221.1,KCNB1,0.0,1030.0,0.0,1030.0
860,KCND2,NP_062671.1,,,,,,,,,,
861,KCNIP2,NP_663750.1,,,,,,,,,,
862,KCNIP3,NP_001277934.1,,,,,,,,,,
863,KCNJ3,XP_030103612.1,,,,,,,,,,
864,KCNN3,NP_536714.2,Astyanax_pachon,KAG9275889.1,KCNN3,Mus_musculus,NP_536714.2,KCNN3,1.22e-232,806.0,2.35e-233,806.0
865,KCNN4,NP_001399535.1,,,,,,,,,,
866,KCNV2,NP_899002.1,Astyanax_pachon,KAG9263447.1,KCNV2,Mus_musculus,NP_899002.1,KCNV2,2.9300000000000005e-160,565.0,6.3800000000000004e-161,565.0
867,KCTD13,NP_766335.1,,,,,,,,,,
868,KDM5A,NP_666109.2,Astyanax_pachon,KAG9280403.1,KDM5A,Mus_musculus,NP_666109.2,KDM5A,0.0,2368.0,0.0,2368.0
869,KDM5C,NP_001390000.1,Astyanax_pachon,KAG9270354.1,KDM5C,Mus_musculus,NP_001390000.1,KDM5C,0.0,1905.0,0.0,1905.0
870,KDR,NP_001390070.1,Astyanax_pachon,KAG9282762.1,KDR,Mus_musculus,NP_001390070.1,KDR,0.0,1210.0,0.0,1210.0
871,KEAP1,NP_001103775.1,Astyanax_pachon,KAG9277500.1,KEAP1B,Mus_musculus,NP_001103775.1,KEAP1,2.62e-187,655.0,5.7199999999999996e-188,655.0
872,KHDRBS1,NP_035447.3,Astyanax_pachon,KAG9279660.1,KHDRBS1,Mus_musculus,NP_035447.3,KHDRBS1,2.43e-102,372.0,6.31e-103,372.0
873,KIF12,XP_017175487.1,,,,,,,,,,
874,KIF17,NP_034753.1,Astyanax_pachon,KAG9260282.1,KIF17,Mus_musculus,NP_034753.1,KIF17,1.1399999999999999e-244,846.0,3.0300000000000003e-245,846.0
875,KIF26B,NP_001155137.1,Astyanax_pachon,KAG9268983.1,KIF26B,Mus_musculus,NP_001155137.1,KIF26B,0.0,2106.0,0.0,2106.0
876,KISS1,XP_006529744.1,,,,,,,,,,
877,KIT,NP_001116205.1,Astyanax_pachon,KAG9259947.1,KITA,Mus_musculus,NP_001116205.1,KIT,1.2299999999999998e-228,793.0,2.5799999999999997e-229,793.0
878,KIT,NP_001116205.1,Astyanax_pachon,KAG9282763.1,KITA,Mus_musculus,NP_001116205.1,KIT,7.27e-239,827.0,1.5e-239,827.0
879,KITL,XP_006513377.1,,,,,,,,,,
880,KLF1,NP_034765.3,,,,,,,,,,
881,KLF13,NP_067341.2,Astyanax_pachon,KAG9281000.1,KLF13,Mus_musculus,NP_067341.2,KLF13,1.06e-28,127.0,2.3300000000000002e-29,127.0
882,KLF15,XP_011239727.1,,,,,,,,,,
883,KLF16,NP_510962.2,,,,,,,,,,
884,KLF2,NP_032478.2,Astyanax_pachon,KAG9266649.1,KLF4,Mus_musculus,NP_032478.2,KLF2,9.73e-33,141.0,1.74e-33,141.0
885,KLF3,XP_006503814.1,Astyanax_pachon,KAG9259743.1,KLF3,Mus_musculus,XP_006503814.1,KLF3,2.69e-22,106.0,5.81e-23,106.0
886,KLF4,NP_034767.2,Astyanax_pachon,KAG9266142.1,KLF4,Mus_musculus,NP_034767.2,KLF4,1.59e-59,230.0,3.8399999999999996e-60,230.0
887,KLF7,XP_030099629.1,Astyanax_pachon,KAG9262219.1,KLF7,Mus_musculus,XP_030099629.1,KLF7,1.6199999999999998e-67,256.0,3.56e-68,256.0
888,KLF7,XP_030099629.1,Astyanax_pachon,KAG9271195.1,KLF7,Mus_musculus,XP_030099629.1,KLF7,4.16e-71,268.0,8.7e-72,268.0
889,KLF8,XP_006528915.1,,,,,,,,,,
890,KLF9,NP_034768.2,,,,,,,,,,
891,KLKB1,NP_032481.2,,,,,,,,,,
892,KLRB1C,NP_032553.3,,,,,,,,,,
893,KRAS,NP_001390175.1,,,,,,,,,,
894,L1CAM,NP_001361623.1,Astyanax_pachon,KAG9269737.1,L1CAM,Mus_musculus,NP_001361623.1,L1CAM,1.87e-269,929.0,3.7799999999999996e-270,929.0
895,LAMA4,NP_034811.2,Astyanax_pachon,KAG9282265.1,LAMA4,Mus_musculus,NP_034811.2,LAMA4,0.0,1452.0,0.0,1452.0
896,LBX1,NP_034821.2,Astyanax_pachon,KAG9275393.1,LBX1,Mus_musculus,NP_034821.2,LBX1,7.829999999999999e-93,340.0,1.73e-93,340.0
897,LBX2,NP_034822.1,,,,,,,,,,
898,LCN2,NP_032517.1,,,,,,,,,,
899,LCN5,XP_006497729.1,,,,,,,,,,
900,LCT,NP_001074547.1,Astyanax_pachon,KAG9271639.1,LCT,Mus_musculus,NP_001074547.1,LCT,0.0,2147.0,0.0,2147.0
901,LDB1,XP_006526786.3,Astyanax_pachon,KAG9267009.1,LDB1,Mus_musculus,XP_006526786.3,LDB1,1.51e-211,735.0,5.27e-212,735.0
902,LDB1,XP_006526786.3,Astyanax_pachon,KAG9275381.1,LDB1,Mus_musculus,XP_006526786.3,LDB1,4.74e-203,707.0,1.41e-203,707.0
903,LDB2,XP_036020723.1,,,,,,,,,,
904,LDHA,NP_001129541.2,Astyanax_pachon,KAG9281138.1,LDHA,Mus_musculus,NP_001129541.2,LDHA,2.64e-143,508.0,5.900000000000001e-144,508.0
905,LDHB,NP_001303251.1,Astyanax_pachon,KAG9280159.1,LDHBA,Mus_musculus,NP_001303251.1,LDHB,6.15e-153,540.0,1.3e-153,540.0
906,LDHB,NP_001303251.1,Astyanax_pachon,KAG9281064.1,LDHBB,Mus_musculus,NP_001303251.1,LDHB,1.97e-151,535.0,4.16e-152,535.0
907,LDHD,NP_081846.3,Astyanax_pachon,KAG9272019.1,LDHD,Mus_musculus,NP_081846.3,LDHD,5.5600000000000003e-185,647.0,1.1400000000000002e-185,647.0
908,LEF1,NP_001365988.1,Astyanax_pachon,KAG9275630.1,LEF1,Mus_musculus,NP_001365988.1,LEF1,8.25e-163,573.0,1.83e-163,573.0
909,LEFTY1,NP_034224.1,Astyanax_pachon,KAG9282642.1,LEFTY2,Mus_musculus,NP_034224.1,LEFTY1,2.14e-61,236.0,4.57e-62,236.0
910,LEP,NP_032519.1,,,,,,,,,,
911,LFNG,NP_032520.1,Astyanax_pachon,KAG9267374.1,RFNG,Mus_musculus,NP_032520.1,LFNG,7.860000000000001e-110,397.0,1.6100000000000002e-110,397.0
912,LGALS4,NP_034836.1,Astyanax_pachon,KAG9273528.1,LGALS4,Mus_musculus,NP_034836.1,LGALS4,7.350000000000001e-88,324.0,1.31e-88,324.0
913,LHB,NP_032523.2,Astyanax_pachon,KAG9275034.1,CGBB,Mus_musculus,NP_032523.2,LHB,7.27e-24,110.0,1.49e-24,110.0
914,LHX2,NP_001407283.1,Astyanax_pachon,KAG9269975.1,LHX2,Mus_musculus,NP_001407283.1,LHX2,2.12e-172,605.0,4.27e-173,605.0
915,LHX3,NP_034841.2,Astyanax_pachon,KAG9281601.1,LHX3,Mus_musculus,NP_034841.2,LHX3,2.0900000000000002e-166,585.0,4.33e-167,585.0
916,LHX4,NP_034842.2,Astyanax_pachon,KAG9270183.1,LHX4,Mus_musculus,NP_034842.2,LHX4,1.55e-165,582.0,3.3800000000000003e-166,582.0
917,LHX6,NP_001076594.1,Astyanax_pachon,KAG9263277.1,LHX6,Mus_musculus,NP_001076594.1,LHX6,9.86e-145,513.0,1.93e-145,513.0
918,LHX9,NP_001036042.1,Astyanax_pachon,KAG9266803.1,LHX9,Mus_musculus,NP_001036042.1,LHX9,1.0500000000000001e-194,679.0,2.1700000000000003e-195,679.0
919,LIF,NP_001399264.1,,,,,,,,,,
920,LIN28A,NP_665832.1,Astyanax_pachon,KAG9276453.1,KAG9276453.1,Mus_musculus,NP_665832.1,LIN28A,1.35e-80,299.0,2.81e-81,299.0
921,LIN9,NP_001096652.3,Astyanax_pachon,KAG9283030.1,KAG9283030.1,Mus_musculus,NP_001096652.3,LIN9,1.35e-231,802.0,2.7899999999999998e-232,802.0
922,LIPC,NP_001311401.1,Astyanax_pachon,KAG9280856.1,LIPC,Mus_musculus,NP_001311401.1,LIPC,1.0099999999999999e-115,417.0,2.07e-116,417.0
923,LIPE,XP_006539633.2,Astyanax_pachon,KAG9283583.1,LIPE,Mus_musculus,XP_006539633.2,LIPE,1.98e-234,812.0,5.3e-235,812.0
924,LMNA,NP_001002011.2,Astyanax_pachon,KAG9276613.1,LMNA,Mus_musculus,NP_001002011.2,LMNA,1e-148,527.0,2.07e-149,527.0
925,LMO2,NP_001135807.1,Astyanax_pachon,KAG9273563.1,LMO2,Mus_musculus,NP_001135807.1,LMO2,6.33e-85,313.0,1.81e-85,313.0
926,LMO3,XP_036021636.1,Astyanax_pachon,KAG9280300.1,LMO3,Mus_musculus,XP_036021636.1,LMO3,4.85e-87,320.0,1.1e-87,320.0
927,LMO4,NP_001155241.1,Astyanax_pachon,KAG9277772.1,LMO4,Mus_musculus,NP_001155241.1,LMO4,1.8399999999999999e-91,335.0,3.23e-92,335.0
928,LMX1A,XP_017177173.1,,,,,,,,,,
929,LMX1B,NP_034855.3,Astyanax_pachon,KAG9270285.1,LMX1B,Mus_musculus,NP_034855.3,LMX1B,1.72e-165,582.0,3.4700000000000005e-166,582.0
930,LPAR2,NP_064412.2,,,,,,,,,,
931,LPL,NP_032535.2,Astyanax_pachon,KAG9266657.1,LPL,Mus_musculus,NP_032535.2,LPL,1.6399999999999998e-170,599.0,3.13e-171,599.0
932,LRP1,NP_032538.2,Astyanax_pachon,KAG9260454.1,LRP1,Mus_musculus,NP_032538.2,LRP1,0.0,5059.0,0.0,5059.0
933,LRRC10,NP_666354.1,Astyanax_pachon,KAG9280940.1,LRRC10,Mus_musculus,NP_666354.1,LRRC10,4.02e-34,145.0,8.42e-35,145.0
934,LSS,NP_666118.1,Astyanax_pachon,KAG9271616.1,KAG9271616.1,Mus_musculus,NP_666118.1,LSS,0.0,1197.0,0.0,1197.0
935,LTBR,NP_034866.1,,,,,,,,,,
936,LTF,NP_032548.2,,,,,,,,,,
937,LXN,NP_058033.2,Astyanax_pachon,KAG9278531.1,LXN,Mus_musculus,NP_058033.2,LXN,8.58e-34,144.0,1.3599999999999999e-34,144.0
938,LYL1,NP_032561.2,,,,,,,,,,
939,MAB21L1,NP_034880.1,Astyanax_pachon,KAG9259945.1,MAB21L2,Mus_musculus,NP_034880.1,MAB21L1,4.64e-198,690.0,9.58e-199,690.0
940,MAB21L1,NP_034880.1,Astyanax_pachon,KAG9264626.1,MAB21L1,Mus_musculus,NP_034880.1,MAB21L1,6.92e-206,716.0,1.43e-206,716.0
941,MAB21L2,NP_035969.2,Astyanax_pachon,KAG9259945.1,MAB21L2,Mus_musculus,NP_035969.2,MAB21L2,4.43e-204,710.0,9.139999999999999e-205,710.0
942,MAB21L2,NP_035969.2,Astyanax_pachon,KAG9264626.1,MAB21L1,Mus_musculus,NP_035969.2,MAB21L2,7.26e-200,696.0,1.5000000000000003e-200,696.0
943,MAD2L1,NP_001342553.1,Astyanax_pachon,KAG9274093.1,MAD2L1,Mus_musculus,NP_001342553.1,MAD2L1,2.1100000000000002e-79,295.0,4.4100000000000004e-80,295.0
944,MADCAM1,NP_038619.2,,,,,,,,,,
945,MAF,NP_001020748.2,Astyanax_pachon,KAG9280904.1,MAF,Mus_musculus,NP_001020748.2,MAF,8.23e-95,347.0,1.7699999999999998e-95,347.0
946,MAFB,NP_034788.1,Astyanax_pachon,KAG9269882.1,MAFB,Mus_musculus,NP_034788.1,MAFB,4.61e-70,265.0,7.47e-71,265.0
947,MAFK,XP_006504716.1,Astyanax_pachon,KAG9279970.1,MAFK,Mus_musculus,XP_006504716.1,MAFK,8.73e-46,183.0,1.7399999999999998e-46,183.0
948,MAOA,NP_776101.3,Astyanax_pachon,KAG9271095.1,MAO,Mus_musculus,NP_776101.3,MAOA,3.5699999999999996e-220,764.0,7.43e-221,764.0
949,MAP1A,NP_115769.1,Astyanax_pachon,KAG9261301.1,MAP1A,Mus_musculus,NP_115769.1,MAP1A,3.81e-272,939.0,8.890000000000001e-273,939.0
950,MAP1LC3B,NP_001351287.1,,,,,,,,,,
951,MAP2,XP_036018500.1,,,,,,,,,,
952,MAP3K5,NP_032606.4,Astyanax_pachon,KAG9282429.1,MAP3K5,Mus_musculus,NP_032606.4,MAP3K5,0.0,1942.0,0.0,1942.0
953,MAP3K7,NP_033342.1,Astyanax_pachon,KAG9282417.1,MAP3K7,Mus_musculus,NP_033342.1,MAP3K7,1.1999999999999999e-258,892.0,2.5200000000000002e-259,892.0
954,MAP4,XP_036010539.1,,,,,,,,,,
955,MAPK3,NP_036082.1,Astyanax_pachon,KAG9264229.1,MAPK1,Mus_musculus,NP_036082.1,MAPK3,7.14e-184,643.0,1.43e-184,643.0
956,MAPK8IP1,NP_035292.2,Astyanax_pachon,KAG9266484.1,MAPK8IP1,Mus_musculus,NP_035292.2,MAPK8IP1,7.209999999999999e-203,707.0,1.44e-203,707.0
957,MAST1,XP_006531280.1,Astyanax_pachon,KAG9262607.1,MAST1,Mus_musculus,XP_006531280.1,MAST1,0.0,1909.0,0.0,1909.0
958,MAST1,XP_006531280.1,Astyanax_pachon,KAG9279252.1,MAST1,Mus_musculus,XP_006531280.1,MAST1,0.0,1885.0,0.0,1885.0
959,MATN1,NP_034899.2,Astyanax_pachon,KAG9279847.1,MATN1,Mus_musculus,NP_034899.2,MATN1,6.7599999999999996e-189,660.0,1.4299999999999999e-189,660.0
960,MAVS,NP_659137.1,,,,,,,,,,
961,MAZ,NP_001359450.1,,,,,,,,,,
962,MBD3,NP_001293072.1,,,,,,,,,,
963,MCL1,XP_036018808.1,,,,,,,,,,
964,MCM2,NP_032590.2,Astyanax_pachon,KAG9260168.1,MCM2,Mus_musculus,NP_032590.2,MCM2,0.0,1392.0,0.0,1392.0
965,MCM3,NP_032589.1,Astyanax_pachon,KAG9282652.1,MCM3,Mus_musculus,NP_032589.1,MCM3,0.0,1104.0,0.0,1104.0
966,MCM5,NP_032592.2,Astyanax_pachon,KAG9264340.1,MCM5,Mus_musculus,NP_032592.2,MCM5,0.0,1182.0,0.0,1182.0
967,MCM6,NP_032593.1,Astyanax_pachon,KAG9277628.1,MCM6,Mus_musculus,NP_032593.1,MCM6,0.0,1289.0,0.0,1289.0
968,MCM7,NP_032594.1,Astyanax_pachon,KAG9263738.1,MCM7-B,Mus_musculus,NP_032594.1,MCM7,0.0,1147.0,0.0,1147.0
969,MCM8,NP_001277983.1,Astyanax_pachon,KAG9268735.1,MCM8,Mus_musculus,NP_001277983.1,MCM8,0.0,1152.0,0.0,1152.0
970,MCTS1,XP_036017981.1,Astyanax_pachon,KAG9272703.1,MCTS1,Mus_musculus,XP_036017981.1,MCTS1,4.1e-98,357.0,8.45e-99,357.0
971,MDK,NP_001278412.1,,,,,,,,,,
972,MDM2,NP_034916.1,Astyanax_pachon,KAG9280471.1,MDM2,Mus_musculus,NP_034916.1,MDM2,2.3e-44,179.0,8.75e-45,179.0
973,MDM4,NP_032601.2,Astyanax_pachon,KAG9260508.1,MDM4,Mus_musculus,NP_032601.2,MDM4,6.65e-105,381.0,1.3600000000000001e-105,381.0
974,ME1,NP_032641.2,,,,,,,,,,
975,MECOM,NP_001357698.1,,,,,,,,,,
976,MECP2,NP_001075448.1,,,,,,,,,,
977,MED23,XP_036011884.1,Astyanax_pachon,KAG9282327.1,MED23,Mus_musculus,XP_036011884.1,MED23,0.0,2396.0,0.0,2396.0
978,MED8,XP_006503554.1,Astyanax_pachon,KAG9277840.1,MED8,Mus_musculus,XP_006503554.1,MED8,1.71e-83,309.0,3.73e-84,309.0
979,MEF2A,NP_001278120.1,Astyanax_pachon,KAG9273261.1,MEF2A,Mus_musculus,NP_001278120.1,MEF2A,2.55e-172,605.0,5.08e-173,605.0
980,MEF2D,XP_017174961.1,,,,,,,,,,
981,MEIS2,XP_030104081.1,Astyanax_pachon,KAG9268767.1,MEIS2,Mus_musculus,XP_030104081.1,MEIS2,2.9199999999999997e-207,721.0,6.080000000000001e-208,721.0
982,MEPE,NP_444402.2,,,,,,,,,,
983,MERTK,NP_032613.1,Astyanax_pachon,KAG9275011.1,MERTK,Mus_musculus,NP_032613.1,MERTK,8.15e-249,860.0,1.77e-249,860.0
984,MESP1,NP_032614.2,,,,,,,,,,
985,MESP2,NP_032615.2,,,,,,,,,,
986,MET,NP_032617.2,Astyanax_pachon,KAG9272360.1,MET,Mus_musculus,NP_032617.2,MET,0.0,1387.0,0.0,1387.0
987,MFN2,NP_573464.2,,,,,,,,,,
988,MGA,XP_017174451.1,,,,,,,,,,
989,MGAM,NP_001355804.1,,,,,,,,,,
990,MGARP,NP_080634.2,,,,,,,,,,
991,MGMT,NP_001399629.1,Astyanax_pachon,KAG9268229.1,MGMT,Mus_musculus,NP_001399629.1,MGMT,3.0800000000000004e-37,155.0,7.02e-38,155.0
992,MGP,NP_032623.1,,,,,,,,,,
993,MGST1,NP_001334418.1,Astyanax_pachon,KAG9280301.1,MGST1,Mus_musculus,NP_001334418.1,MGST1,1.0800000000000002e-43,176.0,3.28e-44,176.0
994,MIA,NP_062267.2,Astyanax_pachon,KAG9281996.1,MIA,Mus_musculus,NP_062267.2,MIA,1.2500000000000002e-35,149.0,2.5e-36,149.0
995,MIF,NP_034928.1,Astyanax_pachon,KAG9272222.1,MIF,Mus_musculus,NP_034928.1,MIF,2.5499999999999997e-42,171.0,5.27e-43,171.0
996,MIP,NP_032626.2,Astyanax_pachon,KAG9269284.1,KAG9269284.1,Mus_musculus,NP_032626.2,MIP,1.78e-105,382.0,3.66e-106,382.0
997,MIP,NP_032626.2,Astyanax_pachon,KAG9269775.1,KAG9269775.1,Mus_musculus,NP_032626.2,MIP,2.71e-110,398.0,5.5799999999999996e-111,398.0
998,MITF,NP_001106669.1,Astyanax_pachon,KAG9269944.1,MITF,Mus_musculus,NP_001106669.1,MITF,1.13e-128,460.0,2.4200000000000003e-129,460.0
999,MITF,NP_001106669.1,Astyanax_pachon,KAG9276875.1,MITF,Mus_musculus,NP_001106669.1,MITF,3.9000000000000004e-122,438.0,1.02e-122,438.0
1000,MIXL1,NP_038757.1,,,,,,,,,,
1001,MLLT3,NP_081602.3,Astyanax_pachon,KAG9274192.1,MLLT3,Mus_musculus,NP_081602.3,MLLT3,9.849999999999999e-137,487.0,1.95e-137,487.0
1002,MLXIPL,XP_006504540.1,Astyanax_pachon,KAG9281705.1,MLXIPL,Mus_musculus,XP_006504540.1,MLXIPL,4.03e-162,572.0,8.240000000000001e-163,572.0
1003,MME,NP_001344264.1,Astyanax_pachon,KAG9273404.1,MME,Mus_musculus,NP_001344264.1,MME,4.43e-266,917.0,9.279999999999999e-267,917.0
1004,MMP10,NP_062344.1,,,,,,,,,,
1005,MMP12,NP_032631.3,,,,,,,,,,
1006,MMP13,NP_032633.1,Astyanax_pachon,KAG9264620.1,MMP13,Mus_musculus,NP_032633.1,MMP13,3.5799999999999998e-146,518.0,7.54e-147,518.0
1007,MMP15,NP_032635.1,Astyanax_pachon,KAG9267108.1,MMP15,Mus_musculus,NP_032635.1,MMP15,1.6400000000000003e-200,699.0,3.42e-201,699.0
1008,MMP19,NP_067387.1,Astyanax_pachon,KAG9260366.1,MMP19,Mus_musculus,NP_067387.1,MMP19,1.0900000000000001e-125,450.0,2.4799999999999998e-126,450.0
1009,MMP19,NP_067387.1,Astyanax_pachon,KAG9270890.1,MMP19,Mus_musculus,NP_067387.1,MMP19,2.1800000000000002e-125,449.0,4.97e-126,449.0
1010,MMP1A,NP_114395.1,,,,,,,,,,
1011,MMP2,XP_006530814.1,Astyanax_pachon,KAG9260913.1,MMP2,Mus_musculus,XP_006530814.1,MMP2,2.71e-283,974.0,6.04e-284,974.0
1012,MMP3,NP_034939.2,,,,,,,,,,
1013,MMP7,NP_034940.3,,,,,,,,,,
1014,MMP9,NP_038627.1,Astyanax_pachon,KAG9270760.1,MMP9,Mus_musculus,NP_038627.1,MMP9,1.1200000000000001e-226,786.0,2.46e-227,786.0
1015,MNX1,NP_064328.2,,,,,,,,,,
1016,MOBP,NP_032640.1,,,,,,,,,,
1017,MORF4L1,NP_077751.1,Astyanax_pachon,KAG9273198.1,KAG9273198.1,Mus_musculus,NP_077751.1,MORF4L1,4.55e-158,557.0,9.38e-159,557.0
1018,MPL,NP_001272425.1,Astyanax_pachon,KAG9277286.1,MPL,Mus_musculus,NP_001272425.1,MPL,1.03e-33,145.0,1.76e-34,145.0
1019,MPZ,NP_001302429.1,,,,,,,,,,
1020,MRC1,NP_032651.2,Astyanax_pachon,KAG9274075.1,MRC1,Mus_musculus,NP_032651.2,MRC1,0.0,1430.0,0.0,1430.0
1021,MRGBP,NP_082755.1,Astyanax_pachon,KAG9269483.1,MRGBP,Mus_musculus,NP_082755.1,MRGBP,1.3199999999999998e-52,206.0,2.72e-53,206.0
1022,MSC,NP_034957.1,,,,,,,,,,
1023,MSI1,NP_032655.1,Astyanax_pachon,KAG9270565.1,KAG9270565.1,Mus_musculus,NP_032655.1,MSI1,2.32e-158,558.0,5.26e-159,558.0
1024,MSR1,XP_006509374.1,,,,,,,,,,
1025,MSTN,NP_034964.1,Astyanax_pachon,KAG9271725.1,MSTNB,Mus_musculus,NP_034964.1,MSTN,1.41e-139,496.0,2.52e-140,496.0
1026,MSX1,NP_034965.2,Astyanax_pachon,KAG9263746.1,KAG9263746.1,Mus_musculus,NP_034965.2,MSX1,8.45e-66,250.0,2.3000000000000002e-66,250.0
1027,MT1,XP_006530815.1,,,,,,,,,,
1028,MTF1,NP_032662.3,Astyanax_pachon,KAG9276449.1,MTF1,Mus_musculus,NP_032662.3,MTF1,1.0199999999999999e-82,308.0,1.77e-83,308.0
1029,MTF2,NP_038855.2,Astyanax_pachon,KAG9278835.1,MTF2,Mus_musculus,NP_038855.2,MTF2,5.2999999999999995e-199,694.0,9.890000000000001e-200,694.0
1030,MTOR,NP_064393.2,Astyanax_pachon,KAG9270301.1,MTOR,Mus_musculus,NP_064393.2,MTOR,0.0,4522.0,0.0,4522.0
