Model_nodos,NCBI_Product_accesion,Astyanax_ortologos,Symbol
PRTP,NP_572742.1,KAG9283547.1,TXNDC5
PS,NP_001036692.1,KAG9265098.1,NOVA1
PS,NP_001036692.1,KAG9282162.1,NOVA1
PSF1,NP_612086.1,KAG9275285.1,GINS1
PSI,NP_477123.1,KAG9262677.1,KHSRP
PSI,NP_477123.1,KAG9273721.1,FUBP1
PTEN,NP_477424.1,KAG9267703.1,PTEN
PTP10D,NP_996413.2,KAG9272106.1,PTPRB
PTP61F,NP_728600.1,KAG9276543.1,PTPN2
PTP61F,NP_728600.1,KAG9279530.1,PTPN2
PTPA,NP_523466.2,KAG9281799.1,PTPA
PTPMEG,NP_612031.3,KAG9261037.1,PTPN4
PTPMEG,NP_612031.3,KAG9271202.1,PTPN4
PTR,NP_001246145.1,KAG9276476.1,PTCHD3
PTR,NP_001246145.1,KAG9279220.1,PTCHD3
PU,NP_726037.1,KAG9268005.1,GCH1
PU,NP_726037.1,KAG9268937.1,GCH1
PUR-ALPHA,NP_524624.1,KAG9265738.1,PURA
PVR,NP_787997.2,KAG9272684.1,KDRL
PXN,NP_523891.2,KAG9268821.1,KAG9268821.1
PYD3,NP_649732.1,KAG9270247.1,UPB1
PYK,NP_524448.3,KAG9273542.1,PKM
QKR58E-1,NP_001286722.1,KAG9281346.1,KHDRBS3
QM,NP_523958.2,KAG9274825.1,GGPS1
RAB1,NP_732610.1,KAG9274138.1,RAB1A
RAB1,NP_732610.1,KAG9275458.1,RAB1A
RAB10,NP_523419.1,KAG9268505.1,RAB10
RAB10,NP_523419.1,KAG9282345.1,RAB10
RAB11,NP_477170.1,KAG9266607.1,KAG9266607.1
RAB11,NP_477170.1,KAG9273184.1,RAB11A
RAB11,NP_477170.1,KAG9278677.1,KAG9278677.1
RAB11,NP_477170.1,KAG9283720.1,RAB11A
RAB14,NP_788056.1,KAG9261918.1,RAB14
RAB14,NP_788056.1,KAG9281889.1,RAB14
RAB2,NP_477090.1,KAG9264733.1,RAB2A
RAB23,NP_649574.1,KAG9275055.1,RAB23
RAB26,NP_649303.2,KAG9264542.1,RAB37
RAB26,NP_649303.2,KAG9268097.1,RAB37
RAB3,NP_001356961.1,KAG9262983.1,RAB3C
RAB3,NP_001356961.1,KAG9264695.1,RAB3A
RAB3,NP_001356961.1,KAG9266616.1,RAB3B
RAB3,NP_001356961.1,KAG9266771.1,RAB3A
RAB35,NP_608373.1,KAG9264127.1,RAB35
RAB35,NP_608373.1,KAG9269980.1,RAB35
RAB35,NP_608373.1,KAG9281723.1,RAB35
RAB39,NP_572405.2,KAG9265704.1,RAB39B
RAB39,NP_572405.2,KAG9274478.1,RAB39B
RAB39,NP_572405.2,KAG9278897.1,RAB39B
RAB3-GEF,NP_001259560.1,KAG9260846.1,MADD
RAB40,NP_572800.2,KAG9263846.1,RAB40C
RAB40,NP_572800.2,KAG9267947.1,RAB40B
RAB5,NP_523457.1,KAG9264250.1,RAB5C
RAB5,NP_523457.1,KAG9267431.1,RAB5C
RAB5,NP_523457.1,KAG9280035.1,RAB5A
RAB5,NP_523457.1,KAG9283754.1,RAB5A
RAB7,NP_524472.1,KAG9260630.1,RAB7
RAB7,NP_524472.1,KAG9270442.1,RAB7
RAB7,NP_524472.1,KAG9277145.1,RAB7
RAB8,NP_524172.1,KAG9267195.1,RAB8B
RAB8,NP_524172.1,KAG9278656.1,RAB8A
RAB8,NP_524172.1,KAG9281002.1,RAB8B
RAB9,NP_609966.1,KAG9262383.1,RAB9A
RAB9,NP_609966.1,KAG9270986.1,RAB9A
RAB9,NP_609966.1,KAG9271870.1,RAB9B
RAC1,NP_476950.1,KAG9263885.1,RAC2
RAC1,NP_476950.1,KAG9264001.1,RAC3
RAC1,NP_476950.1,KAG9264581.1,RAC1
RAC1,NP_476950.1,KAG9267372.1,RAC3
RAC1,NP_476950.1,KAG9267623.1,RAC1
RAC2,NP_648121.1,KAG9263885.1,RAC2
RAC2,NP_648121.1,KAG9264001.1,RAC3
RAC2,NP_648121.1,KAG9264581.1,RAC1
RAC2,NP_648121.1,KAG9267372.1,RAC3
RAC2,NP_648121.1,KAG9267623.1,RAC1
RAE1,NP_611597.1,KAG9277092.1,RAE1
RANBP16,NP_001188595.1,KAG9263374.1,XPO7
RANBP21,NP_608339.2,KAG9260128.1,XPO5
RANBPM,NP_001303342.1,KAG9273242.1,RANBP10
RANBPM,NP_001303342.1,KAG9273981.1,RANBP9
RANGAP,NP_476712.1,KAG9267779.1,RANGAP1
RANGAP,NP_476712.1,KAG9279273.1,RANGAP1
RAP2L,NP_477402.1,KAG9271499.1,RAP2A
RAP2L,NP_477402.1,KAG9272641.1,RAP2C
RAP2L,NP_477402.1,KAG9273417.1,RAP2A
RAS64B,NP_523917.2,KAG9267174.1,RRAS2
RAS85D,NP_476699.1,KAG9260819.1,HRAS
RAS85D,NP_476699.1,KAG9264264.1,KRAS
RAS85D,NP_476699.1,KAG9281102.1,KRAS
RAS85D,NP_476699.1,KAG9281141.1,HRAS
RBCN-3A,NP_572302.2,KAG9270677.1,DMXL1
RBCN-3A,NP_572302.2,KAG9273475.1,DMXL2
RBCN-3B,NP_569960.2,KAG9266360.1,WDR7
RBF,NP_525036.2,KAG9277932.1,RBL1
RBM13,NP_572508.1,KAG9270520.1,KAG9270520.1
RBP1-LIKE,NP_572880.2,KAG9277126.1,SRSF3
RBP6,NP_001261979.1,KAG9263092.1,KAG9263092.1
RBP6,NP_001261979.1,KAG9265124.1,KAG9265124.1
RBP6,NP_001261979.1,KAG9270565.1,KAG9270565.1
RBP9,NP_001259974.1,KAG9259613.1,ELAVL2
RDGA,NP_001188564.1,KAG9280793.1,DGKZ
RDX,NP_650325.1,KAG9264462.1,SPOP
RDX,NP_650325.1,KAG9266478.1,SPOPLB
RDX,NP_650325.1,KAG9271741.1,SPOPLA
REC,NP_732072.1,KAG9268735.1,MCM8
RECK,NP_648733.2,KAG9276694.1,RECK
RECQ5,NP_729983.1,KAG9264537.1,RECQL5
REG,NP_572866.1,KAG9267811.1,PSME3
REGUCALCIN,NP_727588.2,KAG9277550.1,RGN
REP,NP_477420.1,KAG9265488.1,CHM
RET,NP_477044.1,KAG9275421.1,RET
RETM,NP_001260132.1,KAG9262890.1,SEC14L1
RETM,NP_001260132.1,KAG9264613.1,SEC14L1
RETM,NP_001260132.1,KAG9277428.1,SEC14L1
RFC3,NP_609399.1,KAG9261996.1,RFC5
RFESP,NP_722715.1,KAG9261189.1,UQCRFS1
RFESP,NP_722715.1,KAG9273054.1,UQCRFS1
RFX,NP_001097738.2,KAG9263053.1,RFX3
RFX,NP_001097738.2,KAG9264327.1,RFX1
RFX,NP_001097738.2,KAG9270082.1,RFX2
RGA,NP_524239.2,KAG9280939.1,CNOT2
RGL,NP_001261814.1,KAG9270070.1,RGL1
RH50,NP_001369039.1,KAG9266569.1,RHCG2
RH50,NP_001369039.1,KAG9276607.1,RHBG
RH50,NP_001369039.1,KAG9281095.1,RHCG
RH7,NP_524035.2,KAG9273876.1,OPN4L
RHEA,NP_648238.1,KAG9263514.1,TLN1
RHEA,NP_648238.1,KAG9267198.1,TLN2
RHEA,NP_648238.1,KAG9280989.1,TLN2
RHO1,NP_477098.1,KAG9260699.1,RHOA
RHO1,NP_477098.1,KAG9270177.1,RHOAA
RHO1,NP_477098.1,KAG9270836.1,RHOAD
RHO1,NP_477098.1,KAG9270900.1,RHOAB
RHO1,NP_477098.1,KAG9277032.1,RHOAD
RHOBTB,NP_001262107.1,KAG9261762.1,RHOBTB1
RHOBTB,NP_001262107.1,KAG9267607.1,RHOBTB1
RHOBTB,NP_001262107.1,KAG9270434.1,RHOBTB2
RHOGAP1A,NP_001284725.1,KAG9266329.1,BCR
RHOGAP1A,NP_001284725.1,KAG9282076.1,ABR
RHOGAP68F,NP_001401037.1,KAG9260979.1,ARHGAP1
RHOGAP92B,NP_650844.1,KAG9267669.1,ARHGAP17
RHOGAPP190,NP_001259659.1,KAG9264988.1,ARHGAP35
RHOGAPP190,NP_001259659.1,KAG9268132.1,ARHGAP5
RHOGAPP190,NP_001259659.1,KAG9282131.1,ARHGAP35
RHOGDI,NP_649162.1,KAG9263862.1,ARHGDIB
RHOGDI,NP_649162.1,KAG9264618.1,ARHGDIA
RICTOR,NP_001285432.1,KAG9261636.1,RICTOR
RICTOR,NP_001285432.1,KAG9265553.1,RICTOR
R-L,NP_524427.1,KAG9271795.1,UMPS
RLUA-1,NP_723592.1,KAG9268113.1,RPUSD2
RME-8,NP_001286236.1,KAG9283519.1,KAG9283519.1
RN-TRE,NP_001260961.1,KAG9260823.1,USP6NL
ROBO3,NP_001368960.1,KAG9263533.1,KAG9263533.1
ROC2,NP_610691.1,KAG9273335.1,RNF7
ROK,NP_001285336.1,KAG9274727.1,ROCK1
ROK,NP_001285336.1,KAG9274933.1,ROCK2
ROK,NP_001285336.1,KAG9282473.1,ROCK2
ROLS,NP_001261739.1,KAG9267386.1,TANC2
ROLS,NP_001261739.1,KAG9271512.1,TANC1
ROLS,NP_001261739.1,KAG9277616.1,TANC1
ROLS,NP_001261739.1,KAG9279066.1,TANC2
ROX8,NP_732942.1,KAG9275426.1,TIAL1
RPL10AB,NP_648514.1,KAG9270744.1,RPL10A
RPL13,NP_523530.1,KAG9267147.1,RPL13
RPL13A,NP_649560.1,KAG9268423.1,RPL13A
RPL14,NP_523975.1,KAG9263832.1,RPL14
RPL27A,NP_476963.1,KAG9272081.1,RPL27A
RPL28,NP_647791.2,KAG9266053.1,RPL28
RPL29,NP_477203.1,KAG9260440.1,RPL29
RPL3,NP_524316.1,KAG9264076.1,RPL3
RPL35,NP_572243.1,KAG9266041.1,RPL35
RPL38,NP_001036440.1,KAG9267476.1,RPL38
RPL4,NP_524538.2,KAG9273187.1,RPL4-B
RPL5,NP_001036387.1,KAG9277732.1,RPL5
RPL5,NP_001036387.1,KAG9278833.1,RPL5
RPLP0,NP_524211.1,KAG9281722.1,RPLP0
RPLP0-LIKE,NP_610554.1,KAG9260224.1,KAG9260224.1
RPLP2,NP_523764.1,KAG9266492.1,RPLP2
RPN2,NP_001263057.1,KAG9266919.1,PSMD1
RPN3,NP_477300.1,KAG9279496.1,PSMD3
RPN9,NP_651177.1,KAG9267078.1,PSMD13
RPN9,NP_651177.1,KAG9272074.1,PSMD13
RPS13,NP_476938.1,KAG9267168.1,RPS13
RPS15AA,NP_524709.1,KAG9263842.1,RPS15A
RPS16,NP_611685.1,KAG9280491.1,RPS16
RPS18,NP_476964.1,KAG9281447.1,RPS18
RPS20,NP_524421.1,KAG9274046.1,RPS20
RPS23,NP_610939.2,KAG9260200.1,RPS23
RPS25,NP_524315.2,KAG9263118.1,RPS25
RPS27A,NP_476778.1,KAG9259875.1,RPS27A
RPS28B,NP_572568.1,KAG9278585.1,RPS28
RPS30,NP_650922.1,KAG9282900.1,FAU
RPS3A,NP_524618.1,KAG9259943.1,RPS3A
RPS5A,NP_523382.1,KAG9281327.1,RPS5
RPS7,NP_651782.1,KAG9282928.1,RPS7
RPS8,NP_651740.1,KAG9264721.1,RPS8
RPS9,NP_524004.2,KAG9276310.1,RPS9
RPT3,NP_572686.1,KAG9283859.1,PSMC4
RRP40,NP_722725.1,KAG9281202.1,EXOSC3
RRP46,NP_650001.2,KAG9272810.1,EXOSC5
RRP6,NP_001097795.1,KAG9270303.1,EXOSC10
RS1,NP_651970.1,KAG9276957.1,DDX27
RSG7,NP_523380.2,KAG9268100.1,RGS7
RSG7,NP_523380.2,KAG9268416.1,RGS7
RST,NP_525058.2,KAG9263129.1,KIRREL3
RST,NP_525058.2,KAG9273357.1,KIRREL3
RT,NP_524025.2,KAG9261871.1,POMT1
RTC1,NP_572919.1,KAG9281668.1,RCL1
RTET,NP_524429.1,KAG9261796.1,MFSD10
RTF1,NP_611665.1,KAG9274920.1,KAG9274920.1
RUT,NP_001245672.1,KAG9274651.1,ADCY1
RUT,NP_001245672.1,KAG9282677.1,ADCY1
S6K,NP_523941.2,KAG9259635.1,RPS6KB2
S6K,NP_523941.2,KAG9265370.1,RPS6KB1
SALM,NP_723670.2,KAG9260924.1,SALL1
SAM-S,NP_524923.1,KAG9261372.1,MAT2A
SAM-S,NP_524923.1,KAG9263349.1,MAT2A
SAM-S,NP_524923.1,KAG9267516.1,MAT1A
SAM-S,NP_524923.1,KAG9275231.1,MAT1A
SANS,NP_610829.1,KAG9264589.1,USH1G
SAP47,NP_001356918.1,KAG9269218.1,SYAP1
SAR1,NP_732717.1,KAG9266384.1,SAR1B
SAR1,NP_732717.1,KAG9267985.1,SAR1B
SARA,NP_524729.2,KAG9278858.1,ZFYVE9
SAS10,NP_572215.1,KAG9260790.1,UTP3
SAX,NP_001246193.1,KAG9271672.1,ACVR1
SAX,NP_001246193.1,KAG9273771.1,ACVR1
SBF,NP_731633.2,KAG9267138.1,SBF2
SBF,NP_731633.2,KAG9280243.1,SBF1
SBR,NP_524660.1,KAG9265851.1,NXF1
SBR,NP_524660.1,KAG9272558.1,NXF1
SCAMP,NP_573023.2,KAG9266089.1,SCAMP1
SCAP,NP_788277.1,KAG9283824.1,SCAP
SCF,NP_477392.1,KAG9264137.1,RCN1
SCF,NP_477392.1,KAG9272988.1,CALUB
SCGDELTA,NP_525039.1,KAG9265917.1,SGCD
SCHLANK,NP_652526.1,KAG9260161.1,CERS5
SCM,NP_731385.1,KAG9269214.1,SCML2
SCOX,NP_608884.1,KAG9264362.1,KAG9264362.1
SCPX,NP_524715.2,KAG9273691.1,SCP2
SCU,NP_523396.1,KAG9269555.1,HSD17B10
SD,NP_001096989.1,KAG9267124.1,TEAD1
SD,NP_001096989.1,KAG9271973.1,TEAD1
SD,NP_001096989.1,KAG9280823.1,TEAD4
SEC10,NP_651218.1,KAG9268566.1,EXOC5
SEC15,NP_650942.1,KAG9267617.1,EXOC6
SEC15,NP_650942.1,KAG9274283.1,EXOC6B
SEC22,NP_001259103.1,KAG9270075.1,SEC22BB
SEC23,NP_001246932.1,KAG9268644.1,SEC23A
SEC23,NP_001246932.1,KAG9277856.1,SEC23A
SEC3,NP_648976.2,KAG9282755.1,EXOC1
SEC61ALPHA,NP_609034.1,KAG9277100.1,SEC61AL1
SEC61GAMMA,NP_608337.1,KAG9283282.1,SEC61G
SEC63,NP_648111.1,KAG9282489.1,KAG9282489.1
SEC71,NP_609675.2,KAG9269571.1,ARFGEF2
SEC71,NP_609675.2,KAG9283288.1,ARFGEF1
SERT,NP_001369117.1,KAG9261532.1,SLC6A4
SERT,NP_001369117.1,KAG9265096.1,SLC6A4
SESB,NP_727448.1,KAG9259683.1,SLC25A4
SESB,NP_727448.1,KAG9271108.1,SLC25A5
SESB,NP_727448.1,KAG9272679.1,SLC25A5
SESB,NP_727448.1,KAG9281584.1,SLC25A5
SESN,NP_001097437.1,KAG9282498.1,SESN1
SET,NP_650438.2,KAG9266216.1,SET
SET,NP_650438.2,KAG9269966.1,SET
SF2,NP_652611.1,KAG9265253.1,SRSF1B
SF2,NP_652611.1,KAG9265776.1,SRSF1
SFF,NP_001261901.1,KAG9267420.1,BRSK2
SFF,NP_001261901.1,KAG9281137.1,BRSK2
SGG,NP_476714.1,KAG9262430.1,GSK3B
SGG,NP_476714.1,KAG9271691.1,GSK3B
SGL,NP_476980.1,KAG9259928.1,UGDH
SH,NP_728120.1,KAG9280398.1,KCNA1
SH3PX1,NP_648348.1,KAG9261695.1,SNX18
SH3PX1,NP_648348.1,KAG9263285.1,SNX18
SH3PX1,NP_648348.1,KAG9280712.1,SNX33
SHAL,NP_001262055.1,KAG9270025.1,KCND1
SHAL,NP_001262055.1,KAG9270832.1,KCND3
SHAW,NP_001137782.1,KAG9260869.1,KCNC1
SHAW,NP_001137782.1,KAG9264166.1,KCNC1
SHAW,NP_001137782.1,KAG9270771.1,KCNC4
SHAW,NP_001137782.1,KAG9276202.1,KCNC1
SHAW,NP_001137782.1,KAG9280500.1,KCNC2
SHAW,NP_001137782.1,KAG9280802.1,KCNC1
SHC,NP_524683.2,KAG9275877.1,SHC1
SHEP,NP_729054.3,KAG9260456.1,RBMS2
SHI,NP_001259588.1,KAG9261911.1,DNM1
SHI,NP_001259588.1,KAG9262849.1,DNM2
SHI,NP_001259588.1,KAG9279043.1,DNM2
SHI,NP_001259588.1,KAG9282705.1,DNM2
SHOT,NP_001137659.1,KAG9275052.1,MACF1
SHRB,NP_610462.3,KAG9259426.1,CHMP4B
SHRB,NP_610462.3,KAG9270334.1,CHMP4B
SHRB,NP_610462.3,KAG9277673.1,CHMP4B
SIF,NP_001097518.2,KAG9263676.1,TIAM1
SIN1,NP_610963.1,KAG9281915.1,MAPKAP1
SIN3A,NP_725187.1,KAG9280709.1,SIN3A
SINA,NP_476725.1,KAG9265898.1,SIAH2L
SINA,NP_476725.1,KAG9273168.1,SIAH1
SIP1,NP_524725.2,KAG9269540.1,TFIP11
SIRT2,NP_650880.3,KAG9278576.1,SIRT2
SK,NP_001259253.1,KAG9270160.1,KCNN3
SK1,NP_572717.1,KAG9277446.1,SPHK1
SK1,NP_572717.1,KAG9279248.1,SPHK1
SK2,NP_647762.3,KAG9277446.1,SPHK1
SK2,NP_647762.3,KAG9279248.1,SPHK1
SKD,NP_001262134.1,KAG9263237.1,MED13
SKD,NP_001262134.1,KAG9265382.1,MED13B
SKI6,NP_609618.2,KAG9274622.1,EXOSC4
SKPA,NP_477390.1,KAG9266379.1,SKP1
SLGA,NP_523433.2,KAG9266039.1,PRODH
SLH,NP_001137769.2,KAG9268198.1,SCFD1
SLI,NP_001261017.1,KAG9260001.1,KAG9260001.1
SLI,NP_001261017.1,KAG9260118.1,KAG9260118.1
SLIF,NP_649428.1,KAG9263572.1,SLC7A1
SLIF,NP_649428.1,KAG9265007.1,SLC7A1
SLIF,NP_649428.1,KAG9265705.1,SLC7A3
SLIF,NP_649428.1,KAG9272635.1,SLC7A3
SLIF,NP_649428.1,KAG9281595.1,SLC7A2
SLIK,NP_001014549.1,KAG9262421.1,SLK
SLIM,NP_523782.1,KAG9280192.1,KLHDC10
SLMB,NP_001262802.1,KAG9263145.1,FBXW11
SLO,NP_001262925.1,KAG9275256.1,KCNMA1
SLPR,NP_572458.3,KAG9272821.1,MAP3K10
SMC1,NP_651211.2,KAG9269735.1,SMC1A
SMC1,NP_651211.2,KAG9269895.1,SMC1A
SMG,NP_523987.1,KAG9268936.1,KAG9268936.1
SMG6,NP_651321.1,KAG9263733.1,SMG6
SMID,NP_523959.2,KAG9260084.1,NVL
SN,NP_727226.1,KAG9264594.1,FSCN1
SN,NP_727226.1,KAG9279942.1,FSCN1
SNAP24,NP_524298.1,KAG9265110.1,SNAP25B
SNAP24,NP_524298.1,KAG9268978.1,SNAP25B
SNAP25,NP_001036641.1,KAG9265110.1,SNAP25B
SNAP25,NP_001036641.1,KAG9268978.1,SNAP25B
SNO,NP_511144.2,KAG9262992.1,KAG9262992.1
SNPF-R,NP_524176.1,KAG9263402.1,PRLHR
SNPF-R,NP_524176.1,KAG9270405.1,PRLHR
SNS,NP_001036532.1,KAG9264674.1,NPHS1
SNX6,NP_609199.1,KAG9268639.1,SNX6
SNZ,NP_572421.1,KAG9272588.1,SNX25
SOG,NP_476736.1,KAG9265316.1,CHD
SOS,NP_476597.2,KAG9267057.1,KAG9267057.1
SOS,NP_476597.2,KAG9274987.1,KAG9274987.1
SP7,NP_649734.2,KAG9272669.1,F9
SPASE22-23,NP_651234.1,KAG9275722.1,SPCS3
SPASE25,NP_572723.1,KAG9265057.1,SPCS2
SPDS,NP_731384.1,KAG9269734.1,SRM
SPEC2,NP_730968.1,KAG9263492.1,CDC42SE2
SPICT,NP_001260421.1,KAG9272768.1,NIPA2
SPICT,NP_001260421.1,KAG9277234.1,NIPA2
SPIN,NP_725530.1,KAG9264438.1,KAG9264438.1
SPIR,NP_724254.1,KAG9279699.1,KAG9279699.1
SPIR,NP_724254.1,KAG9283806.1,KAG9283806.1
SPLY,NP_652032.1,KAG9275418.1,SGPL1
SPOCK,NP_730742.1,KAG9283852.1,ATP2C1
SPP,NP_523444.1,KAG9269840.1,HM13
SPRED,NP_001260979.1,KAG9268768.1,SPRED1
SPRED,NP_001260979.1,KAG9275077.1,SPRED2
SPT4,NP_610802.1,KAG9281711.1,SUPT4H1
SPT6,NP_651962.2,KAG9265679.1,SUPT6H
SPT-I,NP_610842.1,KAG9263493.1,SPTLC1
SPTR,NP_727265.1,KAG9281892.1,SPR
SPX,NP_511058.1,KAG9279508.1,SF3B4
SQD,NP_652209.1,KAG9263486.1,HNRNPDL
SQD,NP_652209.1,KAG9263487.1,HNRNPD
SQH,NP_511057.1,KAG9269254.1,MYL9
SQH,NP_511057.1,KAG9273881.1,MYL12A
SQH,NP_511057.1,KAG9274059.1,MYL12A
SQH,NP_511057.1,KAG9277077.1,MYL9
SRA,NP_524378.1,KAG9262155.1,RCAN1
SRA,NP_524378.1,KAG9271121.1,RCAN1
SRC42A,NP_001400983.1,KAG9268925.1,FYNA
SRC42A,NP_001400983.1,KAG9269122.1,SRC
SRC42A,NP_001400983.1,KAG9274001.1,YES1
SRC42A,NP_001400983.1,KAG9282262.1,FRK
SRP54K,NP_523931.1,KAG9268643.1,SRP54
SRP68,NP_648273.1,KAG9277455.1,SRP68
SRPK,NP_001369087.1,KAG9260547.1,SRPK1
SRPK,NP_001369087.1,KAG9270064.1,SRPK3
SRPRBETA,NP_788485.1,KAG9278505.1,SRPRB
SSADH,NP_651408.1,KAG9276144.1,ALDH5A1
SSDP,NP_001262698.1,KAG9273768.1,SSBP2
SSL1,NP_649427.1,KAG9261476.1,GTF2H2
STAI,NP_723156.1,KAG9268973.1,STMN4
STAM,NP_477448.1,KAG9271137.1,STAM2
STAN,NP_001260871.1,KAG9260724.1,CELSR2
STAN,NP_001260871.1,KAG9272416.1,CELSR1
STAN,NP_001260871.1,KAG9280416.1,CELSR1
STAT92E,NP_732516.2,KAG9264254.1,STAT5B
STAT92E,NP_732516.2,KAG9267555.1,STAT5B
STAU,NP_001163185.1,KAG9277005.1,KAG9277005.1
STCK,NP_731241.1,KAG9266476.1,LIMS1
STCK,NP_731241.1,KAG9271315.1,LIMS1
STEP,NP_610120.1,KAG9263884.1,CYTH4
STEP,NP_610120.1,KAG9264599.1,CYTH1
STEP,NP_610120.1,KAG9277521.1,CYTH1
STET,NP_788450.1,KAG9277401.1,RHBDL3
STJ,NP_001246304.1,KAG9270203.1,CACNA2D3
STJ,NP_001246304.1,KAG9272372.1,CACNA2D4
STMA,NP_724710.1,KAG9268470.1,KAG9268470.1
SU(DX),NP_476753.1,KAG9276719.1,WWP1
SU(FU),NP_536750.2,KAG9275156.1,KAG9275156.1
SU(H),NP_476868.1,KAG9259712.1,RBPJ
SU(VAR)2-10,NP_001188888.1,KAG9261681.1,PIAS2
SU(VAR)2-10,NP_001188888.1,KAG9273197.1,PIAS1
SU(VAR)3-9,NP_524357.2,KAG9270732.1,SUV39H1A
SU(VAR)3-9,NP_524357.2,KAG9270797.1,SUV39H1
SU(Z)12,NP_730465.1,KAG9263992.1,SUZ12A
SU(Z)12,NP_730465.1,KAG9277408.1,SUZ12B
SULF1,NP_524987.1,KAG9260463.1,SULF2
SULF1,NP_524987.1,KAG9269485.1,SULF2
SURF4,NP_477222.1,KAG9261914.1,SURF4
SURF4,NP_477222.1,KAG9281631.1,SURF4
SVP,NP_001369011.1,KAG9280449.1,NR2C1-B
SVR,NP_726675.3,KAG9265183.1,CPD
SW,NP_477072.1,KAG9271454.1,DYNC1I2A
SW,NP_477072.1,KAG9275961.1,DYNC1I1
SW,NP_477072.1,KAG9277817.1,DYNC1I2
SWM,NP_001260586.1,KAG9277809.1,RBM26
SWS,NP_727224.2,KAG9261956.1,PNPLA7
SWS,NP_727224.2,KAG9262479.1,PNPLA6
SWS,NP_727224.2,KAG9266224.1,PNPLA7
SXC,NP_523620.1,KAG9271864.1,OGT
SYD,NP_001261549.1,KAG9267773.1,SPAG9
SYM,NP_649580.1,KAG9282063.1,SYMPK
SYN1,NP_730686.3,KAG9272093.1,SNTB2
SYN1,NP_730686.3,KAG9276071.1,SNTB1
SYN2,NP_788381.1,KAG9275788.1,SNTG1
SYNJ,NP_569729.1,KAG9263692.1,SYNJ1
SYT1,NP_722838.1,KAG9280494.1,SYT1
SYT4,NP_477464.1,KAG9276643.1,SYT11
SYT4,NP_477464.1,KAG9279563.1,SYT11
SYX1A,NP_001189276.1,KAG9279482.1,STX1B
SYX5,NP_599132.2,KAG9272551.1,STX5
SYX6,NP_995814.1,KAG9266625.1,STX6
TAF1,NP_001246952.1,KAG9282239.1,TAF1
TAF11,NP_723484.1,KAG9269929.1,TAF11
TAF2,NP_729571.1,KAG9276179.1,TAF2
TAF4,NP_001137958.1,KAG9269909.1,TAF4
TAF6,NP_524161.2,KAG9274142.1,TAF6L
TAK1,NP_524080.1,KAG9282417.1,MAP3K7
TANGO11,NP_726111.1,KAG9278815.1,MFFB
TANGO4,NP_572778.1,KAG9259846.1,PLRG1
TANGO9,NP_650136.1,KAG9283022.1,SLC35F6
TAPDELTA,NP_610679.1,KAG9269559.1,SSR4
TASK6,NP_001262539.1,KAG9281352.1,KCNK9
TAZ,NP_477432.3,KAG9269845.1,TAZ
TBH,NP_788884.1,KAG9263268.1,DBH
TBPH,NP_477400.1,KAG9269727.1,TARDBP
TBPH,NP_477400.1,KAG9276997.1,TARDBP
TEN-M,NP_001262211.1,KAG9265027.1,TENM4
TEN-M,NP_001262211.1,KAG9265833.1,TENM2
TEN-M,NP_001262211.1,KAG9272598.1,TENM2
TEN-M,NP_001262211.1,KAG9275725.1,TENM3
TER94,NP_477369.1,KAG9261678.1,VCP
TER94,NP_477369.1,KAG9262720.1,VCP
TFAM,NP_524415.1,KAG9267303.1,TFAM
TFIIEBETA,NP_523923.1,KAG9259921.1,GTF2E2
TGO,NP_731308.1,KAG9276351.1,ARNT
TGT,NP_608585.1,KAG9279042.1,QTRT1
TH1,NP_573123.1,KAG9259423.1,NELFCD
TH1,NP_573123.1,KAG9277677.1,NELFCD
THO2,NP_722763.1,KAG9271877.1,THOC2
THOC6,NP_648557.1,KAG9264128.1,KAG9264128.1
THOR,NP_477295.1,KAG9265549.1,EIF4EBP2
THOR,NP_477295.1,KAG9272274.1,EIF4EBP3L
THOR,NP_477295.1,KAG9275353.1,EIF4EBP2
TILB,NP_608460.1,KAG9278270.1,KAG9278270.1
TIMEOUT,NP_524341.3,KAG9260364.1,KAG9260364.1
TIMP,NP_731461.1,KAG9267867.1,TIMP2
TKO,NP_525050.1,KAG9265662.1,MRPS12
TKV,NP_787989.1,KAG9263056.1,BMPR1B
TKV,NP_787989.1,KAG9275548.1,BMPR1A
TLL,NP_524596.1,KAG9282493.1,NR2E1
TM9SF4,NP_609669.1,KAG9269505.1,TM9SF4
TMHS,NP_647674.1,KAG9273566.1,LHFPL3
TMHS,NP_647674.1,KAG9277062.1,LHFPL4
TMOD,NP_001247372.1,KAG9276592.1,TMOD4
TOB,NP_996483.2,KAG9267772.1,TOB1
TOBI,NP_651391.1,KAG9261847.1,MYORG
TOK,NP_476879.1,KAG9259816.1,TLL1
TOK,NP_476879.1,KAG9263397.1,BMP1
TOK,NP_476879.1,KAG9270445.1,BMP1
TOM20,NP_649169.3,KAG9266996.1,KAG9266996.1
TOM20,NP_649169.3,KAG9274823.1,KAG9274823.1
TOM40,NP_652003.2,KAG9275946.1,KAG9275946.1
TOM40,NP_652003.2,KAG9279444.1,KAG9279444.1
TOM7,NP_610433.1,KAG9278965.1,KAG9278965.1
TOMOSYN,NP_001162735.1,KAG9268686.1,STXBP5
TOMOSYN,NP_001162735.1,KAG9271182.1,STXBP5L
TOP1,NP_511161.2,KAG9269888.1,TOP1
TOP2,NP_476760.1,KAG9267590.1,TOP2A
