# Pachon.faa,a,Ast.faa,b ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
KAG9259561.1,CCDC106,XP_049331826.1,LOC125799334,3.29E-122,437,1.02E-122,437
KAG9259561.1,CCDC106,XP_049331828.1,LOC125799334,6.58E-122,436,1.95E-122,436
KAG9259561.1,CCDC106,XP_022518178.1,LOC111188708,1.68E-119,428,5.12E-120,428
KAG9259561.1,CCDC106,XP_049327880.1,LOC111195949,1.68E-119,428,5.12E-120,428
KAG9259561.1,CCDC106,XP_049336630.1,LOC111195372,1.68E-119,428,5.12E-120,428
KAG9259561.1,CCDC106,XP_049330099.1,LOC125798377,3.37E-119,427,9.85E-120,427
KAG9259561.1,CCDC106,XP_049331827.1,LOC125799334,1.35E-118,425,4.10E-119,425
KAG9259562.1,KAG9259562.1,XP_049336626.1,LOC111195371,4.66E-167,586,1.60E-167,586
KAG9259563.1,HERPUD2,XP_022518158.2,HERPUD2,6.59E-192,669,2.19E-192,669
KAG9259563.1,HERPUD2,XP_022518159.2,HERPUD2,6.59E-192,669,2.19E-192,669
KAG9259563.1,HERPUD2,XP_022518160.2,HERPUD2,8.43E-190,662,2.79E-190,662
KAG9259564.1,DPY19L1,XP_022518157.2,DPY19L1L,0.00E+00,1425,0.00E+00,1425
KAG9259565.1,SLC4A7,XP_022518124.2,SLC4A7,0.00E+00,2170,0.00E+00,2170
KAG9259565.1,SLC4A7,XP_049324733.1,SLC4A7,0.00E+00,2131,0.00E+00,2131
KAG9259565.1,SLC4A7,XP_049324736.1,SLC4A7,0.00E+00,2120,0.00E+00,2120
KAG9259565.1,SLC4A7,XP_049324743.1,SLC4A7,0.00E+00,2084,0.00E+00,2084
KAG9259565.1,SLC4A7,XP_049324750.1,SLC4A7,0.00E+00,2065,0.00E+00,2065
KAG9259566.1,C1QL3,XP_015458789.3,LOC107197208,2.64E-107,387,8.78E-108,387
KAG9259567.1,EOMES,XP_022518153.2,LOC111188591,0.00E+00,1129,0.00E+00,1129
KAG9259568.1,KAG9259568.1,XP_022518133.1,CMC1,4.70E-53,206,1.43E-53,206
KAG9259569.1,AZI2,XP_049325124.1,AZI2,7.36E-202,702,2.45E-202,702
KAG9259569.1,AZI2,XP_049325125.1,AZI2,7.36E-202,702,2.45E-202,702
KAG9259570.1,NCOA7,XP_049325428.1,LOC111188593,1.87E-114,411,6.35E-115,411
KAG9259571.1,CNDP1,XP_022518134.1,CNDP1,2.15E-285,980,6.63E-286,980
KAG9259572.1,WDTC1,XP_022518129.1,WDTC1,0.00E+00,1364,0.00E+00,1364
KAG9259572.1,WDTC1,XP_022518130.1,WDTC1,0.00E+00,1364,0.00E+00,1364
KAG9259572.1,WDTC1,XP_022518131.1,WDTC1,0.00E+00,1364,0.00E+00,1364
KAG9259573.1,TMEM222,XP_007241047.1,TMEM222A,3.55E-117,420,1.01E-117,420
KAG9259574.1,TPBG,XP_007241053.3,TPBGL,2.40E-178,624,7.95E-179,624
KAG9259575.1,KDF1,XP_007241048.3,KDF1A,8.01E-239,825,2.66E-239,825
KAG9259576.1,NR0B2,XP_007241050.3,NR0B2A,6.48E-141,499,2.15E-141,499
KAG9259577.1,NOD1,XP_022518151.2,NOD1,0.00E+00,1503,0.00E+00,1503
KAG9259578.1,NLRC3,XP_049335777.1,LOC111197509,0.00E+00,1116,0.00E+00,1116
KAG9259578.1,NLRC3,XP_049335735.1,LOC111190425,0.00E+00,1103,0.00E+00,1103
KAG9259579.1,CDK14,XP_049325058.1,CDK14,1.26E-244,845,2.74E-245,845
KAG9259579.1,CDK14,XP_022542648.1,CDK14,1.29E-241,835,2.52E-242,835
KAG9259580.1,PTTG1IP,XP_015458753.2,LOC103031268,3.63E-75,280,1.21E-75,280
KAG9259581.1,NLRC3,XP_022542652.2,LOC111197510,0.00E+00,1874,0.00E+00,1874
KAG9259582.1,MAG,XP_022542654.2,LOC103031575,1.38E-289,994,4.58E-290,994
KAG9259583.1,KAG9259583.1,XP_049325135.1,LOC125785518,3.68E-134,477,1.16E-134,477
KAG9259584.1,MAG,XP_049325689.1,LOC111196901,1.37E-263,908,3.17E-264,908
KAG9259590.1,SIGLEC13,XP_049325689.1,LOC111196901,6.89E-264,909,1.59E-264,909
KAG9259594.1,TMPRSS6,XP_049336068.1,LOC111197381,2.99E-217,754,7.58E-218,754
KAG9259595.1,PHLDB3,XP_049321107.1,PHLDB3,3.37E-268,923,1.21E-268,923
KAG9259595.1,PHLDB3,XP_049330038.1,LOC125797563,1.08E-266,918,3.83E-267,918
KAG9259595.1,PHLDB3,XP_049321111.1,PHLDB3,2.16E-266,917,7.71E-267,917
KAG9259595.1,PHLDB3,XP_049330039.1,LOC125797563,1.19E-254,878,4.14E-255,878
KAG9259597.1,PABPC1A,XP_049321132.1,LOC103030422,0.00E+00,1232,0.00E+00,1232
KAG9259597.1,PABPC1A,XP_049329981.1,LOC125797557,0.00E+00,1232,0.00E+00,1232
KAG9259600.1,SLC6A20,XP_049321147.1,LOC125781342,0.00E+00,1211,0.00E+00,1211
KAG9259600.1,SLC6A20,XP_049329982.1,LOC103024830,0.00E+00,1211,0.00E+00,1211
KAG9259600.1,SLC6A20,XP_049329983.1,LOC103024830,0.00E+00,1211,0.00E+00,1211
KAG9259600.1,SLC6A20,XP_049329984.1,LOC103024830,0.00E+00,1211,0.00E+00,1211
KAG9259600.1,SLC6A20,XP_049329985.1,LOC103024830,0.00E+00,1211,0.00E+00,1211
KAG9259600.1,SLC6A20,XP_049329987.1,LOC103024830,0.00E+00,1211,0.00E+00,1211
KAG9259600.1,SLC6A20,XP_049329988.1,LOC103024830,0.00E+00,1211,0.00E+00,1211
KAG9259600.1,SLC6A20,XP_049329989.1,LOC103024830,0.00E+00,1211,0.00E+00,1211
KAG9259600.1,SLC6A20,XP_049329990.1,LOC103024830,0.00E+00,1211,0.00E+00,1211
KAG9259600.1,SLC6A20,XP_049329991.1,LOC103024830,0.00E+00,1211,0.00E+00,1211
KAG9259600.1,SLC6A20,XP_049329992.1,LOC103024830,0.00E+00,1211,0.00E+00,1211
KAG9259600.1,SLC6A20,XP_049329993.1,LOC103024830,0.00E+00,1211,0.00E+00,1211
KAG9259600.1,SLC6A20,XP_049329994.1,LOC103024830,0.00E+00,1211,0.00E+00,1211
KAG9259600.1,SLC6A20,XP_049329995.1,LOC103024830,0.00E+00,1211,0.00E+00,1211
KAG9259600.1,SLC6A20,XP_049329996.1,LOC103024830,0.00E+00,1211,0.00E+00,1211
KAG9259600.1,SLC6A20,XP_049329998.1,LOC103024830,0.00E+00,1211,0.00E+00,1211
KAG9259600.1,SLC6A20,XP_049329999.1,LOC103024830,0.00E+00,1211,0.00E+00,1211
KAG9259600.1,SLC6A20,XP_049330000.1,LOC103024830,0.00E+00,1211,0.00E+00,1211
KAG9259600.1,SLC6A20,XP_049330001.1,LOC103024830,0.00E+00,1211,0.00E+00,1211
KAG9259600.1,SLC6A20,XP_049330002.1,LOC103024830,0.00E+00,1211,0.00E+00,1211
KAG9259600.1,SLC6A20,XP_049330003.1,LOC103024830,0.00E+00,1211,0.00E+00,1211
KAG9259600.1,SLC6A20,XP_049330004.1,LOC103024830,0.00E+00,1211,0.00E+00,1211
KAG9259600.1,SLC6A20,XP_049330005.1,LOC103024830,0.00E+00,1211,0.00E+00,1211
KAG9259600.1,SLC6A20,XP_049330006.1,LOC103024830,0.00E+00,1211,0.00E+00,1211
KAG9259600.1,SLC6A20,XP_049330007.1,LOC103024830,0.00E+00,1211,0.00E+00,1211
KAG9259601.1,KAG9259601.1,XP_049330097.1,LOC111194623,3.87E-293,1006,1.13E-293,1006
KAG9259601.1,KAG9259601.1,XP_022519252.2,LOC111189840,1.59E-289,994,4.68E-290,994
KAG9259602.1,KAG9259602.1,XP_049330097.1,LOC111194623,3.87E-293,1006,1.13E-293,1006
KAG9259602.1,KAG9259602.1,XP_022519252.2,LOC111189840,1.59E-289,994,4.68E-290,994
KAG9259603.1,KAG9259603.1,XP_049330097.1,LOC111194623,3.87E-293,1006,1.13E-293,1006
KAG9259603.1,KAG9259603.1,XP_022519252.2,LOC111189840,1.59E-289,994,4.68E-290,994
KAG9259604.1,NSUN7,XP_049328621.1,LOC103024170,9.10E-223,772,4.30E-223,772
KAG9259605.1,APBB2,XP_049328262.1,APBB2B,0.00E+00,1716,0.00E+00,1716
KAG9259605.1,APBB2,XP_049328260.1,APBB2B,0.00E+00,1711,0.00E+00,1711
KAG9259605.1,APBB2,XP_049328259.1,APBB2B,0.00E+00,1711,0.00E+00,1711
KAG9259605.1,APBB2,XP_049328239.1,APBB2B,0.00E+00,1706,0.00E+00,1706
KAG9259605.1,APBB2,XP_049328240.1,APBB2B,0.00E+00,1706,0.00E+00,1706
KAG9259605.1,APBB2,XP_049328241.1,APBB2B,0.00E+00,1706,0.00E+00,1706
KAG9259605.1,APBB2,XP_049328242.1,APBB2B,0.00E+00,1706,0.00E+00,1706
KAG9259605.1,APBB2,XP_049328243.1,APBB2B,0.00E+00,1706,0.00E+00,1706
KAG9259605.1,APBB2,XP_049328244.1,APBB2B,0.00E+00,1706,0.00E+00,1706
KAG9259605.1,APBB2,XP_049328245.1,APBB2B,0.00E+00,1706,0.00E+00,1706
KAG9259605.1,APBB2,XP_049328246.1,APBB2B,0.00E+00,1706,0.00E+00,1706
KAG9259605.1,APBB2,XP_049328247.1,APBB2B,0.00E+00,1706,0.00E+00,1706
KAG9259605.1,APBB2,XP_049328248.1,APBB2B,0.00E+00,1706,0.00E+00,1706
KAG9259605.1,APBB2,XP_049328249.1,APBB2B,0.00E+00,1706,0.00E+00,1706
KAG9259605.1,APBB2,XP_049328250.1,APBB2B,0.00E+00,1706,0.00E+00,1706
KAG9259605.1,APBB2,XP_049328251.1,APBB2B,0.00E+00,1706,0.00E+00,1706
KAG9259605.1,APBB2,XP_049328252.1,APBB2B,0.00E+00,1706,0.00E+00,1706
KAG9259605.1,APBB2,XP_049328253.1,APBB2B,0.00E+00,1706,0.00E+00,1706
KAG9259605.1,APBB2,XP_049328254.1,APBB2B,0.00E+00,1706,0.00E+00,1706
KAG9259605.1,APBB2,XP_049328255.1,APBB2B,0.00E+00,1706,0.00E+00,1706
KAG9259605.1,APBB2,XP_049328256.1,APBB2B,0.00E+00,1706,0.00E+00,1706
KAG9259605.1,APBB2,XP_049328257.1,APBB2B,0.00E+00,1706,0.00E+00,1706
KAG9259605.1,APBB2,XP_049328258.1,APBB2B,0.00E+00,1706,0.00E+00,1706
KAG9259605.1,APBB2,XP_049328266.1,APBB2B,0.00E+00,1706,0.00E+00,1706
KAG9259605.1,APBB2,XP_049328264.1,APBB2B,0.00E+00,1701,0.00E+00,1701
KAG9259606.1,EPD,XP_049328283.1,EPDL1,2.27E-118,424,7.31E-119,424
KAG9259607.1,ALPK1,XP_022524321.2,ALPK1,0.00E+00,2686,0.00E+00,2686
KAG9259608.1,CLDND1,XP_022524331.2,CLDND1A,9.92E-149,525,3.49E-149,525
KAG9259609.1,ACY3.1,XP_022524328.2,LOC103026039,7.01E-190,662,2.33E-190,662
KAG9259610.1,DCTN6,XP_022524334.1,DCTN6,2.54E-107,387,8.44E-108,387
KAG9259611.1,RBPMS,XP_022524335.1,RBPMS,4.00E-106,383,1.33E-106,383
KAG9259611.1,RBPMS,XP_049328284.1,RBPMS,4.00E-106,383,1.33E-106,383
KAG9259611.1,RBPMS,XP_049328285.1,RBPMS,4.00E-106,383,1.33E-106,383
KAG9259611.1,RBPMS,XP_049328286.1,RBPMS,4.00E-106,383,1.33E-106,383
KAG9259611.1,RBPMS,XP_049328287.1,RBPMS,4.00E-106,383,1.33E-106,383
KAG9259611.1,RBPMS,XP_049328288.1,RBPMS,4.00E-106,383,1.33E-106,383
KAG9259611.1,RBPMS,XP_049328289.1,RBPMS,4.00E-106,383,1.33E-106,383
KAG9259611.1,RBPMS,XP_049328290.1,RBPMS,4.00E-106,383,1.33E-106,383
KAG9259611.1,RBPMS,XP_049328291.1,RBPMS,4.00E-106,383,1.33E-106,383
KAG9259611.1,RBPMS,XP_049328292.1,RBPMS,4.00E-106,383,1.33E-106,383
KAG9259611.1,RBPMS,XP_049328293.1,RBPMS,4.00E-106,383,1.33E-106,383
KAG9259611.1,RBPMS,XP_049328294.1,RBPMS,4.00E-106,383,1.33E-106,383
KAG9259611.1,RBPMS,XP_049328295.1,RBPMS,4.00E-106,383,1.33E-106,383
KAG9259611.1,RBPMS,XP_049328296.1,RBPMS,4.00E-106,383,1.33E-106,383
KAG9259611.1,RBPMS,XP_049328297.1,RBPMS,4.00E-106,383,1.33E-106,383
KAG9259611.1,RBPMS,XP_049328298.1,RBPMS,4.00E-106,383,1.33E-106,383
KAG9259611.1,RBPMS,XP_049328299.1,RBPMS,4.00E-106,383,1.33E-106,383
KAG9259611.1,RBPMS,XP_049328300.1,RBPMS,4.00E-106,383,1.33E-106,383
KAG9259611.1,RBPMS,XP_049328301.1,RBPMS,4.00E-106,383,1.33E-106,383
KAG9259611.1,RBPMS,XP_049328302.1,RBPMS,4.00E-106,383,1.33E-106,383
KAG9259611.1,RBPMS,XP_049328303.1,RBPMS,4.00E-106,383,1.33E-106,383
KAG9259611.1,RBPMS,XP_049328304.1,RBPMS,4.00E-106,383,1.33E-106,383
KAG9259611.1,RBPMS,XP_049328305.1,RBPMS,4.00E-106,383,1.33E-106,383
KAG9259611.1,RBPMS,XP_049328306.1,RBPMS,4.00E-106,383,1.33E-106,383
KAG9259612.1,DMRTA1,XP_007235585.2,LOC103021351,9.35E-194,675,3.10E-194,675
KAG9259613.1,ELAVL2,XP_007235581.1,ELAVL2,9.68E-240,828,3.22E-240,828
KAG9259613.1,ELAVL2,XP_007235582.1,ELAVL2,9.68E-240,828,3.22E-240,828
KAG9259613.1,ELAVL2,XP_022524323.1,ELAVL2,1.24E-237,821,4.11E-238,821
KAG9259614.1,CAAP1,XP_007235588.3,LOC103022296,7.09E-122,436,2.36E-122,436
KAG9259615.1,HTR4,XP_049328278.1,LOC103027537,1.79E-199,694,5.95E-200,694
KAG9259616.1,ADRA1D,XP_007235606.2,ADRA1D,3.16E-290,996,1.05E-290,996
KAG9259618.1,LRRTM1,XP_007234639.1,LRRTM1,2.93E-156,551,9.74E-157,551
KAG9259619.1,CCDC106,XP_022530659.1,LOC111193568,1.01E-135,482,3.37E-136,482
KAG9259619.1,CCDC106,XP_049326558.1,LOC125786929,1.01E-135,482,3.37E-136,482
KAG9259619.1,CCDC106,XP_049328865.1,LOC125788940,1.01E-135,482,3.37E-136,482
KAG9259619.1,CCDC106,XP_049340403.1,LOC125804824,1.01E-135,482,3.37E-136,482
KAG9259619.1,CCDC106,XP_049336219.1,LOC125802380,4.06E-135,480,1.35E-135,480
KAG9259619.1,CCDC106,XP_049321114.1,LOC125781336,6.49E-134,476,2.16E-134,476
KAG9259621.1,SUCLG1,XP_022537352.1,SUCLG1,1.47E-183,641,4.87E-184,641
KAG9259622.1,CISD2,XP_007235747.1,CISD2,3.67E-73,273,1.22E-73,273
KAG9259623.1,SLC9B2,XP_022537351.2,SI:DKEY-162B23.4,0.00E+00,1055,0.00E+00,1055
KAG9259624.1,BDH2,XP_007235745.2,BDH2,2.59E-134,477,8.61E-135,477
KAG9259625.1,TACR3,XP_022537350.1,TACR3A,4.03E-227,786,1.34E-227,786
KAG9259626.1,CNGA1,XP_022537349.2,CNGA1A,0.00E+00,1049,0.00E+00,1049
KAG9259627.1,KAG9259627.1,XP_015459707.3,ENAM,7.34E-68,256,2.91E-68,256
KAG9259627.1,KAG9259627.1,XP_022537347.2,ENAM,1.17E-66,252,4.85E-67,252
KAG9259627.1,KAG9259627.1,XP_022537348.2,ENAM,2.35E-66,251,9.66E-67,251
KAG9259628.1,KAG9259628.1,XP_022537345.2,SCPP5,8.19E-84,309,2.30E-84,309
KAG9259631.1,KAG9259631.1,XP_022537342.2,LOC111195168,1.96E-83,308,6.70E-84,308
KAG9259632.1,KAG9259632.1,XP_049328416.1,ODAM,3.88E-102,370,1.25E-102,370
KAG9259632.1,KAG9259632.1,XP_049328417.1,ODAM,3.88E-102,370,1.25E-102,370
KAG9259635.1,RPS6KB2,XP_022537338.1,LOC103031203,1.32E-271,934,4.38E-272,934
KAG9259635.1,RPS6KB2,XP_022537339.1,LOC103031203,1.32E-271,934,4.38E-272,934
KAG9259636.1,KAG9259636.1,XP_007229346.3,LOC103027206,1.21E-102,372,4.10E-103,372
KAG9259637.1,HPF1,XP_007229347.3,LOC103027497,1.98E-196,684,6.03E-197,684
KAG9259637.1,HPF1,XP_022537337.2,LOC103027497,6.35E-195,679,1.91E-195,679
KAG9259638.1,ANK2,XP_049328057.1,ANK2A,0.00E+00,6709,0.00E+00,6709
KAG9259638.1,ANK2,XP_022537316.2,ANK2A,0.00E+00,6701,0.00E+00,6701
KAG9259638.1,ANK2,XP_049328055.1,ANK2A,0.00E+00,6685,0.00E+00,6685
KAG9259638.1,ANK2,XP_049328058.1,ANK2A,0.00E+00,6664,0.00E+00,6664
KAG9259638.1,ANK2,XP_049328056.1,ANK2A,0.00E+00,6650,0.00E+00,6650
KAG9259638.1,ANK2,XP_049328060.1,ANK2A,0.00E+00,6629,0.00E+00,6629
KAG9259638.1,ANK2,XP_049328059.1,ANK2A,0.00E+00,6604,0.00E+00,6604
KAG9259638.1,ANK2,XP_049328061.1,ANK2A,0.00E+00,6526,0.00E+00,6526
KAG9259639.1,CAMK2D2,XP_022537333.1,CAMK2D2,1.22E-295,1014,4.06E-296,1014
KAG9259639.1,CAMK2D2,XP_022537334.1,CAMK2D2,1.22E-295,1014,4.05E-296,1014
KAG9259639.1,CAMK2D2,XP_022537332.1,CAMK2D2,2.44E-295,1013,8.12E-296,1013
KAG9259639.1,CAMK2D2,XP_022537336.1,CAMK2D2,5.12E-289,992,1.68E-289,992
KAG9259639.1,CAMK2D2,XP_022537335.1,CAMK2D2,1.02E-288,991,3.36E-289,991
KAG9259639.1,CAMK2D2,XP_049328067.1,CAMK2D2,6.87E-281,965,2.19E-281,965
KAG9259639.1,CAMK2D2,XP_049328066.1,CAMK2D2,1.37E-280,964,4.40E-281,964
KAG9259640.1,CXCL8,XP_007229345.3,CXCL8A,6.31E-49,192,2.10E-49,192
KAG9259641.1,CASP14,XP_022537312.1,LOC111195165,7.57E-154,542,2.51E-154,542
KAG9259642.1,CASP14,XP_022537310.2,LOC111195164,1.41E-177,621,4.69E-178,621
KAG9259643.1,CRMP1,XP_049328511.1,CRMP1,0.00E+00,1319,0.00E+00,1319
KAG9259643.1,CRMP1,XP_049328512.1,CRMP1,0.00E+00,1263,0.00E+00,1263
KAG9259644.1,WFS1,XP_007229352.4,WFS1A,0.00E+00,1815,0.00E+00,1815
KAG9259645.1,PPP2R2C,XP_007229343.2,PPP2R2CA,1.71E-263,907,5.68E-264,907
KAG9259646.1,PDE5A,XP_022537354.2,PDE5AA,0.00E+00,1755,0.00E+00,1755
KAG9259646.1,PDE5A,XP_022537357.2,PDE5AA,0.00E+00,1676,0.00E+00,1676
KAG9259647.1,ANXA5,XP_022537359.2,ANXA5B,3.25E-174,610,1.02E-174,610
KAG9259647.1,ANXA5,XP_049328147.1,ANXA5B,3.25E-174,610,1.02E-174,610
KAG9259647.1,ANXA5,XP_049328148.1,ANXA5B,3.25E-174,610,1.02E-174,610
KAG9259647.1,ANXA5,XP_049328149.1,ANXA5B,3.25E-174,610,1.02E-174,610
KAG9259647.1,ANXA5,XP_049328150.1,ANXA5B,3.25E-174,610,1.02E-174,610
KAG9259647.1,ANXA5,XP_049328151.1,ANXA5B,3.25E-174,610,1.02E-174,610
KAG9259647.1,ANXA5,XP_049328152.1,ANXA5B,6.82E-168,589,2.14E-168,589
KAG9259648.1,ANXA5,XP_007229339.3,ANXA5B,1.92E-175,614,6.39E-176,614
KAG9259648.1,ANXA5,XP_049328152.1,ANXA5B,6.16E-174,609,2.05E-174,609
KAG9259648.1,ANXA5,XP_022537359.2,ANXA5B,1.03E-166,585,3.43E-167,585
KAG9259648.1,ANXA5,XP_049328147.1,ANXA5B,1.03E-166,585,3.43E-167,585
KAG9259648.1,ANXA5,XP_049328148.1,ANXA5B,1.03E-166,585,3.43E-167,585
KAG9259648.1,ANXA5,XP_049328149.1,ANXA5B,1.03E-166,585,3.43E-167,585
KAG9259648.1,ANXA5,XP_049328150.1,ANXA5B,1.03E-166,585,3.43E-167,585
KAG9259648.1,ANXA5,XP_049328151.1,ANXA5B,1.03E-166,585,3.43E-167,585
KAG9259649.1,UCHL1,XP_007229335.1,UCHL1,3.96E-124,443,1.32E-124,443
KAG9259649.1,UCHL1,XP_022537361.1,UCHL1,6.49E-120,429,2.12E-120,429
KAG9259650.1,LIMCH1,XP_049328156.1,LIMCH1A,0.00E+00,2575,0.00E+00,2575
KAG9259650.1,LIMCH1,XP_022537371.2,LIMCH1A,0.00E+00,2560,0.00E+00,2560
KAG9259650.1,LIMCH1,XP_049328155.1,LIMCH1A,0.00E+00,2526,0.00E+00,2526
KAG9259650.1,LIMCH1,XP_049328157.1,LIMCH1A,0.00E+00,2490,0.00E+00,2490
KAG9259650.1,LIMCH1,XP_049328159.1,LIMCH1A,0.00E+00,2474,0.00E+00,2474
KAG9259650.1,LIMCH1,XP_049328158.1,LIMCH1A,0.00E+00,2460,0.00E+00,2460
KAG9259651.1,EXOSC9,XP_022537372.1,EXOSC9,2.35E-209,727,7.86E-210,727
KAG9259652.1,PTPN9,XP_049328163.1,PTPN9B,0.00E+00,1526,0.00E+00,1526
KAG9259652.1,PTPN9,XP_049328164.1,PTPN9B,0.00E+00,1526,0.00E+00,1526
KAG9259652.1,PTPN9,XP_049328165.1,PTPN9B,0.00E+00,1526,0.00E+00,1526
KAG9259652.1,PTPN9,XP_049328166.1,PTPN9B,0.00E+00,1526,0.00E+00,1526
KAG9259653.1,KAG9259653.1,XP_007229332.3,LOC103022979,0.00E+00,1038,0.00E+00,1038
KAG9259654.1,KAG9259654.1,XP_022537379.2,LOC111195171,1.77E-248,857,7.07E-249,857
KAG9259655.1,FAT1,XP_049328162.1,FAT1A,0.00E+00,8826,0.00E+00,8826
KAG9259656.1,FRG1,XP_007229323.3,FRG1,7.62E-120,429,2.53E-120,429
KAG9259657.1,BTNL1,XP_049328623.1,LOC111188970,2.99E-128,457,1.02E-128,457
KAG9259660.1,RFPL4A,XP_049328625.1,LOC103028973,6.15E-213,739,1.87E-213,739
KAG9259661.1,BTN1A1,XP_049328626.1,LOC103045750,3.40E-234,810,1.09E-234,810
KAG9259662.1,BTN3A3,XP_049328627.1,LOC103026444,8.13E-263,905,5.28E-263,905
KAG9259665.1,ASAH1,XP_007232647.3,ASAH1B,5.92E-235,812,1.97E-235,812
KAG9259666.1,VPS37A,XP_007232646.3,VPS37A,1.25E-203,708,3.97E-204,708
KAG9259667.1,MTMR7,XP_022518013.2,MTMR7B,0.00E+00,1320,0.00E+00,1320
KAG9259668.1,MTUS1A,XP_022518015.2,MTUS1B,0.00E+00,1744,0.00E+00,1744
KAG9259668.1,MTUS1A,XP_022518016.2,MTUS1B,0.00E+00,1735,0.00E+00,1735
KAG9259669.1,PCM1,XP_022518005.2,PCM1,0.00E+00,3506,0.00E+00,3506
KAG9259669.1,PCM1,XP_022518006.2,PCM1,0.00E+00,3506,0.00E+00,3506
KAG9259669.1,PCM1,XP_022518007.2,PCM1,0.00E+00,3506,0.00E+00,3506
KAG9259669.1,PCM1,XP_022518008.2,PCM1,0.00E+00,3506,0.00E+00,3506
KAG9259669.1,PCM1,XP_022518009.2,PCM1,0.00E+00,3440,0.00E+00,3440
KAG9259669.1,PCM1,XP_022518010.2,PCM1,0.00E+00,3425,0.00E+00,3425
KAG9259669.1,PCM1,XP_022518011.2,PCM1,0.00E+00,3392,0.00E+00,3392
KAG9259670.1,CLEC4M,XP_049328170.1,LOC111188508,4.34E-114,410,1.30E-114,410
KAG9259671.1,MICU3,XP_049328171.1,MICU3A,8.11E-257,885,2.58E-257,885
KAG9259671.1,MICU3,XP_049328173.1,MICU3A,1.11E-245,848,3.45E-246,848
KAG9259672.1,FGF20,XP_007232659.1,FGF20A,4.89E-109,393,1.37E-109,393
KAG9259673.1,TUSC3,XP_049328179.1,TUSC3,9.99E-188,655,3.03E-188,655
KAG9259674.1,SGCZ,XP_049328180.1,LOC103030587,1.91E-175,614,6.33E-176,614
KAG9259675.1,DLC1,XP_049328176.1,DLC1,0.00E+00,3063,0.00E+00,3063
KAG9259676.1,TLR3,XP_049328178.1,TLR3,0.00E+00,1595,0.00E+00,1595
KAG9259677.1,SORBS2,XP_022537392.2,SORBS2A,0.00E+00,2517,0.00E+00,2517
KAG9259677.1,SORBS2,XP_049328181.1,SORBS2A,0.00E+00,2511,0.00E+00,2511
KAG9259677.1,SORBS2,XP_049328182.1,SORBS2A,0.00E+00,2509,0.00E+00,2509
KAG9259677.1,SORBS2,XP_049328183.1,SORBS2A,0.00E+00,2476,0.00E+00,2476
KAG9259677.1,SORBS2,XP_049328185.1,SORBS2A,0.00E+00,2456,0.00E+00,2456
KAG9259677.1,SORBS2,XP_049328184.1,SORBS2A,0.00E+00,2445,0.00E+00,2445
KAG9259677.1,SORBS2,XP_049328186.1,SORBS2A,0.00E+00,2398,0.00E+00,2398
KAG9259677.1,SORBS2,XP_022537395.2,SORBS2A,0.00E+00,2393,0.00E+00,2393
KAG9259678.1,PDLIM3,XP_007232861.1,PDLIM3A,5.47E-189,659,1.82E-189,659
KAG9259679.1,UFSP2,XP_007232859.3,UFSP2,3.39E-274,943,8.59E-275,943
KAG9259680.1,ANKRD37,XP_007232860.1,ANKRD37,5.55E-65,246,1.84E-65,246
KAG9259682.1,CFAP97,XP_007232856.2,CFAP97,6.68E-253,872,2.22E-253,872
KAG9259682.1,CFAP97,XP_022537397.1,CFAP97,6.68E-253,872,2.22E-253,872
KAG9259682.1,CFAP97,XP_007232857.2,CFAP97,4.28E-251,866,1.42E-251,866
KAG9259683.1,SLC25A4,XP_007232858.1,SLC25A4,2.96E-171,600,9.84E-172,600
KAG9259684.1,EFCAB6,XP_007232854.3,SI:CH211-197N1.2,0.00E+00,1645,0.00E+00,1645
KAG9259684.1,EFCAB6,XP_007232855.3,SI:CH211-197N1.2,0.00E+00,1645,0.00E+00,1645
KAG9259685.1,HELT,XP_007232863.3,HELT,2.72E-164,577,9.09E-165,577
KAG9259686.1,ACSL1,XP_022537398.2,ACSL1A,0.00E+00,1422,0.00E+00,1422
KAG9259686.1,ACSL1,XP_022537399.2,ACSL1A,0.00E+00,1422,0.00E+00,1422
KAG9259686.1,ACSL1,XP_015456654.3,ACSL1A,0.00E+00,1390,0.00E+00,1390
KAG9259686.1,ACSL1,XP_015456655.3,ACSL1A,0.00E+00,1353,0.00E+00,1353
KAG9259687.1,CASP3,XP_049328419.1,CASP3A,1.54E-162,571,5.11E-163,571
KAG9259688.1,KAG9259688.1,XP_022537400.2,MGARPB,1.16E-166,585,3.86E-167,585
KAG9259689.1,ELF2,XP_007232848.2,ELF2B,1.50E-283,974,5.49E-284,974
KAG9259689.1,ELF2,XP_007232849.2,ELF2B,1.50E-283,974,4.94E-284,974
KAG9259690.1,PCDH18,XP_022537401.2,PCDH18A,0.00E+00,2209,0.00E+00,2209
KAG9259690.1,PCDH18,XP_049328421.1,PCDH18A,0.00E+00,2181,0.00E+00,2181
KAG9259692.1,KAG9259692.1,XP_049318903.1,LOC111189981,0.00E+00,1404,0.00E+00,1404
KAG9259693.1,KAG9259693.1,XP_007238279.3,C25H4ORF33,5.78E-120,429,1.92E-120,429
KAG9259694.1,SCLT1,XP_049328439.1,SCLT1,9.60E-244,842,3.19E-244,842
KAG9259694.1,SCLT1,XP_049328440.1,SCLT1,9.60E-244,842,3.19E-244,842
