,Ast,a,a2,Dmel,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
12425,Astyanax_pachon,KAG9275732.1,AIP,Drosophila_melanogaster,NP_572758.1,CG1847,6.57e-62,236.0,3.97e-62,236.0
16687,Astyanax_pachon,KAG9281603.1,AK1,Drosophila_melanogaster,NP_524038.1,AK1,4.43e-47,186.0,2.8100000000000004e-47,186.0
15205,Astyanax_pachon,KAG9279764.1,AK2,Drosophila_melanogaster,NP_523836.2,AK2,3.77e-83,306.0,2.5199999999999998e-83,306.0
2751,Astyanax_pachon,KAG9263258.1,AK3,Drosophila_melanogaster,NP_001287279.1,AK3,1.7000000000000002e-58,224.0,1.1e-58,224.0
13593,Astyanax_pachon,KAG9277323.1,AK4,Drosophila_melanogaster,NP_001287279.1,AK3,1.37e-57,221.0,8.790000000000001e-58,221.0
1435,Astyanax_pachon,KAG9261479.1,AK6,Drosophila_melanogaster,NP_610797.1,AK6,1.21e-39,161.0,8.21e-40,161.0
17057,Astyanax_pachon,KAG9282070.1,AKAP10,Drosophila_melanogaster,NP_609783.1,PKAAP,7.23e-38,157.0,4.67e-38,157.0
17228,Astyanax_pachon,KAG9282283.1,AKIRIN2,Drosophila_melanogaster,NP_001189058.1,AKIRIN,2.8099999999999998e-24,110.0,2.12e-24,110.0
15605,Astyanax_pachon,KAG9280151.1,AKR1B1,Drosophila_melanogaster,NP_001261717.1,AKR1B,8.17e-107,385.0,5.5e-107,385.0
6830,Astyanax_pachon,KAG9268166.1,AKT1,Drosophila_melanogaster,NP_001287353.1,AKT,2.38e-168,590.0,1.79e-168,590.0
10413,Astyanax_pachon,KAG9272907.1,AKT2,Drosophila_melanogaster,NP_001287353.1,AKT,7.18e-176,615.0,5.34e-176,615.0
11943,Astyanax_pachon,KAG9275143.1,AKT3,Drosophila_melanogaster,NP_001287353.1,AKT,4.49e-177,619.0,3.34e-177,619.0
1062,Astyanax_pachon,KAG9260920.1,AKTIP,Drosophila_melanogaster,NP_524888.1,PEO,1.31e-37,155.0,7.319999999999999e-38,155.0
16940,Astyanax_pachon,KAG9281866.1,ALAD,Drosophila_melanogaster,NP_001261752.1,PBGS,2.04e-113,407.0,1.36e-113,407.0
655,Astyanax_pachon,KAG9260450.1,ALAS1,Drosophila_melanogaster,NP_477281.1,ALAS,2.78e-152,537.0,1.6399999999999998e-152,537.0
8821,Astyanax_pachon,KAG9270805.1,ALAS2,Drosophila_melanogaster,NP_477281.1,ALAS,5.32e-152,536.0,3.2799999999999997e-152,536.0
6561,Astyanax_pachon,KAG9267882.1,ALDH18A1,Drosophila_melanogaster,NP_001246877.1,P5CS,1.5000000000000001e-235,814.0,9.74e-236,814.0
13391,Astyanax_pachon,KAG9277068.1,ALDH1L1,Drosophila_melanogaster,NP_610107.1,CG8665,0.0,1072.0,0.0,1072.0
15679,Astyanax_pachon,KAG9280215.1,ALDH1L2,Drosophila_melanogaster,NP_610107.1,CG8665,0.0,1065.0,0.0,1065.0
1536,Astyanax_pachon,KAG9261669.1,ALDH2,Drosophila_melanogaster,NP_001260290.1,ALDH,1.26e-202,704.0,8.47e-203,704.0
4169,Astyanax_pachon,KAG9265138.1,ALDH3A2,Drosophila_melanogaster,NP_001260772.1,ALDH-III,1.39e-125,448.0,9.369999999999999e-126,448.0
479,Astyanax_pachon,KAG9260222.1,ALDH4A1,Drosophila_melanogaster,NP_001189159.1,P5CDH1,1.45e-193,674.0,1e-193,674.0
12658,Astyanax_pachon,KAG9276144.1,ALDH5A1,Drosophila_melanogaster,NP_001014665.1,SSADH,6.230000000000001e-144,509.0,4.1600000000000005e-144,509.0
7172,Astyanax_pachon,KAG9268579.1,ALDH6A1,Drosophila_melanogaster,NP_726672.1,CG17896,6.06e-209,725.0,3.97e-209,725.0
2984,Astyanax_pachon,KAG9263539.1,ALDH7A1,Drosophila_melanogaster,NP_649099.1,ALDH7A1,4.94e-180,629.0,3.32e-180,629.0
9834,Astyanax_pachon,KAG9272192.1,ALDOB,Drosophila_melanogaster,NP_001262985.1,ALD1,3.11e-130,463.0,2.09e-130,463.0
4283,Astyanax_pachon,KAG9265252.1,ALDOCA,Drosophila_melanogaster,NP_001287541.1,ALD1,9.73e-132,468.0,6.490000000000001e-132,468.0
4678,Astyanax_pachon,KAG9265778.1,ALDOCB,Drosophila_melanogaster,NP_001287541.1,ALD1,9.26e-138,488.0,6.19e-138,488.0
3238,Astyanax_pachon,KAG9263877.1,ALG1,Drosophila_melanogaster,NP_650662.1,ALG1,5.05e-106,383.0,3.1e-106,383.0
15824,Astyanax_pachon,KAG9280421.1,ALG10B,Drosophila_melanogaster,NP_729680.1,ALG10,2.46e-47,188.0,1.57e-47,188.0
2177,Astyanax_pachon,KAG9262549.1,ALG11,Drosophila_melanogaster,NP_001262182.1,ALG11,9.19e-121,432.0,5.87e-121,432.0
18168,Astyanax_pachon,KAG9283606.1,ALG2,Drosophila_melanogaster,NP_647772.1,ALG2,1.24e-113,408.0,8.79e-114,408.0
14200,Astyanax_pachon,KAG9278303.1,ALG3,Drosophila_melanogaster,NP_523829.2,ALG3,3.76e-96,350.0,3.05e-96,350.0
3125,Astyanax_pachon,KAG9263710.1,ALG5,Drosophila_melanogaster,NP_609202.1,WOL,1.82e-97,354.0,1.22e-97,354.0
13588,Astyanax_pachon,KAG9277316.1,ALG6,Drosophila_melanogaster,NP_001260338.1,GNY,4.0899999999999996e-108,390.0,2.5799999999999998e-108,390.0
4524,Astyanax_pachon,KAG9265619.1,ALG8,Drosophila_melanogaster,NP_572355.1,XIT,1.88e-123,441.0,1.2300000000000001e-123,441.0
17019,Astyanax_pachon,KAG9282003.1,ALG9,Drosophila_melanogaster,NP_651353.1,ALG9,6.16e-143,506.0,4.08e-143,506.0
6785,Astyanax_pachon,KAG9268120.1,ALK,Drosophila_melanogaster,NP_001261027.1,ALK,8.18e-162,570.0,6.03e-162,570.0
7429,Astyanax_pachon,KAG9268897.1,ALKBH1,Drosophila_melanogaster,NP_001334682.1,ALKB,3.6e-59,227.0,2.1100000000000003e-59,227.0
14168,Astyanax_pachon,KAG9278234.1,ALP1,Drosophila_melanogaster,NP_729755.1,CG32095,5.21e-15,80.5,3.44e-15,80.5
5673,Astyanax_pachon,KAG9266905.1,ALPI,Drosophila_melanogaster,NP_610496.1,ALP6,9.55e-93,339.0,6.3e-93,339.0
4336,Astyanax_pachon,KAG9265319.1,ALPL,Drosophila_melanogaster,NP_647976.1,ALP10,1.87e-98,358.0,1.2199999999999999e-98,358.0
5938,Astyanax_pachon,KAG9267165.1,ALX4,Drosophila_melanogaster,NP_001285442.1,CG32532,2.37e-16,84.7,1.54e-16,84.7
3813,Astyanax_pachon,KAG9264617.1,ALYREF-A,Drosophila_melanogaster,NP_651968.1,REF1,1.64e-32,138.0,1.0500000000000001e-32,138.0
4458,Astyanax_pachon,KAG9265514.1,AMACR,Drosophila_melanogaster,NP_001260638.1,AMACR,6.47e-102,369.0,4.25e-102,369.0
17302,Astyanax_pachon,KAG9282408.1,AMD1,Drosophila_melanogaster,NP_477223.2,SAMDC,3.2000000000000002e-87,320.0,2.23e-87,320.0
14801,Astyanax_pachon,KAG9279207.1,AMDHD2,Drosophila_melanogaster,NP_001285488.1,CG17065,5.27e-135,479.0,3.6599999999999996e-135,479.0
4850,Astyanax_pachon,KAG9265936.1,AMMECR1,Drosophila_melanogaster,NP_001163705.1,CG5902,4.4700000000000005e-73,273.0,2.19e-73,273.0
8799,Astyanax_pachon,KAG9270781.1,AMPD2,Drosophila_melanogaster,NP_001245660.1,AMPDEAM,8.929999999999999e-246,848.0,5.67e-246,848.0
8944,Astyanax_pachon,KAG9270920.1,AMT,Drosophila_melanogaster,NP_609441.1,CG6415,2.1700000000000001e-103,374.0,1.4400000000000002e-103,374.0
14608,Astyanax_pachon,KAG9278881.1,AMY2,Drosophila_melanogaster,NP_001286518.1,AMY-P,2.1600000000000003e-161,567.0,1.4000000000000002e-161,567.0
14071,Astyanax_pachon,KAG9277887.1,AN3,Drosophila_melanogaster,NP_536783.1,BEL,2.11e-181,634.0,1.53e-181,634.0
11833,Astyanax_pachon,KAG9275007.1,ANAPC1,Drosophila_melanogaster,NP_573025.2,SHTD,3.75e-260,897.0,2.63e-260,897.0
7588,Astyanax_pachon,KAG9269172.1,ANAPC10,Drosophila_melanogaster,NP_611223.4,APC10,3.5e-59,226.0,2.48e-59,226.0
13658,Astyanax_pachon,KAG9277419.1,ANAPC11,Drosophila_melanogaster,NP_001097122.1,LMGA,5.15e-20,94.4,4.46e-20,94.4
4537,Astyanax_pachon,KAG9265636.1,ANAPC13,Drosophila_melanogaster,NP_001033954.1,CG33981,1.78e-11,66.2,1.29e-11,66.2
16937,Astyanax_pachon,KAG9281862.1,ANAPC2,Drosophila_melanogaster,NP_611862.1,MR,1.79e-127,455.0,1.18e-127,455.0
8185,Astyanax_pachon,KAG9269998.1,ANAPC7,Drosophila_melanogaster,NP_572329.3,APC7,3.94e-39,161.0,2.88e-39,161.0
17499,Astyanax_pachon,KAG9282723.1,ANGPTL1,Drosophila_melanogaster,NP_001259391.1,CG1791,4.4e-34,144.0,2.0499999999999998e-34,144.0
6634,Astyanax_pachon,KAG9267952.1,ANKFN1,Drosophila_melanogaster,NP_001189266.1,WAKE,1.44e-111,403.0,8.33e-112,403.0
16800,Astyanax_pachon,KAG9281742.1,ANKFY1,Drosophila_melanogaster,NP_001104451.1,CG41099,2.2e-204,711.0,1.43e-204,711.0
4021,Astyanax_pachon,KAG9264967.1,ANKMY2,Drosophila_melanogaster,NP_001261683.1,CG8003,1.32e-54,212.0,8.48e-55,212.0
16999,Astyanax_pachon,KAG9281961.1,ANKRA2,Drosophila_melanogaster,NP_001303318.1,CG5846,6.1e-18,89.7,3.19e-18,89.7
11574,Astyanax_pachon,KAG9274605.1,ANKRD13C,Drosophila_melanogaster,NP_001261068.1,CG5742,1.7500000000000003e-132,471.0,1.22e-132,471.0
5812,Astyanax_pachon,KAG9267054.1,ANKRD13C-A,Drosophila_melanogaster,NP_001261068.1,CG5742,3.47e-135,480.0,2.3799999999999998e-135,480.0
9861,Astyanax_pachon,KAG9272203.1,ANKRD13D,Drosophila_melanogaster,NP_611396.1,CG15118,5.64e-124,443.0,3.84e-124,443.0
8566,Astyanax_pachon,KAG9270421.1,ANKRD39,Drosophila_melanogaster,NP_001033874.2,CG44001,3.87e-17,86.3,2.6e-17,86.3
14234,Astyanax_pachon,KAG9278379.1,ANKRD49,Drosophila_melanogaster,NP_609735.1,ANKRD49,1.8e-08,57.8,1.17e-08,57.8
15766,Astyanax_pachon,KAG9280364.1,ANO1,Drosophila_melanogaster,NP_001262736.1,SUBDUED,3.75e-160,564.0,2.1e-160,564.0
1014,Astyanax_pachon,KAG9260888.1,ANO5,Drosophila_melanogaster,NP_648535.2,CG6938,5.09e-184,643.0,4.62e-184,643.0
5551,Astyanax_pachon,KAG9266747.1,ANO8,Drosophila_melanogaster,NP_995719.1,WWK,3.6599999999999996e-135,481.0,2.76e-135,481.0
5299,Astyanax_pachon,KAG9266456.1,ANOS1,Drosophila_melanogaster,NP_651220.3,KAL1,6.23e-28,124.0,3.3799999999999997e-28,124.0
992,Astyanax_pachon,KAG9260863.1,ANP32A,Drosophila_melanogaster,NP_523780.1,MAPMODULIN,3.54e-39,160.0,2.45e-39,160.0
9752,Astyanax_pachon,KAG9272063.1,ANPEP,Drosophila_melanogaster,NP_001263055.1,SUPERDEATH,2.59e-162,571.0,1.76e-162,571.0
12068,Astyanax_pachon,KAG9275259.1,ANXA11,Drosophila_melanogaster,NP_001262796.1,ANXB9,4.72e-93,340.0,1.98e-93,340.0
138,Astyanax_pachon,KAG9259648.1,ANXA5,Drosophila_melanogaster,NP_476615.1,ANXB10,6.81e-72,269.0,4.62e-72,269.0
1841,Astyanax_pachon,KAG9262041.1,AP1B1,Drosophila_melanogaster,NP_523415.1,AP-1-2BETA,0.0,1294.0,0.0,1294.0
5922,Astyanax_pachon,KAG9267157.1,AP1G1,Drosophila_melanogaster,NP_001096918.1,AP-1GAMMA,3.9999999999999997e-230,796.0,3.17e-230,796.0
14463,Astyanax_pachon,KAG9278659.1,AP1M1,Drosophila_melanogaster,NP_649906.1,AP-1MU,1.02e-202,704.0,6.94e-203,704.0
11361,Astyanax_pachon,KAG9274258.1,AP1S1,Drosophila_melanogaster,NP_651198.1,AP-1SIGMA,1.81e-63,240.0,1.22e-63,240.0
5484,Astyanax_pachon,KAG9266679.1,AP1S2,Drosophila_melanogaster,NP_001247273.1,AP-1SIGMA,2.9e-62,236.0,1.95e-62,236.0
5354,Astyanax_pachon,KAG9266507.1,AP2A2,Drosophila_melanogaster,NP_476819.2,AP-2ALPHA,0.0,1189.0,0.0,1189.0
17054,Astyanax_pachon,KAG9282058.1,AP2B1,Drosophila_melanogaster,NP_523415.1,AP-1-2BETA,0.0,1306.0,0.0,1306.0
10896,Astyanax_pachon,KAG9273661.1,AP2M1A,Drosophila_melanogaster,NP_001163686.1,AP-2MU,9.38e-218,754.0,6.32e-218,754.0
10355,Astyanax_pachon,KAG9272845.1,AP2M1B,Drosophila_melanogaster,NP_001163686.1,AP-2MU,5.869999999999999e-219,758.0,3.9499999999999997e-219,758.0
4039,Astyanax_pachon,KAG9264989.1,AP2S1,Drosophila_melanogaster,NP_650961.2,AP-2SIGMA,6.1e-72,268.0,4.1e-72,268.0
4897,Astyanax_pachon,KAG9266009.1,AP3B1,Drosophila_melanogaster,NP_001162664.2,RB,9.73e-245,845.0,6.78e-245,845.0
16069,Astyanax_pachon,KAG9280746.1,AP3B2,Drosophila_melanogaster,NP_001162664.2,RB,2.5400000000000004e-248,857.0,1.65e-248,857.0
5639,Astyanax_pachon,KAG9266859.1,AP3D1,Drosophila_melanogaster,NP_524785.2,G,7.249999999999999e-268,922.0,4e-268,922.0
12228,Astyanax_pachon,KAG9275436.1,AP3M1,Drosophila_melanogaster,NP_001259302.1,CM,2.05e-171,600.0,1.37e-171,600.0
1852,Astyanax_pachon,KAG9262063.1,AP3M2,Drosophila_melanogaster,NP_001259302.1,CM,4.89e-178,622.0,3.27e-178,622.0
8740,Astyanax_pachon,KAG9270680.1,AP3S1,Drosophila_melanogaster,NP_536793.1,OR,2.4700000000000002e-79,293.0,1.6400000000000003e-79,293.0
5971,Astyanax_pachon,KAG9267205.1,APH1B,Drosophila_melanogaster,NP_001259963.1,APH-1,7.99e-55,212.0,4.96e-55,212.0
16239,Astyanax_pachon,KAG9280918.1,API5,Drosophila_melanogaster,NP_477454.1,CASS,4.08e-114,410.0,2.78e-114,410.0
928,Astyanax_pachon,KAG9260811.1,APIP,Drosophila_melanogaster,NP_001259530.1,CG11134,9.64e-81,298.0,6.11e-81,298.0
10720,Astyanax_pachon,KAG9273307.1,APLP2,Drosophila_melanogaster,NP_001245452.1,APPL,4.29e-38,158.0,3.33e-38,158.0
11895,Astyanax_pachon,KAG9275085.1,APMAP,Drosophila_melanogaster,NP_477159.1,HMU,9.039999999999999e-41,166.0,8.48e-41,166.0
11104,Astyanax_pachon,KAG9273926.1,APOD,Drosophila_melanogaster,NP_001285560.1,NLAZ,3.95e-20,96.3,3.15e-20,96.3
12586,Astyanax_pachon,KAG9276029.1,APOH,Drosophila_melanogaster,NP_001137840.1,HASP,2.08e-17,88.2,1.21e-17,88.2
1936,Astyanax_pachon,KAG9262175.1,APP,Drosophila_melanogaster,NP_001245452.1,APPL,1.34e-39,163.0,1.04e-39,163.0
4206,Astyanax_pachon,KAG9265170.1,APPBP2,Drosophila_melanogaster,NP_001259285.1,PAT1,8.769999999999999e-89,326.0,6.869999999999999e-89,326.0
1301,Astyanax_pachon,KAG9261253.1,APRT,Drosophila_melanogaster,NP_001286908.1,APRT,6.5499999999999995e-40,162.0,4.27e-40,162.0
17525,Astyanax_pachon,KAG9282795.1,AQP4,Drosophila_melanogaster,NP_001260891.1,DRIP,3.26e-53,207.0,1.61e-53,207.0
7327,Astyanax_pachon,KAG9268764.1,AQR,Drosophila_melanogaster,NP_996198.2,CG31368,0.0,1767.0,0.0,1767.0
16819,Astyanax_pachon,KAG9281758.1,ARCN1,Drosophila_melanogaster,NP_001162642.1,DELTACOP,1.24e-152,538.0,8.09e-153,538.0
7362,Astyanax_pachon,KAG9268807.1,AREL1,Drosophila_melanogaster,NP_001259895.1,CG4238,4.39e-217,753.0,2.7800000000000003e-217,753.0
3446,Astyanax_pachon,KAG9264198.1,ARF1,Drosophila_melanogaster,NP_001097667.1,ARF1,1.61e-96,350.0,1.09e-96,350.0
13371,Astyanax_pachon,KAG9277049.1,ARF3,Drosophila_melanogaster,NP_001097667.1,ARF1,5.15e-95,345.0,3.48e-95,345.0
10493,Astyanax_pachon,KAG9273006.1,ARF4,Drosophila_melanogaster,NP_001259087.1,ARF4,2.2e-85,313.0,1.48e-85,313.0
7207,Astyanax_pachon,KAG9268625.1,ARF6,Drosophila_melanogaster,NP_523751.2,ARF6,4.98e-95,345.0,3.35e-95,345.0
626,Astyanax_pachon,KAG9260429.1,ARFGAP1,Drosophila_melanogaster,NP_524040.2,ARFGAP1,2.4e-63,241.0,1.82e-63,241.0
10340,Astyanax_pachon,KAG9272829.1,ARFGAP2,Drosophila_melanogaster,NP_001097663.1,ARFGAP3,1.2199999999999999e-68,259.0,8.17e-69,259.0
15774,Astyanax_pachon,KAG9280381.1,ARFGAP3,Drosophila_melanogaster,NP_001262218.1,ARFGAP3,1.3900000000000001e-72,272.0,9.92e-73,272.0
17968,Astyanax_pachon,KAG9283288.1,ARFGEF1,Drosophila_melanogaster,NP_609675.2,SEC71,0.0,1998.0,0.0,1998.0
7796,Astyanax_pachon,KAG9269571.1,ARFGEF2,Drosophila_melanogaster,NP_609675.2,SEC71,0.0,1939.0,0.0,1939.0
11844,Astyanax_pachon,KAG9275036.1,ARFGEF3,Drosophila_melanogaster,NP_001096888.2,CG5937,5.929999999999999e-159,561.0,3.72e-159,561.0
3093,Astyanax_pachon,KAG9263688.1,ARFIP2,Drosophila_melanogaster,NP_650058.1,ARFIP,4.8100000000000006e-79,293.0,3.06e-79,293.0
13320,Astyanax_pachon,KAG9276967.1,ARFRP1,Drosophila_melanogaster,NP_572526.1,ARFRP1,1.73e-71,267.0,1.16e-71,267.0
6315,Astyanax_pachon,KAG9267570.1,ARG1,Drosophila_melanogaster,NP_524875.1,ARG,4.7799999999999995e-61,233.0,3.49e-61,233.0
1110,Astyanax_pachon,KAG9260979.1,ARHGAP1,Drosophila_melanogaster,NP_001261743.1,RHOGAP68F,1.01e-62,239.0,6.5e-63,239.0
6389,Astyanax_pachon,KAG9267669.1,ARHGAP17,Drosophila_melanogaster,NP_001287414.1,RHOGAP92B,2.14e-50,199.0,1.26e-50,199.0
12734,Astyanax_pachon,KAG9276256.1,ARHGAP28,Drosophila_melanogaster,NP_001036454.1,CONU,3.0800000000000003e-31,135.0,1.98e-31,135.0
17074,Astyanax_pachon,KAG9282131.1,ARHGAP35,Drosophila_melanogaster,NP_001259659.1,RHOGAPP190,2.22e-178,625.0,1.3799999999999999e-178,625.0
10732,Astyanax_pachon,KAG9273324.1,ARHGAP42,Drosophila_melanogaster,NP_573070.2,GRAF,7.74e-127,453.0,5.99e-127,453.0
4515,Astyanax_pachon,KAG9265610.1,ARHGAP42A,Drosophila_melanogaster,NP_573070.2,GRAF,3.88e-127,454.0,2.99e-127,454.0
6794,Astyanax_pachon,KAG9268132.1,ARHGAP5,Drosophila_melanogaster,NP_001259659.1,RHOGAPP190,3.3500000000000003e-183,641.0,2.1e-183,641.0
3814,Astyanax_pachon,KAG9264618.1,ARHGDIA,Drosophila_melanogaster,NP_001262080.1,RHOGDI,5.84e-47,186.0,2.8100000000000004e-47,186.0
3222,Astyanax_pachon,KAG9263862.1,ARHGDIB,Drosophila_melanogaster,NP_001262080.1,RHOGDI,1.88e-46,184.0,1.12e-46,184.0
6945,Astyanax_pachon,KAG9268301.1,ARHGEF10,Drosophila_melanogaster,NP_001259644.1,CG43658,1.27e-111,403.0,9.67e-112,403.0
17035,Astyanax_pachon,KAG9282021.1,ARHGEF12,Drosophila_melanogaster,NP_995869.1,RHOGEF2,5.7899999999999994e-55,215.0,5.74e-55,215.0
16631,Astyanax_pachon,KAG9281498.1,ARHGEF15,Drosophila_melanogaster,NP_648942.1,EXN,3.15e-67,255.0,2.49e-67,255.0
10214,Astyanax_pachon,KAG9272661.1,ARHGEF6,Drosophila_melanogaster,NP_001163021.1,RTGEF,7.41e-87,320.0,4.07e-87,320.0
17148,Astyanax_pachon,KAG9282213.1,ARHGEF9,Drosophila_melanogaster,NP_001163307.1,RHOGEF3,1.89e-45,182.0,1.83e-45,182.0
14879,Astyanax_pachon,KAG9279294.1,ARID1A,Drosophila_melanogaster,NP_001262680.1,OSA,1.73e-88,327.0,1.28e-88,327.0
17799,Astyanax_pachon,KAG9283094.1,ARID1B,Drosophila_melanogaster,NP_001262680.1,OSA,1.21e-93,344.0,9.77e-94,344.0
5342,Astyanax_pachon,KAG9266499.1,ARIH1,Drosophila_melanogaster,NP_001245736.1,ARI-1,1.01e-204,711.0,6.4e-205,711.0
8935,Astyanax_pachon,KAG9270906.1,ARIH2,Drosophila_melanogaster,NP_477374.1,ARI-2,1.82e-151,534.0,1.24e-151,534.0
15758,Astyanax_pachon,KAG9280358.1,ARL1,Drosophila_melanogaster,NP_524098.2,ARL1,3.04e-74,276.0,2.03e-74,276.0
11377,Astyanax_pachon,KAG9274290.1,ARL2,Drosophila_melanogaster,NP_476886.1,ARL2,1.89e-78,290.0,1.27e-78,290.0
11959,Astyanax_pachon,KAG9275158.1,ARL3,Drosophila_melanogaster,NP_650995.1,DND,7.32e-64,242.0,3.47e-64,242.0
4019,Astyanax_pachon,KAG9264960.1,ARL4A,Drosophila_melanogaster,NP_651905.1,ARL4,1.01e-50,198.0,1.06e-50,198.0
9259,Astyanax_pachon,KAG9271432.1,ARL5A,Drosophila_melanogaster,NP_648201.1,ARL5,9.170000000000001e-79,291.0,6.17e-79,291.0
11228,Astyanax_pachon,KAG9274089.1,ARL5B,Drosophila_melanogaster,NP_648201.1,ARL5,5.8700000000000005e-77,285.0,3.95e-77,285.0
2168,Astyanax_pachon,KAG9262531.1,ARL6,Drosophila_melanogaster,NP_001286615.1,ARL6,5.76e-55,212.0,4.19e-55,212.0
3398,Astyanax_pachon,KAG9264116.1,ARL6IP1,Drosophila_melanogaster,NP_001262647.1,ARL6IP1,3.21e-20,96.7,2.1e-20,96.7
870,Astyanax_pachon,KAG9260737.1,ARL8A,Drosophila_melanogaster,NP_001287225.1,ARL8,2.17e-91,333.0,1.46e-91,333.0
13252,Astyanax_pachon,KAG9276886.1,ARL8BA,Drosophila_melanogaster,NP_001287225.1,ARL8,1.06e-94,344.0,7.11e-95,344.0
17344,Astyanax_pachon,KAG9282497.1,ARMC2,Drosophila_melanogaster,NP_727502.1,CG32668,6.22e-30,131.0,4.35e-30,131.0
17063,Astyanax_pachon,KAG9282095.1,ARMC4,Drosophila_melanogaster,NP_609111.1,GUDU,1.14e-71,270.0,4.83e-72,270.0
14486,Astyanax_pachon,KAG9278685.1,ARMC6,Drosophila_melanogaster,NP_611306.1,CG5721,1.52e-48,192.0,1.01e-48,192.0
6622,Astyanax_pachon,KAG9267944.1,ARMC7,Drosophila_melanogaster,NP_650541.1,CG14881,7.16e-09,58.9,5.2e-09,58.9
17744,Astyanax_pachon,KAG9283011.1,ARMT1,Drosophila_melanogaster,NP_611634.1,CG11474,9.4e-75,279.0,6.15e-75,279.0
12823,Astyanax_pachon,KAG9276351.1,ARNT,Drosophila_melanogaster,NP_001262397.1,TGO,9.81e-135,479.0,5.64e-135,479.0
9796,Astyanax_pachon,KAG9272122.1,ARNTL,Drosophila_melanogaster,NP_524168.2,CYC,6.45e-118,423.0,2.61e-118,423.0
3325,Astyanax_pachon,KAG9264003.1,ARPC1A-A,Drosophila_melanogaster,NP_476596.1,ARPC1,2.89e-111,400.0,1.9999999999999998e-111,400.0
9566,Astyanax_pachon,KAG9271810.1,ARPC2,Drosophila_melanogaster,NP_001286102.1,ARPC2,1.0200000000000001e-129,461.0,6.9300000000000004e-130,461.0
5174,Astyanax_pachon,KAG9266331.1,ARPC3-B,Drosophila_melanogaster,NP_650498.3,ARPC3A,2.1e-60,230.0,1.41e-60,230.0
13439,Astyanax_pachon,KAG9277146.1,ARPC4,Drosophila_melanogaster,NP_608996.1,ARPC4,2.6500000000000003e-72,270.0,1.21e-72,270.0
17324,Astyanax_pachon,KAG9282472.1,ARPC5,Drosophila_melanogaster,NP_001259945.1,ARPC5,1.8500000000000002e-35,147.0,1.16e-35,147.0
8655,Astyanax_pachon,KAG9270526.1,ARPC5L,Drosophila_melanogaster,NP_001259945.1,ARPC5,5.48e-34,142.0,3.7099999999999997e-34,142.0
4100,Astyanax_pachon,KAG9265087.1,ARRB1,Drosophila_melanogaster,NP_001247400.1,KRZ,1.71e-136,484.0,1.29e-136,484.0
5501,Astyanax_pachon,KAG9266701.1,ARRDC2,Drosophila_melanogaster,NP_649688.1,CG1105,3.8000000000000004e-31,134.0,2.6600000000000003e-31,134.0
2399,Astyanax_pachon,KAG9262935.1,ARRDC3,Drosophila_melanogaster,NP_649688.1,CG1105,6.05e-33,140.0,4.15e-33,140.0
4994,Astyanax_pachon,KAG9266152.1,ARSB,Drosophila_melanogaster,NP_610807.3,CG8646,2.34e-96,351.0,1.68e-96,351.0
16430,Astyanax_pachon,KAG9281164.1,ARSI,Drosophila_melanogaster,NP_610807.3,CG8646,1.57e-97,355.0,1.05e-97,355.0
17296,Astyanax_pachon,KAG9282378.1,ARV1,Drosophila_melanogaster,NP_730651.1,ARV1,4.42e-16,83.2,2.94e-16,83.2
6053,Astyanax_pachon,KAG9267314.1,ASAH2,Drosophila_melanogaster,NP_001263109.1,CDASE,2.61e-154,544.0,1.68e-154,544.0
18095,Astyanax_pachon,KAG9283498.1,ASAP1,Drosophila_melanogaster,NP_001163085.1,ASAP,1.0500000000000001e-179,629.0,6.93e-180,629.0
7085,Astyanax_pachon,KAG9268481.1,ASAP2,Drosophila_melanogaster,NP_001163085.1,ASAP,1.7099999999999998e-188,658.0,1.2899999999999999e-188,658.0
6664,Astyanax_pachon,KAG9267986.1,ASCC1,Drosophila_melanogaster,NP_610545.1,CG12129,3.95e-38,157.0,2.64e-38,157.0
1818,Astyanax_pachon,KAG9262023.1,ASCC2,Drosophila_melanogaster,NP_570025.1,CG2701,6.63e-34,144.0,4.52e-34,144.0
14714,Astyanax_pachon,KAG9279033.1,ASF1BA,Drosophila_melanogaster,NP_001189131.1,ASF1,4.4400000000000005e-66,249.0,3.3e-66,249.0
2524,Astyanax_pachon,KAG9263020.1,ASH2L,Drosophila_melanogaster,NP_788735.1,ASH2,7.940000000000001e-132,469.0,5.0000000000000006e-132,469.0
8272,Astyanax_pachon,KAG9270103.1,ASIC1A,Drosophila_melanogaster,NP_001138151.2,PPK8,5.21e-11,67.4,3.04e-11,67.4
4568,Astyanax_pachon,KAG9265684.1,ASL,Drosophila_melanogaster,NP_001027234.1,ARGL,7.77e-133,472.0,5.2700000000000005e-133,472.0
2207,Astyanax_pachon,KAG9262577.1,ASNA1,Drosophila_melanogaster,NP_610296.2,CG1598,3.65e-131,466.0,2.42e-131,466.0
15085,Astyanax_pachon,KAG9279602.1,ASNS,Drosophila_melanogaster,NP_996132.1,ASNS,7.180000000000001e-79,293.0,4.8100000000000006e-79,293.0
9525,Astyanax_pachon,KAG9271718.1,ASNSD1,Drosophila_melanogaster,NP_001036446.2,CG17486,1.04e-73,276.0,6.3699999999999994e-74,276.0
11196,Astyanax_pachon,KAG9274038.1,ASPH,Drosophila_melanogaster,NP_725525.1,ASPH,1.0599999999999999e-90,332.0,1.23e-90,332.0
