,# Pachon.faa,a,Ast.faa,b ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
33235,KAG9281029.1,PKP3,XP_007228299.3,PKP3A,0.0,1615.0,0.0,1615.0
33234,KAG9281028.1,HEXA,XP_007228301.1,HEXA,0.0,1109.0,0.0,1109.0
33233,KAG9281027.1,NR2E3,XP_007228304.1,NR2E3,3.3e-232,803.0,1.1e-232,803.0
33232,KAG9281026.1,STOML1,XP_007228305.3,STOML1,3.9699999999999997e-233,806.0,1.3199999999999998e-233,806.0
33230,KAG9281024.1,CCDC33,XP_007228306.3,CCDC33,7.77e-174,609.0,2.58e-174,609.0
33228,KAG9281023.1,KAG9281023.1,XP_007228308.1,STRA6,0.0,1306.0,0.0,1306.0
33227,KAG9281022.1,ISLR2,XP_007228309.3,ISLR2,0.0,1132.0,0.0,1132.0
33226,KAG9281021.1,SEMA7A,XP_007228310.3,SEMA7A,0.0,1326.0,0.0,1326.0
33225,KAG9281020.1,COMMD4,XP_007228311.1,COMMD4,2.67e-104,377.0,8.86e-105,377.0
33222,KAG9281018.1,MAN2C1,XP_007228312.3,MAN2C1,0.0,2109.0,0.0,2109.0
33223,KAG9281019.1,NEIL1,XP_007228314.3,NEIL1,1.9699999999999998e-239,827.0,6.54e-240,827.0
33221,KAG9281017.1,CA12,XP_007228315.1,CA12,1.87e-297,1020.0,6.21e-298,1020.0
33213,KAG9281015.1,MIG-6,XP_007228317.2,SI:DKEYP-73B11.8,9.29e-115,412.0,3.0799999999999996e-115,412.0
33212,KAG9281014.1,USP3,XP_007228318.1,USP3,0.0,1085.0,0.0,1085.0
33209,KAG9281012.1,CIART,XP_007228320.3,LOC103025905,5.6599999999999996e-207,719.0,1.8799999999999998e-207,719.0
33210,KAG9281012.1,CIART,XP_007228321.3,LOC103025905,5.6599999999999996e-207,719.0,1.8799999999999998e-207,719.0
33207,KAG9281010.1,TBC1D2B,XP_007228323.3,TBC1D2B,0.0,1820.0,0.0,1820.0
33206,KAG9281009.1,SH2D7,XP_007228324.2,LOC103027007,0.0,1057.0,0.0,1057.0
33204,KAG9281008.1,CIB2,XP_007228325.1,CIB2,5.0099999999999997e-104,376.0,1.6699999999999998e-104,376.0
33495,KAG9281170.1,BBS12,XP_007228351.3,BBS12,0.0,1280.0,0.0,1280.0
33334,KAG9281097.1,FANCI,XP_007228361.1,FANCI,0.0,2461.0,0.0,2461.0
33330,KAG9281094.1,GDPGP1,XP_007228362.3,GDPGP1,1.62e-220,764.0,5.37e-221,764.0
33288,KAG9281067.1,PTHLH,XP_007228366.3,PTHLHB,4e-106,383.0,1.33e-106,383.0
33242,KAG9281032.1,P2RY1,XP_007228368.3,LOC103041761,1.1100000000000001e-209,728.0,3.6800000000000005e-210,728.0
19391,KAG9271998.1,POLR2C,XP_007228370.1,POLR2C,2.46e-155,547.0,8.180000000000001e-156,547.0
19378,KAG9271991.1,KAG9271991.1,XP_007228373.2,DNAJC24,1.5199999999999998e-81,301.0,5.0499999999999996e-82,301.0
19372,KAG9271990.1,PAX6A,XP_007228377.1,PAX6A,2e-242,837.0,6.66e-243,837.0
19370,KAG9271989.1,WT1-A,XP_007228381.1,WT1A,3.9699999999999997e-205,713.0,1.32e-205,713.0
19371,KAG9271989.1,WT1-A,XP_007228382.1,WT1A,5.3299999999999995e-197,686.0,1.7599999999999997e-197,686.0
19362,KAG9271987.1,TCP11L1,XP_007228383.3,TCP11L1,8.54e-279,958.0,2.84e-279,958.0
19363,KAG9271987.1,TCP11L1,XP_007228384.3,TCP11L1,3e-265,913.0,9.64e-266,913.0
19359,KAG9271986.1,HIPK3,XP_007228385.3,HIPK3A,0.0,2118.0,0.0,2118.0
19361,KAG9271986.1,HIPK3,XP_007228386.3,HIPK3A,0.0,2111.0,0.0,2111.0
19358,KAG9271986.1,HIPK3,XP_007228387.3,HIPK3A,0.0,2124.0,0.0,2124.0
19343,KAG9271979.1,CYB5R2,XP_007228392.3,LOC103022560,3.74e-175,613.0,1.24e-175,613.0
19339,KAG9271976.1,DKK3,XP_007228393.2,DKK3B,1.97e-151,534.0,6.559999999999999e-152,534.0
19341,KAG9271977.1,FAR1,XP_007228394.2,FAR1,1.25e-292,1004.0,4.14e-293,1004.0
19340,KAG9271977.1,FAR1,XP_007228395.2,FAR1,0.0,1055.0,0.0,1055.0
19320,KAG9271965.1,CECR2,XP_007228409.3,LOC103027200,0.0,2814.0,0.0,2814.0
19321,KAG9271965.1,CECR2,XP_007228410.3,LOC103027200,0.0,2808.0,0.0,2808.0
19318,KAG9271964.1,ADA2A,XP_007228411.3,ADA2A,1.51e-293,1007.0,5.01e-294,1007.0
19315,KAG9271961.1,NDUFA9,XP_007228414.1,NDUFA9A,1.29e-219,761.0,4.29e-220,761.0
19316,KAG9271962.1,GALNT8,XP_007228415.2,LOC103028764,0.0,1209.0,0.0,1209.0
19317,KAG9271963.1,RIBC2,XP_007228416.3,RIBC2,6.82e-180,629.0,2.2599999999999998e-180,629.0
19312,KAG9271959.1,KAG9271959.1,XP_007228419.2,C10H12ORF4,0.0,1065.0,0.0,1065.0
19307,KAG9271956.1,KAG9271956.1,XP_007228421.2,LOC103030564,2.5e-137,487.0,8.3e-138,487.0
19306,KAG9271955.1,TIGARA,XP_007228422.1,TIGARA,2.49e-146,517.0,8.269999999999999e-147,517.0
19305,KAG9271954.1,CCND2,XP_007228423.2,CCND2A,9.68e-167,585.0,3.21e-167,585.0
19304,KAG9271953.1,JHDM1DB,XP_007228424.3,KDM7AB,0.0,1655.0,0.0,1655.0
19291,KAG9271943.1,NRROS,XP_007228432.3,LOC103034045,0.0,1191.0,0.0,1191.0
19290,KAG9271942.1,TNFSF13B,XP_007228433.3,LOC103034367,1.03e-124,445.0,3.42e-125,445.0
19285,KAG9271938.1,AR,XP_007228437.3,LOC103035547,0.0,1159.0,0.0,1159.0
19281,KAG9271936.1,ZC4H2,XP_007228439.1,LOC103036162,1.37e-116,418.0,4.54e-117,418.0
19279,KAG9271934.1,ASB12,XP_007228440.2,ASB12B,6.86e-140,496.0,2.0999999999999997e-140,496.0
19272,KAG9271930.1,SH2D1A,XP_007228446.1,SH2D1AB,3e-81,300.0,9.959999999999999e-82,300.0
19271,KAG9271929.1,AGTR2,XP_007228447.2,LOC103038562,6.8799999999999995e-205,712.0,2.28e-205,712.0
19270,KAG9271928.1,APOOL,XP_007228449.3,LOC103038878,2.89e-152,537.0,9.6e-153,537.0
19264,KAG9271924.1,POU3F4,XP_007228452.2,LOC103039910,7.13e-199,692.0,2.3699999999999997e-199,692.0
19261,KAG9271921.1,KAG9271921.1,XP_007228453.2,LOC103040228,2.4800000000000002e-155,547.0,8.240000000000001e-156,547.0
19255,KAG9271914.1,GPR174,XP_007228458.2,GPR174,3.53e-193,673.0,1.17e-193,673.0
19252,KAG9271911.1,CYSLTR1,XP_007228460.1,CYSLTR1,1.4200000000000001e-195,681.0,4.71e-196,681.0
19248,KAG9271908.1,EDNRB,XP_007228462.1,LOC103043510,7.41e-245,845.0,2.4600000000000002e-245,845.0
19247,KAG9271907.1,POLR1D,XP_007228463.3,POLR1D,5.5e-60,229.0,1.83e-60,229.0
19245,KAG9271905.1,CANX,XP_007228464.3,SI:CH211-274F20.2,9.320000000000001e-245,845.0,3.1e-245,845.0
19246,KAG9271906.1,VAMP7,XP_007228466.1,SYBL1,2.62e-119,427.0,8.7e-120,427.0
19244,KAG9271904.1,RHOG,XP_007228467.1,RHOGD,1e-106,385.0,3.32e-107,385.0
19240,KAG9271902.1,PRPS1,XP_007228469.1,PRPS1B,5.889999999999999e-180,629.0,1.96e-180,629.0
19239,KAG9271901.1,SLC25A53,XP_007228471.3,LOC103046360,1.26e-161,568.0,4.17e-162,568.0
19234,KAG9271898.1,ZNF711,XP_007228472.1,ZNF711,0.0,1490.0,0.0,1490.0
19235,KAG9271899.1,KAG9271899.1,XP_007228474.3,ZGC:66447,0.0,1118.0,0.0,1118.0
19237,KAG9271899.1,KAG9271899.1,XP_007228475.3,ZGC:66447,0.0,1113.0,0.0,1113.0
19231,KAG9271895.1,KAG9271895.1,XP_007228476.2,ZGC:174917,5.99e-165,579.0,1.99e-165,579.0
19224,KAG9271889.1,RNF12-B,XP_007228478.3,RLIM,0.0,1080.0,0.0,1080.0
19220,KAG9271885.1,ZDHHC15B,XP_007228481.3,ZDHHC15B,8.820000000000001e-194,675.0,2.9300000000000003e-194,675.0
19223,KAG9271888.1,KAG9271888.1,XP_007228482.3,NEXMIFB,0.0,2535.0,0.0,2535.0
19219,KAG9271884.1,FGF16,XP_007228483.1,FGF16,7.85e-118,422.0,2.61e-118,422.0
19217,KAG9271883.1,ATRX,XP_007228484.3,ATRX,0.0,3189.0,0.0,3189.0
19218,KAG9271883.1,ATRX,XP_007228485.3,ATRX,0.0,3122.0,0.0,3122.0
19216,KAG9271882.1,NUP62,XP_007228486.3,NUP62L,3.3900000000000004e-157,554.0,1.2000000000000002e-157,554.0
19214,KAG9271878.1,MAGT1,XP_007228489.2,MAGT1,1.16e-185,648.0,3.85e-186,648.0
19209,KAG9271874.1,NLGN3,XP_007228490.3,NLGN3A,0.0,1716.0,0.0,1716.0
19207,KAG9271872.1,PCDH20,XP_007228492.3,PCDH20,0.0,1662.0,0.0,1662.0
19203,KAG9271869.1,FUT11,XP_007228494.3,FUT11,7.109999999999999e-297,1018.0,2.36e-297,1018.0
19204,KAG9271869.1,FUT11,XP_007228495.3,FUT11,7.109999999999999e-297,1018.0,2.36e-297,1018.0
19193,KAG9271867.1,NSDHL,XP_007228498.1,NSDHL,8.66e-200,695.0,2.88e-200,695.0
19192,KAG9271866.1,CETN1,XP_007228500.1,CETN2,2.92e-74,277.0,9.71e-75,277.0
19189,KAG9271865.1,GCNA,XP_007228501.3,GCNA,0.0,1118.0,0.0,1118.0
19188,KAG9271864.1,OGT,XP_007228502.2,OGT.1,0.0,1240.0,0.0,1240.0
19187,KAG9271864.1,OGT,XP_007228503.2,OGT.1,0.0,1248.0,0.0,1248.0
19186,KAG9271864.1,OGT,XP_007228504.2,OGT.1,0.0,1251.0,0.0,1251.0
19185,KAG9271864.1,OGT,XP_007228505.2,OGT.1,0.0,1259.0,0.0,1259.0
19182,KAG9271862.1,SLBP,XP_007228507.2,LOC103030345,1.02e-148,525.0,3.39e-149,525.0
19183,KAG9271862.1,SLBP,XP_007228508.2,LOC103030345,5.23e-146,516.0,1.7299999999999998e-146,516.0
19349,KAG9271982.1,OLFML3,XP_007228520.3,OLFML1,3.2400000000000003e-226,783.0,1.0700000000000001e-226,783.0
19308,KAG9271957.1,FGF6,XP_007228525.3,FGF6A,1.47e-95,348.0,4.88e-96,348.0
19257,KAG9271916.1,TBX22,XP_007228535.4,TBX22,2.4e-295,1013.0,7.96e-296,1013.0
19229,KAG9271893.1,KAG9271893.1,XP_007228541.3,SI:CH211-153B23.4,0.0,1695.0,0.0,1695.0
19215,KAG9271881.1,CNGA2,XP_007228546.3,CNGA2A,0.0,1300.0,0.0,1300.0
1477,KAG9260308.1,RPL22,XP_007228561.1,RPL22,1.5400000000000001e-72,271.0,5.13e-73,271.0
1476,KAG9260307.1,AGTRAP,XP_007228563.1,LOC103021412,3.8399999999999996e-91,333.0,1.28e-91,333.0
1474,KAG9260305.1,PANK4,XP_007228566.2,PANK4,0.0,1529.0,0.0,1529.0
1471,KAG9260303.1,INKA2,XP_007228570.2,LOC103023171,8.57e-206,715.0,2.85e-206,715.0
30943,KAG9279603.1,BLOC1S4,XP_007228577.2,BLOC1S4,4.14e-105,380.0,1.37e-105,380.0
30944,KAG9279603.1,BLOC1S4,XP_007228578.2,BLOC1S4,2.65e-103,374.0,8.76e-104,374.0
30945,KAG9279604.1,KAG9279604.1,XP_007228579.2,PARD6GB,3.2300000000000005e-235,813.0,1.07e-235,813.0
30948,KAG9279606.1,DTNBP1,XP_007228580.3,DTNBP1B,1e-93,342.0,3.29e-94,342.0
30949,KAG9279606.1,DTNBP1,XP_007228581.3,DTNBP1B,4.11e-90,330.0,1.33e-90,330.0
30950,KAG9279607.1,MYLIPA,XP_007228582.2,MYLIPA,2.05e-276,950.0,6.81e-277,950.0
30951,KAG9279608.1,NPR1,XP_007228583.2,NPR1A,0.0,2128.0,0.0,2128.0
30956,KAG9279611.1,GON4L,XP_007228584.3,GON4LA,0.0,3053.0,0.0,3053.0
30960,KAG9279615.1,PRRT1,XP_007228588.3,PRRT1,1.2900000000000002e-124,445.0,3.7400000000000004e-125,445.0
30961,KAG9279616.1,TMEM268,XP_007228590.3,LOC103029604,1.1400000000000001e-194,678.0,3.79e-195,678.0
30965,KAG9279618.1,NEU1,XP_007228594.2,LOC103030882,9.629999999999999e-228,788.0,3.1999999999999996e-228,788.0
30971,KAG9279621.1,ZBTB12,XP_007228595.2,ZBTB12.2,1.54e-268,924.0,5.1200000000000005e-269,924.0
30972,KAG9279621.1,ZBTB12,XP_007228597.2,ZBTB12.2,9.869999999999999e-267,918.0,3.2699999999999996e-267,918.0
30973,KAG9279622.1,SACM1LA,XP_007228599.1,SACM1LA,0.0,1192.0,0.0,1192.0
32706,KAG9280714.1,LINGO1,XP_007228605.3,LINGO1A,7.55e-203,706.0,2.51e-203,706.0
32707,KAG9280714.1,LINGO1,XP_007228606.3,LINGO1A,7.55e-203,706.0,2.51e-203,706.0
32704,KAG9280712.1,SNX33,XP_007228608.2,SNX33,0.0,1095.0,0.0,1095.0
32703,KAG9280711.1,SNUPN,XP_007228609.1,SNUPN,1.82e-199,694.0,6.04e-200,694.0
32702,KAG9280710.1,PTPN9,XP_007228610.1,PTPN9A,0.0,1159.0,0.0,1159.0
32696,KAG9280706.1,SLC25A44,XP_007228611.2,SLC25A44A,3.8499999999999997e-175,613.0,1.28e-175,613.0
32697,KAG9280706.1,SLC25A44,XP_007228612.2,SLC25A44A,3.8499999999999997e-175,613.0,1.28e-175,613.0
32698,KAG9280708.1,CRABP1,XP_007228615.1,CRABP1A,9.16e-77,285.0,3.0400000000000003e-77,285.0
32695,KAG9280705.1,IREB2,XP_007228616.3,IREB2,0.0,1936.0,0.0,1936.0
1746,KAG9260488.1,SOX11-A,XP_007228619.3,SOX12,9.07e-203,705.0,3.01e-203,705.0
1755,KAG9260492.1,ZC3H11B,XP_007228620.3,ZC3H11A,0.0,1535.0,0.0,1535.0
1761,KAG9260492.1,ZC3H11B,XP_007228621.3,ZC3H11A,0.0,1528.0,0.0,1528.0
1753,KAG9260490.1,KAG9260490.1,XP_007228622.2,TRIB3,2.13e-203,707.0,7.08e-204,707.0
1762,KAG9260493.1,CHIA,XP_007228623.3,LOC103040327,1.05e-273,941.0,3.33e-274,941.0
1763,KAG9260494.1,CHIA,XP_007228624.3,LOC103040645,3.9899999999999996e-279,959.0,1.32e-279,959.0
1764,KAG9260495.1,CHIA,XP_007228625.3,CHIA.1,4.1399999999999996e-270,929.0,1.37e-270,929.0
1775,KAG9260500.1,PPP1R15B,XP_007228633.3,LOC103042795,0.0,1245.0,0.0,1245.0
1783,KAG9260502.1,GOLT1A,XP_007228645.1,GOLT1A,6.47e-57,219.0,2.15e-57,219.0
34381,KAG9281735.1,KAG9281735.1,XP_007228652.3,SI:DKEY-220K22.3,4.05e-127,453.0,1.35e-127,453.0
34382,KAG9281736.1,MEGF9,XP_007228653.3,SI:DKEY-220K22.1,2.7599999999999996e-292,1003.0,9.18e-293,1003.0
34388,KAG9281739.1,ATP2A2,XP_007228659.1,ATP2A3,0.0,1934.0,0.0,1934.0
34389,KAG9281739.1,ATP2A2,XP_007228660.1,ATP2A3,0.0,1907.0,0.0,1907.0
34393,KAG9281743.1,UBE2G1,XP_007228661.1,UBE2G1A,1.8e-87,321.0,5.45e-88,321.0
34395,KAG9281745.1,RUVBL2,XP_007228663.1,RUVBL2,6.07e-253,872.0,2.02e-253,872.0
30097,KAG9279051.1,FN3KRP,XP_007228671.2,FN3KRP,3.07e-174,610.0,9.899999999999999e-175,610.0
30098,KAG9279052.1,ZNF750,XP_007228672.3,ZNF750,0.0,1163.0,0.0,1163.0
30101,KAG9279055.1,KAG9279055.1,XP_007228674.3,SI:CH211-165G14.1,0.0,1169.0,0.0,1169.0
30110,KAG9279063.1,KAG9279063.1,XP_007228677.3,LSM12A,3.6000000000000004e-105,380.0,1.09e-105,380.0
30126,KAG9279071.1,IFNA3,XP_007228683.3,LOC103031198,1.49e-77,288.0,4.13e-78,288.0
24590,KAG9275512.1,CCNJ,XP_007228703.3,CCNJ,1.04e-212,738.0,3.85e-213,738.0
24581,KAG9275507.1,HS3ST1,XP_007228708.2,HS3ST1L1,8.94e-182,635.0,2.97e-182,635.0
24580,KAG9275506.1,VENT1,XP_007228709.3,VENT,1.31e-128,458.0,4.3500000000000006e-129,458.0
24579,KAG9275505.1,VENT1B,XP_007228723.3,VOX,7.98e-151,532.0,2.65e-151,532.0
22115,KAG9273796.1,RBP2,XP_007228726.2,RBP2B,3.59e-76,283.0,1.19e-76,283.0
22112,KAG9273794.1,NMNAT3,XP_007228727.2,NMNAT3,9.58e-149,525.0,3.1799999999999997e-149,525.0
22113,KAG9273794.1,NMNAT3,XP_007228729.2,NMNAT3,9.58e-149,525.0,3.1799999999999997e-149,525.0
22114,KAG9273795.1,RBP1,XP_007228732.2,LOC103047799,1.11e-77,288.0,3.69e-78,288.0
22109,KAG9273791.1,SPSB4,XP_007228733.1,SPSB4A,4.62e-164,576.0,1.5400000000000001e-164,576.0
22103,KAG9273788.1,EPHA4-A,XP_007228735.2,EPHA4A,0.0,1989.0,0.0,1989.0
4778,KAG9262382.1,TCEANC,XP_007228744.3,LOC103025179,2.42e-191,667.0,7.99e-192,667.0
4785,KAG9262385.1,GEMIN8,XP_007228748.2,GEMIN8,5.040000000000001e-103,373.0,1.57e-103,373.0
4782,KAG9262385.1,GEMIN8,XP_007228749.2,GEMIN8,1.92e-108,391.0,5.95e-109,391.0
4783,KAG9262385.1,GEMIN8,XP_007228750.2,GEMIN8,1.58e-104,378.0,4.8500000000000005e-105,378.0
4790,KAG9262387.1,CRYAA,XP_007228751.1,CRYAA,3.11e-96,350.0,1.03e-96,350.0
4791,KAG9262388.1,SIK1,XP_007228753.3,LOC103027494,0.0,1508.0,0.0,1508.0
4792,KAG9262388.1,SIK1,XP_007228754.3,LOC103027494,0.0,1485.0,0.0,1485.0
4793,KAG9262389.1,HSF2BP,XP_007228755.3,LOC103028036,8.05e-184,642.0,2.67e-184,642.0
4802,KAG9262394.1,RAB20,XP_007228756.2,LOC103028343,3.94e-142,503.0,1.31e-142,503.0
4799,KAG9262392.1,ING1,XP_007228759.3,LOC103029173,5.58e-146,516.0,1.85e-146,516.0
4795,KAG9262391.1,UBE2A,XP_007228760.1,LOC103029486,9.62e-83,305.0,3.2e-83,305.0
4794,KAG9262390.1,ANKRD10,XP_007228761.3,ANKRD10A,1.1199999999999999e-150,532.0,3.72e-151,532.0
4803,KAG9262395.1,IRS2,XP_007228762.3,IRS2A,0.0,2155.0,0.0,2155.0
4804,KAG9262396.1,LIG4,XP_007228763.3,LIG4,0.0,1849.0,0.0,1849.0
4805,KAG9262397.1,FAM155A,XP_007228768.3,NALF1A,4.77e-221,766.0,1.5699999999999999e-221,766.0
1988,KAG9260610.1,KAG9260610.1,XP_007228772.1,THOC7,8.51e-106,382.0,2.82e-106,382.0
1976,KAG9260605.1,KAG9260605.1,XP_007228776.1,C24H3ORF14,9.530000000000001e-80,295.0,3.1700000000000003e-80,295.0
1970,KAG9260602.1,STIMATE,XP_007228783.4,STIMATE,9.75e-169,592.0,2.6e-169,592.0
1962,KAG9260598.1,GATA2,XP_007228786.1,GATA2A,1.2899999999999999e-274,944.0,4.29e-275,944.0
1961,KAG9260596.1,RPN1,XP_007228788.2,RPN1,0.0,1172.0,0.0,1172.0
1955,KAG9260593.1,GLT8D1,XP_007228792.3,GLT8D1,7.18e-208,722.0,2.2600000000000003e-208,722.0
1954,KAG9260592.1,SPCS1,XP_007228793.1,SPCS1,1.31e-51,201.0,4.35e-52,201.0
23833,KAG9275012.1,TMEM87A,XP_007228803.4,TMEM87B,0.0,1128.0,0.0,1128.0
23832,KAG9275011.1,MERTK,XP_007228805.3,MERTKA,0.0,1817.0,0.0,1817.0
23829,KAG9275008.1,BCL2L11,XP_007228807.1,BCL2L11,5.59e-113,406.0,1.68e-113,406.0
23827,KAG9275006.1,VIP,XP_007228809.1,VIP,2.16e-60,231.0,6.0799999999999994e-61,231.0
23824,KAG9275004.1,MTRF1L,XP_007228810.3,MTRF1L,1.04e-239,828.0,3.4599999999999996e-240,828.0
23825,KAG9275005.1,FBXO5,XP_007228811.3,FBXO5,2.7500000000000004e-213,740.0,9.149999999999999e-214,740.0
23826,KAG9275005.1,FBXO5,XP_007228812.3,FBXO5,2.7500000000000004e-213,740.0,9.149999999999999e-214,740.0
23820,KAG9275002.1,CCDC177,XP_007228813.3,LOC103022869,4.26e-238,823.0,1.42e-238,823.0
23821,KAG9275003.1,SLC29A1,XP_007228814.3,SLC29A1A,2.39e-249,860.0,7.95e-250,860.0
23822,KAG9275003.1,SLC29A1,XP_007228815.3,SLC29A1A,2.39e-249,860.0,7.95e-250,860.0
23815,KAG9275000.1,TMEM63B,XP_007228818.1,TMEM63BA,0.0,1652.0,0.0,1652.0
23818,KAG9275000.1,TMEM63B,XP_007228819.1,TMEM63BA,0.0,1616.0,0.0,1616.0
23809,KAG9274998.1,FGFR2,XP_007228823.3,FGFR2,0.0,1717.0,0.0,1717.0
4271,KAG9262042.1,GAS2L1,XP_007228833.3,GAS2L1,0.0,2050.0,0.0,2050.0
4265,KAG9262040.1,RASL10B,XP_007228834.1,RASL10A,1.58e-114,411.0,5.26e-115,411.0
4272,KAG9262043.1,RHBDD3,XP_007228839.3,RHBDD3,8.43e-212,735.0,2.8e-212,735.0
4286,KAG9262050.1,ZNF703,XP_007228840.3,ZNF703,5.97e-286,982.0,1.98e-286,982.0
4283,KAG9262049.1,TIA1,XP_007228841.1,TIA1L,8.919999999999999e-197,685.0,2.9399999999999995e-197,685.0
4285,KAG9262049.1,TIA1,XP_007228842.1,TIA1L,7.31e-193,672.0,2.3800000000000002e-193,672.0
4284,KAG9262049.1,TIA1,XP_007228843.1,TIA1L,1.1400000000000001e-194,678.0,3.7000000000000004e-195,678.0
4290,KAG9262053.1,BMP10,XP_007228847.3,BMP10,2.48e-286,983.0,8.25e-287,983.0
4296,KAG9262058.1,SNRNP27,XP_007228848.1,SNRNP27,1.38e-40,165.0,4.57e-41,165.0
4289,KAG9262052.1,CH25H,XP_007228853.3,CH25HL3,3.72e-160,563.0,1.23e-160,563.0
6144,KAG9263341.1,FAM136A,XP_007228862.1,FAM136A,5.86e-75,279.0,1.95e-75,279.0
6146,KAG9263343.1,GGCX,XP_007228863.3,GGCX,0.0,1552.0,0.0,1552.0
6148,KAG9263345.1,LOX,XP_007228864.3,LOXA,3.14e-229,793.0,1.0399999999999999e-229,793.0
6149,KAG9263345.1,LOX,XP_007228865.3,LOXA,1.25e-228,791.0,4.1599999999999995e-229,791.0
6147,KAG9263344.1,SNX24,XP_007228866.2,SNX24,1.24e-95,348.0,4.11e-96,348.0
6151,KAG9263348.1,PSAP,XP_007228870.2,SFTPBA,1.1e-200,698.0,3.65e-201,698.0
6159,KAG9263355.1,ATP6V0A2,XP_007228879.3,ATP6V0A2A,0.0,1680.0,0.0,1680.0
6160,KAG9263355.1,ATP6V0A2,XP_007228880.3,ATP6V0A2A,0.0,1670.0,0.0,1670.0
6161,KAG9263356.1,NFKBIL1,XP_007228881.3,NFKBIL1,1.5300000000000001e-192,671.0,5.08e-193,671.0
6166,KAG9263361.1,HVCN1,XP_007228886.2,HVCN1,8.52e-121,432.0,2.83e-121,432.0
6167,KAG9263361.1,HVCN1,XP_007228887.2,HVCN1,8.52e-121,432.0,2.83e-121,432.0
6165,KAG9263360.1,TCTN1,XP_007228889.3,TCTN1,0.0,1234.0,0.0,1234.0
6168,KAG9263362.1,CSGALNACT1,XP_007228890.3,CSGALNACT1A,0.0,1096.0,0.0,1096.0
6175,KAG9263368.1,SUB1,XP_007228895.1,SUB1A,4.34e-43,173.0,1.4400000000000002e-43,173.0
6174,KAG9263367.1,PSTPIP2,XP_007228897.3,PSTPIP2,3.08e-180,630.0,1.02e-180,630.0
6176,KAG9263369.1,GOLPH3,XP_007228899.2,GOLPH3B,2.7499999999999998e-149,527.0,9.14e-150,527.0
6178,KAG9263372.1,GFRA2,XP_007228901.2,GFRA2B,3.83e-288,989.0,1.2699999999999999e-288,989.0
25526,KAG9276127.1,SNRNP48,XP_007228915.3,SNRNP48,9.52e-154,542.0,3.16e-154,542.0
25527,KAG9276127.1,SNRNP48,XP_007228916.3,SNRNP48,4.87e-151,533.0,1.61e-151,533.0
25531,KAG9276132.1,CD6,XP_007228918.3,LOC103027386,0.0,1233.0,0.0,1233.0
25530,KAG9276131.1,KAG9276131.1,XP_007228920.2,CFAP418,3.16e-117,420.0,1.0500000000000001e-117,420.0
25532,KAG9276133.1,PLEKHF2,XP_007228922.2,PLEKHF2,6.4e-138,489.0,2.13e-138,489.0
25533,KAG9276134.1,ADRB3,XP_007228924.3,LOC103029284,7.57e-196,682.0,2.51e-196,682.0
25537,KAG9276137.1,NAGPA,XP_007228925.3,NAGPA,3.46e-296,1016.0,1.15e-296,1016.0
25538,KAG9276138.1,TP53INP1,XP_007228926.3,TP53INP1,4.88e-140,496.0,1.62e-140,496.0
25539,KAG9276139.1,CCNE2,XP_007228928.3,CCNE2,2.77e-228,790.0,8.289999999999999e-229,790.0
25540,KAG9276139.1,CCNE2,XP_007228929.3,CCNE2,2.77e-228,790.0,8.289999999999999e-229,790.0
25546,KAG9276141.1,GBP,XP_007228930.4,GBP,1.13e-112,405.0,3.77e-113,405.0
25547,KAG9276142.1,KCNV1,XP_007228931.2,KCNV1,1.72e-272,937.0,5.7200000000000005e-273,937.0
25548,KAG9276143.1,DEK,XP_007228932.1,DEK,1.55e-123,442.0,5.15e-124,442.0
25549,KAG9276143.1,DEK,XP_007228933.1,DEK,1.55e-123,442.0,5.15e-124,442.0
25551,KAG9276143.1,DEK,XP_007228935.1,DEK,1.59e-120,432.0,5.26e-121,432.0
25557,KAG9276148.1,DECR1,XP_007228940.3,DECR1,1.8599999999999999e-187,654.0,6.159999999999999e-188,654.0
25558,KAG9276149.1,CLEC3B,XP_007228942.1,CLEC3BA,2.47e-113,407.0,8.21e-114,407.0
16420,KAG9270014.1,BCAS2,XP_007228957.2,BCAS2,7.59e-123,439.0,2.17e-123,439.0
16417,KAG9270012.1,NRAS,XP_007228959.1,NRAS,8.070000000000001e-103,372.0,2.68e-103,372.0
16416,KAG9270011.1,ASB13,XP_007228960.1,ASB13B,1.64e-100,365.0,5.43e-101,365.0
16405,KAG9270002.1,ENDOG,XP_007228964.3,ENDOG,1.06e-163,575.0,3.48e-164,575.0
16421,KAG9270015.1,TRIM33,XP_007228969.3,TRIM33,0.0,2058.0,0.0,2058.0
2902,KAG9261123.1,GCG1,XP_007228978.2,GCGA,1.0999999999999999e-48,192.0,3.76e-49,192.0
2899,KAG9261120.1,KRT222,XP_007228981.3,KRT222,4.57e-236,816.0,1.5199999999999999e-236,816.0
2900,KAG9261121.1,METTL21A,XP_007228982.2,METTL21A,8.11e-121,432.0,2.69e-121,432.0
2898,KAG9261119.1,MMADHC,XP_007228984.2,MMADHCA,7.85e-166,582.0,2.53e-166,582.0
2888,KAG9261114.1,FAM207A,XP_007228985.2,SLX9,2.94e-116,417.0,9.760000000000001e-117,417.0
2885,KAG9261112.1,CNOT9,XP_007228993.1,CNOT9,2.48e-164,577.0,8.23e-165,577.0
2884,KAG9261111.1,FTCD,XP_007228994.2,FTCD,0.0,1046.0,0.0,1046.0
