,Ast,a,a2,Homo,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
18347,Astyanax_pachon,KAG9267464.1,ADAM12,Homo_sapiens,NP_001275902.1,ADAM12,0.0,1048.0,0.0,1048.0
54124,Astyanax_pachon,KAG9282938.1,ADAM17,Homo_sapiens,NP_003174.3,ADAM17,5.079999999999999e-274,944.0,7.6e-275,944.0
30771,Astyanax_pachon,KAG9272450.1,ADAM19,Homo_sapiens,NP_150377.1,ADAM19,1.08e-245,850.0,1.6799999999999999e-246,850.0
55944,Astyanax_pachon,KAG9283641.1,ADAM22,Homo_sapiens,NP_068369.1,ADAM22,0.0,1226.0,0.0,1226.0
42759,Astyanax_pachon,KAG9277636.1,ADAM23,Homo_sapiens,NP_003803.1,ADAM23,2.09e-289,995.0,3.41e-290,995.0
4545,Astyanax_pachon,KAG9261461.1,ADAM28,Homo_sapiens,XP_054215582.1,ADAM28,1.58e-176,620.0,2.12e-177,620.0
37322,Astyanax_pachon,KAG9275447.1,ADAM8,Homo_sapiens,NP_001100.3,ADAM8,1.1999999999999999e-165,584.0,1.78e-166,584.0
26126,Astyanax_pachon,KAG9270514.1,ADAM9,Homo_sapiens,NP_003807.1,ADAM9,4.36e-289,994.0,6.7e-290,994.0
6086,Astyanax_pachon,KAG9262173.1,ADAMTS1,Homo_sapiens,NP_008919.3,ADAMTS1,0.0,1132.0,0.0,1132.0
24997,Astyanax_pachon,KAG9270087.1,ADAMTS10,Homo_sapiens,XP_054178236.1,ADAMTS10,0.0,1548.0,0.0,1548.0
25820,Astyanax_pachon,KAG9270386.1,ADAMTS13,Homo_sapiens,NP_620594.1,ADAMTS13,0.0,1165.0,0.0,1165.0
18387,Astyanax_pachon,KAG9267482.1,ADAMTS14,Homo_sapiens,NP_542453.2,ADAMTS14,0.0,1511.0,0.0,1511.0
12946,Astyanax_pachon,KAG9265372.1,ADAMTS15,Homo_sapiens,NP_620686.1,ADAMTS15,0.0,1231.0,0.0,1231.0
39324,Astyanax_pachon,KAG9276345.1,ADAMTS16,Homo_sapiens,NP_620687.2,ADAMTS16,0.0,1621.0,0.0,1621.0
15762,Astyanax_pachon,KAG9266527.1,ADAMTS17,Homo_sapiens,XP_054233393.1,ADAMTS17,0.0,1654.0,0.0,1654.0
4153,Astyanax_pachon,KAG9261217.1,ADAMTS18,Homo_sapiens,NP_955387.1,ADAMTS18,0.0,1535.0,0.0,1535.0
13909,Astyanax_pachon,KAG9265822.1,ADAMTS2,Homo_sapiens,NP_055059.2,ADAMTS2,0.0,1403.0,0.0,1403.0
49633,Astyanax_pachon,KAG9280868.1,ADAMTS20,Homo_sapiens,NP_079279.3,ADAMTS20,0.0,2259.0,0.0,2259.0
5111,Astyanax_pachon,KAG9261733.1,ADAMTS3,Homo_sapiens,NP_055058.2,ADAMTS3,0.0,1753.0,0.0,1753.0
6083,Astyanax_pachon,KAG9262172.1,ADAMTS5,Homo_sapiens,XP_054180301.1,ADAMTS5,0.0,1171.0,0.0,1171.0
8627,Astyanax_pachon,KAG9263432.1,ADAMTS6,Homo_sapiens,NP_922932.2,ADAMTS6,0.0,1991.0,0.0,1991.0
17232,Astyanax_pachon,KAG9267083.1,ADAMTS7,Homo_sapiens,NP_055087.2,ADAMTS7,0.0,1449.0,0.0,1449.0
51544,Astyanax_pachon,KAG9281766.1,ADAMTS8,Homo_sapiens,NP_008968.4,ADAMTS8,2.56e-283,975.0,3.82e-284,975.0
2629,Astyanax_pachon,KAG9260617.1,ADAMTS9,Homo_sapiens,NP_891550.1,ADAMTS9,0.0,2644.0,0.0,2644.0
34708,Astyanax_pachon,KAG9274207.1,ADAMTSL1,Homo_sapiens,XP_054220141.1,ADAMTSL1,0.0,1707.0,0.0,1707.0
5292,Astyanax_pachon,KAG9261808.1,ADAMTSL2,Homo_sapiens,NP_001138792.1,ADAMTSL2,0.0,1192.0,0.0,1192.0
15810,Astyanax_pachon,KAG9266550.1,ADAMTSL3,Homo_sapiens,NP_997400.2,ADAMTSL3,0.0,1737.0,0.0,1737.0
3070,Astyanax_pachon,KAG9260800.1,ADAMTSL5,Homo_sapiens,NP_998769.2,ADAMTSL5,5.1500000000000004e-99,362.0,6.87e-100,362.0
11237,Astyanax_pachon,KAG9264561.1,ADAP1,Homo_sapiens,NP_006860.2,ADAP1,5.7900000000000007e-185,647.0,8.78e-186,647.0
47002,Astyanax_pachon,KAG9279916.1,ADAP2,Homo_sapiens,NP_060874.1,ADAP2,4.3399999999999996e-134,478.0,6.69e-135,478.0
3880,Astyanax_pachon,KAG9261115.1,ADARB1,Homo_sapiens,NP_001397651.1,ADARB1,0.0,1032.0,0.0,1032.0
40385,Astyanax_pachon,KAG9276746.1,ADARB2,Homo_sapiens,NP_061172.1,ADARB2,2.6500000000000002e-247,855.0,4.2200000000000005e-248,855.0
30093,Astyanax_pachon,KAG9272088.1,ADAT1,Homo_sapiens,NP_001311374.1,ADAT1,1.05e-111,404.0,1.67e-112,404.0
53265,Astyanax_pachon,KAG9282583.1,ADAT2,Homo_sapiens,NP_872309.2,ADAT2,1.01e-71,270.0,1.38e-72,270.0
29310,Astyanax_pachon,KAG9271722.1,ADAT3,Homo_sapiens,NP_001316462.1,ADAT3,1.39e-95,350.0,2.1e-96,350.0
22190,Astyanax_pachon,KAG9268895.1,ADCK1,Homo_sapiens,NP_065154.2,ADCK1,5.6499999999999995e-205,714.0,8.32e-206,714.0
49513,Astyanax_pachon,KAG9280821.1,ADCK2,Homo_sapiens,NP_443085.2,ADCK2,7.72e-150,531.0,1.22e-150,531.0
46037,Astyanax_pachon,KAG9279517.1,ADCK5,Homo_sapiens,NP_777582.4,ADCK5,4.95e-201,701.0,7.56e-202,701.0
35451,Astyanax_pachon,KAG9274651.1,ADCY1,Homo_sapiens,NP_066939.1,ADCY1,0.0,1555.0,0.0,1555.0
3486,Astyanax_pachon,KAG9260929.1,ADCY2,Homo_sapiens,NP_001105.1,ADCY7,0.0,1071.0,0.0,1071.0
39455,Astyanax_pachon,KAG9276390.1,ADCY3,Homo_sapiens,NP_001364061.1,ADCY3,0.0,1716.0,0.0,1716.0
27696,Astyanax_pachon,KAG9271139.1,ADCY5,Homo_sapiens,NP_899200.1,ADCY5,0.0,1687.0,0.0,1687.0
23036,Astyanax_pachon,KAG9269302.1,ADCY6,Homo_sapiens,NP_001377760.1,ADCY6,0.0,1665.0,0.0,1665.0
43743,Astyanax_pachon,KAG9278265.1,ADCY8,Homo_sapiens,NP_001106.1,ADCY8,0.0,1882.0,0.0,1882.0
4384,Astyanax_pachon,KAG9261319.1,ADCY9,Homo_sapiens,NP_001107.2,ADCY9,0.0,1385.0,0.0,1385.0
41891,Astyanax_pachon,KAG9277304.1,ADCYAP1R1,Homo_sapiens,NP_001186566.1,ADCYAP1R1,1.2199999999999999e-199,696.0,1.8600000000000002e-200,696.0
15275,Astyanax_pachon,KAG9266359.1,ADD1,Homo_sapiens,NP_001273574.1,ADD1,1.95e-288,992.0,2.17e-289,992.0
5907,Astyanax_pachon,KAG9262059.1,ADD2,Homo_sapiens,NP_001171983.1,ADD2,1.51e-189,663.0,2.6e-190,663.0
3940,Astyanax_pachon,KAG9261138.1,ADD3,Homo_sapiens,NP_001112.2,ADD3,1.8199999999999998e-236,819.0,2.64e-237,819.0
53008,Astyanax_pachon,KAG9282503.1,ADGB,Homo_sapiens,NP_078970.3,ADGB,5.0599999999999997e-262,905.0,8.45e-263,905.0
19149,Astyanax_pachon,KAG9267856.1,ADGRA1,Homo_sapiens,NP_001077378.1,ADGRA1,9.999999999999999e-129,461.0,1.2900000000000002e-129,461.0
34754,Astyanax_pachon,KAG9274226.1,ADGRA3,Homo_sapiens,NP_660333.2,ADGRA3,0.0,1504.0,0.0,1504.0
39019,Astyanax_pachon,KAG9276230.1,ADGRB1,Homo_sapiens,XP_054216909.1,ADGRB1,0.0,1970.0,0.0,1970.0
1321,Astyanax_pachon,KAG9260078.1,ADGRB3,Homo_sapiens,NP_001695.2,ADGRB3,0.0,2424.0,0.0,2424.0
26087,Astyanax_pachon,KAG9270503.1,ADGRD1,Homo_sapiens,NP_001317426.1,ADGRD1,3.85e-291,1001.0,5.789999999999999e-292,1001.0
26026,Astyanax_pachon,KAG9270471.1,ADGRD2,Homo_sapiens,XP_054218883.1,ADGRD2,1.15e-151,538.0,1.5e-152,538.0
26346,Astyanax_pachon,KAG9270611.1,ADGRF1,Homo_sapiens,XP_054211136.1,ADGRF1,8.39e-83,309.0,9.38e-84,309.0
21627,Astyanax_pachon,KAG9268699.1,ADGRF3,Homo_sapiens,XP_054196830.1,ADGRF3,2.8500000000000004e-56,221.0,4.04e-57,221.0
53365,Astyanax_pachon,KAG9282630.1,ADGRF5,Homo_sapiens,XP_054210542.1,ADGRF5,1.23e-92,342.0,1.96e-93,342.0
17328,Astyanax_pachon,KAG9267111.1,ADGRG1,Homo_sapiens,NP_001295289.1,ADGRG3,1.6599999999999997e-54,214.0,2.23e-55,214.0
9460,Astyanax_pachon,KAG9263726.1,ADGRG2,Homo_sapiens,XP_054182318.1,ADGRG2,4.6899999999999997e-113,409.0,9.62e-114,409.0
53267,Astyanax_pachon,KAG9282586.1,ADGRG6,Homo_sapiens,XP_054211957.1,ADGRG6,0.0,1104.0,0.0,1104.0
4019,Astyanax_pachon,KAG9261162.1,ADGRG7,Homo_sapiens,NP_116176.2,ADGRG7,6.1e-88,326.0,7.989999999999999e-89,326.0
45325,Astyanax_pachon,KAG9279048.1,ADGRL1,Homo_sapiens,NP_001008701.1,ADGRL1,0.0,1993.0,0.0,1993.0
16373,Astyanax_pachon,KAG9266779.1,ADGRL2,Homo_sapiens,XP_054191433.1,ADGRL2,0.0,2170.0,0.0,2170.0
869,Astyanax_pachon,KAG9259892.1,ADGRL3,Homo_sapiens,NP_001358271.1,ADGRL3,0.0,2126.0,0.0,2126.0
16372,Astyanax_pachon,KAG9266777.1,ADGRL4,Homo_sapiens,NP_071442.2,ADGRL4,2.3600000000000002e-209,729.0,3.35e-210,729.0
5259,Astyanax_pachon,KAG9261790.1,ADGRV1,Homo_sapiens,XP_054209645.1,ADGRV1,0.0,6314.0,0.0,6314.0
43717,Astyanax_pachon,KAG9278250.1,ADHFE1,Homo_sapiens,NP_653251.2,ADHFE1,3.2000000000000004e-200,698.0,4.87e-201,698.0
22023,Astyanax_pachon,KAG9268825.1,ADI1,Homo_sapiens,NP_060739.2,ADI1,5.3500000000000004e-73,274.0,8.08e-74,274.0
2263,Astyanax_pachon,KAG9260470.1,ADIPOR1,Homo_sapiens,NP_001277482.1,ADIPOR1,1.5000000000000002e-179,629.0,2.3099999999999997e-180,629.0
47738,Astyanax_pachon,KAG9280198.1,ADIPOR2,Homo_sapiens,NP_001362293.1,ADIPOR2,1.5300000000000002e-173,609.0,2.49e-174,609.0
37298,Astyanax_pachon,KAG9275437.1,ADK,Homo_sapiens,NP_006712.2,ADK,1.28e-166,586.0,1.96e-167,586.0
17432,Astyanax_pachon,KAG9267137.1,ADM,Homo_sapiens,NP_001115.1,ADM,7.73e-09,60.8,1.26e-09,60.8
23718,Astyanax_pachon,KAG9269617.1,ADNP,Homo_sapiens,NP_001269460.1,ADNP,0.0,1032.0,0.0,1032.0
45052,Astyanax_pachon,KAG9278915.1,ADNP2,Homo_sapiens,NP_055728.1,ADNP2,7.08e-110,399.0,1.2e-110,399.0
21221,Astyanax_pachon,KAG9268542.1,ADO,Homo_sapiens,NP_116193.2,ADO,5.16e-71,268.0,7.8e-72,268.0
26694,Astyanax_pachon,KAG9270758.1,ADORA1,Homo_sapiens,NP_000665.1,ADORA1,4.28e-122,438.0,6.300000000000001e-123,438.0
14821,Astyanax_pachon,KAG9266218.1,ADORA2A,Homo_sapiens,NP_000666.2,ADORA2A,7.58e-117,421.0,1.04e-117,421.0
52225,Astyanax_pachon,KAG9282079.1,ADORA2B,Homo_sapiens,NP_000667.1,ADORA2B,8.4e-100,364.0,1.21e-100,364.0
49507,Astyanax_pachon,KAG9280818.1,ADPGK,Homo_sapiens,NP_001352154.1,ADPGK,3.27e-175,615.0,5.01e-176,615.0
17822,Astyanax_pachon,KAG9267277.1,ADPRH,Homo_sapiens,NP_001116.1,ADPRH,8.200000000000001e-103,374.0,1.2700000000000002e-103,374.0
20094,Astyanax_pachon,KAG9268124.1,ADPRHL2,Homo_sapiens,NP_060295.1,ADPRS,1.4599999999999999e-98,360.0,2.1200000000000002e-99,360.0
18940,Astyanax_pachon,KAG9267754.1,ADPRM,Homo_sapiens,NP_064618.3,ADPRM,4.22e-100,365.0,6.24e-101,365.0
26412,Astyanax_pachon,KAG9270634.1,ADRA1A,Homo_sapiens,NP_000671.2,ADRA1A,9.55e-152,537.0,1.42e-152,537.0
13658,Astyanax_pachon,KAG9265719.1,ADRA1B,Homo_sapiens,NP_000670.1,ADRA1B,1.7e-144,513.0,2.66e-145,513.0
318,Astyanax_pachon,KAG9259616.1,ADRA1D,Homo_sapiens,NP_000669.1,ADRA1D,1.05e-148,527.0,1.78e-149,527.0
3985,Astyanax_pachon,KAG9261146.1,ADRA2A,Homo_sapiens,NP_000672.3,ADRA2A,7.54e-127,454.0,1.37e-127,454.0
26052,Astyanax_pachon,KAG9270485.1,ADRA2B,Homo_sapiens,NP_000673.2,ADRA2B,4.7e-108,392.0,6.110000000000001e-109,392.0
37843,Astyanax_pachon,KAG9275650.1,ADRA2C,Homo_sapiens,NP_000674.2,ADRA2C,1.59e-132,473.0,2.6e-133,473.0
19329,Astyanax_pachon,KAG9267902.1,ADRB1,Homo_sapiens,NP_000675.1,ADRB1,5.93e-98,358.0,1.11e-98,358.0
31470,Astyanax_pachon,KAG9272734.1,ADRB2,Homo_sapiens,NP_000015.2,ADRB2,5.4e-116,418.0,8.36e-117,418.0
17468,Astyanax_pachon,KAG9267149.1,ADRB3,Homo_sapiens,NP_005285.1,GPR21,2.57e-14,80.1,3.69e-15,80.1
25869,Astyanax_pachon,KAG9270408.1,ADRB4C,Homo_sapiens,NP_000016.1,ADRB3,1.8700000000000002e-86,320.0,2.62e-87,320.0
23259,Astyanax_pachon,KAG9269447.1,ADRM1B,Homo_sapiens,NP_008933.2,ADRM1,5.76e-110,398.0,8.64e-111,398.0
10950,Astyanax_pachon,KAG9264422.1,ADSL,Homo_sapiens,NP_000017.1,ADSL,2.9900000000000003e-212,738.0,4.59e-213,738.0
20196,Astyanax_pachon,KAG9268168.1,ADSS1,Homo_sapiens,NP_689541.1,ADSS1,1.29e-224,779.0,1.97e-225,779.0
36614,Astyanax_pachon,KAG9275145.1,ADSS2,Homo_sapiens,NP_001117.2,ADSS2,7.76e-226,783.0,1.23e-226,783.0
7702,Astyanax_pachon,KAG9263018.1,AEBP1,Homo_sapiens,XP_054213350.1,AEBP1,2.01e-247,856.0,3.2300000000000002e-248,856.0
48736,Astyanax_pachon,KAG9280549.1,AEBP2,Homo_sapiens,NP_694939.2,AEBP2,4.76e-140,498.0,8.42e-141,498.0
30748,Astyanax_pachon,KAG9272439.1,AEN,Homo_sapiens,NP_073604.3,AEN,5.1999999999999995e-54,212.0,6.769999999999999e-55,212.0
19913,Astyanax_pachon,KAG9268050.1,AFAP1,Homo_sapiens,NP_001128119.1,AFAP1,2.61e-293,1008.0,4.07e-294,1008.0
31466,Astyanax_pachon,KAG9272731.1,AFAP1L1,Homo_sapiens,NP_689619.1,AFAP1L1,3.58e-186,652.0,5.629999999999999e-187,652.0
19350,Astyanax_pachon,KAG9267907.1,AFAP1L2,Homo_sapiens,NP_001001936.1,AFAP1L2,2.34e-205,716.0,3.2500000000000003e-206,716.0
54435,Astyanax_pachon,KAG9283039.1,AFDN,Homo_sapiens,XP_054211445.1,AFDN,0.0,2244.0,0.0,2244.0
15309,Astyanax_pachon,KAG9266369.1,AFF1,Homo_sapiens,XP_054206032.1,AFF1,7.37e-91,336.0,1.18e-91,336.0
30285,Astyanax_pachon,KAG9272184.1,AFF2,Homo_sapiens,NP_002016.2,AFF2,1.38e-257,890.0,2.18e-258,890.0
14227,Astyanax_pachon,KAG9265955.1,AFF4,Homo_sapiens,NP_055238.1,AFF4,7.75e-256,884.0,1.2399999999999999e-256,884.0
21618,Astyanax_pachon,KAG9268693.1,AFG1L,Homo_sapiens,XP_054210971.1,AFG1L,6.5e-169,594.0,9.41e-170,594.0
44035,Astyanax_pachon,KAG9278444.1,AFG3L2,Homo_sapiens,NP_006787.2,AFG3L2,0.0,1164.0,0.0,1164.0
17057,Astyanax_pachon,KAG9267013.1,AFMID,Homo_sapiens,NP_001010982.2,AFMID,2.16e-73,276.0,3.42e-74,276.0
30549,Astyanax_pachon,KAG9272347.1,AGA,Homo_sapiens,NP_000018.2,AGA,1.84e-112,406.0,2.87e-113,406.0
43434,Astyanax_pachon,KAG9277920.1,AGAP1,Homo_sapiens,NP_001032208.1,AGAP1,0.0,1393.0,0.0,1393.0
2188,Astyanax_pachon,KAG9260432.1,AGAP2,Homo_sapiens,NP_001116244.1,AGAP2,5.879999999999999e-242,838.0,8.909999999999999e-243,838.0
38699,Astyanax_pachon,KAG9276099.1,AGAP3,Homo_sapiens,XP_054213181.1,AGAP3,0.0,1231.0,0.0,1231.0
30009,Astyanax_pachon,KAG9272054.1,AGBL1,Homo_sapiens,XP_054233261.1,AGBL1,9.14e-294,1010.0,1.39e-294,1010.0
26938,Astyanax_pachon,KAG9270854.1,AGBL4,Homo_sapiens,XP_054195238.1,AGBL4,1.02e-90,333.0,2.02e-91,333.0
48688,Astyanax_pachon,KAG9280530.1,AGBL5,Homo_sapiens,NP_001030584.1,AGBL5,7.620000000000001e-248,857.0,1.0200000000000001e-248,857.0
44931,Astyanax_pachon,KAG9278871.1,AGFG1,Homo_sapiens,NP_004495.2,AGFG1,1.01e-114,414.0,1.8199999999999998e-115,414.0
14332,Astyanax_pachon,KAG9266004.1,AGGF1,Homo_sapiens,NP_060516.2,AGGF1,1.43e-110,401.0,1.89e-111,401.0
32888,Astyanax_pachon,KAG9273210.1,AGK,Homo_sapiens,NP_060708.1,AGK,4.62e-140,498.0,7.07e-141,498.0
11717,Astyanax_pachon,KAG9264788.1,AGL,Homo_sapiens,NP_000019.2,AGL,0.0,2469.0,0.0,2469.0
22440,Astyanax_pachon,KAG9269005.1,AGMAT,Homo_sapiens,NP_079034.3,AGMAT,1.5900000000000001e-133,476.0,2.47e-134,476.0
12022,Astyanax_pachon,KAG9264962.1,AGMO,Homo_sapiens,NP_001004320.1,AGMO,1.38e-153,543.0,2.12e-154,543.0
14347,Astyanax_pachon,KAG9266011.1,AGPAT1,Homo_sapiens,NP_001358367.1,AGPAT1,4.87e-77,288.0,7.8e-78,288.0
6673,Astyanax_pachon,KAG9262460.1,AGPAT3,Homo_sapiens,NP_001032642.1,AGPAT3,1.07e-165,583.0,1.63e-166,583.0
1290,Astyanax_pachon,KAG9260067.1,AGPAT4,Homo_sapiens,NP_064518.1,AGPAT4,2.9000000000000002e-157,555.0,4.3899999999999996e-158,555.0
35840,Astyanax_pachon,KAG9274841.1,AGPAT5,Homo_sapiens,NP_060831.2,AGPAT5,2.3799999999999997e-147,522.0,3.63e-148,522.0
4867,Astyanax_pachon,KAG9261611.1,AGPAT9L,Homo_sapiens,NP_001243350.1,GPAT3,4.4099999999999996e-180,631.0,6.68e-181,631.0
28597,Astyanax_pachon,KAG9271484.1,AGPS,Homo_sapiens,NP_003650.1,AGPS,6.47e-295,1013.0,1.03e-295,1013.0
29060,Astyanax_pachon,KAG9271632.1,AGR3,Homo_sapiens,NP_789783.1,AGR3,5.1799999999999994e-54,211.0,6.909999999999999e-55,211.0
23898,Astyanax_pachon,KAG9269669.1,AGRN,Homo_sapiens,NP_001292204.1,AGRN,0.0,2088.0,0.0,2088.0
3366,Astyanax_pachon,KAG9260902.1,AGRP,Homo_sapiens,NP_001129.1,AGRP,6.43e-14,77.4,9.07e-15,77.4
37707,Astyanax_pachon,KAG9275581.1,AGT,Homo_sapiens,NP_001369746.2,AGT,1.75e-39,164.0,2.79e-40,164.0
25801,Astyanax_pachon,KAG9270379.1,AGTPBP1,Homo_sapiens,NP_001317630.1,AGTPBP1,0.0,1449.0,0.0,1449.0
29746,Astyanax_pachon,KAG9271929.1,AGTR2,Homo_sapiens,NP_000677.2,AGTR2,4.1400000000000003e-75,282.0,6.4e-76,282.0
1854,Astyanax_pachon,KAG9260307.1,AGTRAP,Homo_sapiens,NP_065083.3,AGTRAP,6.1e-43,174.0,9.1e-44,174.0
43045,Astyanax_pachon,KAG9277761.1,AGXT,Homo_sapiens,NP_000021.1,AGXT,1.71e-139,496.0,2.63e-140,496.0
14974,Astyanax_pachon,KAG9266272.1,AGXT2,Homo_sapiens,XP_054209149.1,AGXT2,6.310000000000001e-181,634.0,9.86e-182,634.0
72,Astyanax_pachon,KAG9259427.1,AHCY-B,Homo_sapiens,NP_000678.1,AHCY,6.109999999999999e-225,780.0,9.310000000000001e-226,780.0
26725,Astyanax_pachon,KAG9270772.1,AHCYL1,Homo_sapiens,NP_006612.2,AHCYL1,4.37e-269,927.0,6.4e-270,927.0
48156,Astyanax_pachon,KAG9280362.1,AHCYL2,Homo_sapiens,NP_001124192.1,AHCYL2,9.97e-291,999.0,1.5600000000000002e-291,999.0
46825,Astyanax_pachon,KAG9279850.1,AHDC1,Homo_sapiens,NP_001025053.1,AHDC1,9.77e-110,399.0,1.7e-110,399.0
21555,Astyanax_pachon,KAG9268671.1,AHI1,Homo_sapiens,NP_001337433.1,AHI1,1.1599999999999999e-241,837.0,1.75e-242,837.0
3850,Astyanax_pachon,KAG9261101.1,AHR,Homo_sapiens,NP_001612.1,AHR,4.95e-174,612.0,6.84e-175,612.0
44675,Astyanax_pachon,KAG9278757.1,AHRR,Homo_sapiens,NP_001364165.1,AHRR,2.28e-104,380.0,3.88e-105,380.0
33714,Astyanax_pachon,KAG9273642.1,AHSG,Homo_sapiens,NP_001341501.1,AHSG,2.46e-35,150.0,3.51e-36,150.0
38606,Astyanax_pachon,KAG9276012.1,AICDA,Homo_sapiens,NP_065712.1,AICDA,6.5e-67,254.0,9.37e-68,254.0
53029,Astyanax_pachon,KAG9282516.1,AIDA,Homo_sapiens,NP_073742.2,AIDA,3.3199999999999997e-140,498.0,5.13e-141,498.0
51928,Astyanax_pachon,KAG9281954.1,AIF1L,Homo_sapiens,NP_113614.1,AIF1L,1.2499999999999999e-55,216.0,1.95e-56,216.0
52342,Astyanax_pachon,KAG9282171.1,AIFM1,Homo_sapiens,NP_665811.1,AIFM1,6.649999999999999e-225,781.0,6.56e-226,781.0
36921,Astyanax_pachon,KAG9275283.1,AIFM2,Homo_sapiens,NP_001185625.1,AIFM2,2.59e-110,399.0,3.96e-111,399.0
5759,Astyanax_pachon,KAG9261992.1,AIFM3,Homo_sapiens,NP_001018070.1,AIFM3,1.57e-233,809.0,2.4e-234,809.0
53255,Astyanax_pachon,KAG9282582.1,AIG1,Homo_sapiens,NP_057192.2,AIG1,3.4499999999999996e-104,378.0,5.3e-105,378.0
37781,Astyanax_pachon,KAG9275623.1,AIMP1,Homo_sapiens,NP_001135887.1,AIMP1,5.77e-98,358.0,7.28e-99,358.0
10872,Astyanax_pachon,KAG9264379.1,AIMP2,Homo_sapiens,NP_006294.2,AIMP2,4.94e-95,348.0,7.65e-96,348.0
38050,Astyanax_pachon,KAG9275732.1,AIP,Homo_sapiens,NP_003968.3,AIP,2.14e-128,459.0,3.0400000000000005e-129,459.0
12490,Astyanax_pachon,KAG9265186.1,AIPL1,Homo_sapiens,NP_055151.3,AIPL1,4.2799999999999996e-139,495.0,5.15e-140,495.0
11645,Astyanax_pachon,KAG9264757.1,AIRE,Homo_sapiens,NP_000374.1,AIRE,1.9e-67,257.0,3.23e-68,257.0
27066,Astyanax_pachon,KAG9270898.1,AJAP1,Homo_sapiens,NP_001035943.1,AJAP1,7.370000000000001e-71,268.0,1.19e-71,268.0
35174,Astyanax_pachon,KAG9274463.1,AJUBA,Homo_sapiens,NP_116265.1,AJUBA,4.91e-107,389.0,5.8499999999999995e-108,389.0
51178,Astyanax_pachon,KAG9281603.1,AK1,Homo_sapiens,NP_000467.1,AK1,7.5e-80,297.0,1.04e-80,297.0
46615,Astyanax_pachon,KAG9279764.1,AK2,Homo_sapiens,NP_001616.1,AK2,4.3900000000000005e-105,381.0,6.65e-106,381.0
8252,Astyanax_pachon,KAG9263258.1,AK3,Homo_sapiens,NP_057366.2,AK3,1.55e-82,306.0,2.39e-83,306.0
41940,Astyanax_pachon,KAG9277323.1,AK4,Homo_sapiens,NP_001005353.1,AK4,7.590000000000001e-86,317.0,1.14e-86,317.0
33813,Astyanax_pachon,KAG9273717.1,AK5,Homo_sapiens,NP_777283.1,AK5,3.4e-215,748.0,5.2e-216,748.0
4623,Astyanax_pachon,KAG9261479.1,AK6,Homo_sapiens,NP_057367.1,AK6,6.7399999999999994e-68,257.0,1.02e-68,257.0
22214,Astyanax_pachon,KAG9268907.1,AK7,Homo_sapiens,NP_689540.2,AK7,7.19e-211,734.0,1.1e-211,734.0
5633,Astyanax_pachon,KAG9261924.1,AK8,Homo_sapiens,NP_689785.1,AK8,9.340000000000001e-124,444.0,1.45e-124,444.0
53331,Astyanax_pachon,KAG9282616.1,AK9,Homo_sapiens,XP_054210479.1,AK9,0.0,1295.0,0.0,1295.0
13055,Astyanax_pachon,KAG9265443.1,AKAP1,Homo_sapiens,XP_054180601.1,#N/D,8.06e-09,61.6,1.27e-09,61.6
52193,Astyanax_pachon,KAG9282070.1,AKAP10,Homo_sapiens,NP_009133.2,AKAP10,2.7199999999999998e-232,805.0,4.249999999999999e-233,805.0
28297,Astyanax_pachon,KAG9271402.1,AKAP11,Homo_sapiens,XP_054230043.1,AKAP11,2.74e-274,946.0,4.32e-275,946.0
54359,Astyanax_pachon,KAG9283009.1,AKAP12,Homo_sapiens,NP_005091.2,AKAP12,3.6599999999999995e-55,218.0,5.800000000000001e-56,218.0
16971,Astyanax_pachon,KAG9266979.1,AKAP13,Homo_sapiens,NP_009131.2,AKAP13,4.2099999999999996e-287,989.0,7.369999999999999e-288,989.0
48946,Astyanax_pachon,KAG9280632.1,AKAP14,Homo_sapiens,NP_848928.1,AKAP14,3.78e-16,85.1,6.51e-17,85.1
27200,Astyanax_pachon,KAG9270969.1,AKAP17A,Homo_sapiens,NP_005079.2,AKAP17A,2.4600000000000003e-132,473.0,3.91e-133,473.0
8778,Astyanax_pachon,KAG9263479.1,AKAP2,Homo_sapiens,NP_001004065.2,PALM2AKAP2,7.63e-142,505.0,1.24e-142,505.0
21419,Astyanax_pachon,KAG9268634.1,AKAP6,Homo_sapiens,XP_054233048.1,AKAP6,0.0,1249.0,0.0,1249.0
52687,Astyanax_pachon,KAG9282326.1,AKAP7,Homo_sapiens,NP_001374789.1,AKAP7,1.13e-62,241.0,1.18e-63,241.0
7322,Astyanax_pachon,KAG9262876.1,AKAP8L,Homo_sapiens,NP_055186.3,AKAP8L,4.26e-57,223.0,6.57e-58,223.0
32669,Astyanax_pachon,KAG9273137.1,AKIP1,Homo_sapiens,NP_001193576.1,AKIP1,2.93e-11,68.9,4.55e-12,68.9
43877,Astyanax_pachon,KAG9278342.1,AKIRIN1,Homo_sapiens,NP_078871.1,AKIRIN1,1.6199999999999999e-55,216.0,2.5e-56,216.0
52599,Astyanax_pachon,KAG9282283.1,AKIRIN2,Homo_sapiens,NP_060534.1,AKIRIN2,3.4699999999999997e-68,258.0,6.01e-69,258.0
41887,Astyanax_pachon,KAG9277300.1,AKR1A1B,Homo_sapiens,NP_001189342.1,AKR1A1,4.5399999999999995e-138,491.0,6.97e-139,491.0
47618,Astyanax_pachon,KAG9280151.1,AKR1B1,Homo_sapiens,NP_001619.1,AKR1B1,2.27e-135,482.0,3.47e-136,482.0
