,Dmel,a,a2,Ast,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
11026,Drosophila_melanogaster,NP_001246669.1,UNR,Astyanax_mexicanus,XP_022526803.1,CSDE1,1.0299999999999998e-170,600.0,4.23e-171,600.0
11123,Drosophila_melanogaster,NP_001246724.1,CYCA,Astyanax_mexicanus,XP_007229817.1,CCNA1,3.5800000000000004e-64,245.0,1.4600000000000001e-64,245.0
11137,Drosophila_melanogaster,NP_001246760.1,CG5114,Astyanax_mexicanus,XP_022531067.2,LOC103041947,7.14e-52,204.0,3.2999999999999996e-52,204.0
11168,Drosophila_melanogaster,NP_001246799.1,LASP,Astyanax_mexicanus,XP_049334556.1,NEBL,6.08e-44,177.0,3e-44,177.0
11188,Drosophila_melanogaster,NP_001246838.1,AC76E,Astyanax_mexicanus,XP_022529830.2,ADCY2A,1.2999999999999999e-170,600.0,5.65e-171,600.0
11291,Drosophila_melanogaster,NP_001246932.1,SEC23,Astyanax_mexicanus,XP_007240542.3,SEC23A,0.0,1183.0,0.0,1183.0
11311,Drosophila_melanogaster,NP_001246952.1,TAF1,Astyanax_mexicanus,XP_007235909.3,TAF1,0.0,1505.0,0.0,1505.0
11360,Drosophila_melanogaster,NP_001246969.1,CG34384,Astyanax_mexicanus,XP_007251766.3,DGKH,1.77e-238,826.0,5.719999999999999e-239,826.0
11407,Drosophila_melanogaster,NP_001247017.1,FMR1,Astyanax_mexicanus,XP_007250237.3,FXR2,1.25e-101,370.0,5.59e-102,370.0
11488,Drosophila_melanogaster,NP_001247090.1,ABI,Astyanax_mexicanus,XP_022533518.1,ABI1B,1.57e-76,286.0,7.62e-77,286.0
11520,Drosophila_melanogaster,NP_001247129.1,MSPS,Astyanax_mexicanus,XP_022539591.2,CKAP5,0.0,1202.0,0.0,1202.0
11536,Drosophila_melanogaster,NP_001247149.1,LUTE,Astyanax_mexicanus,XP_007238994.3,BTBD3A,5.920000000000001e-167,587.0,1.86e-167,587.0
11737,Drosophila_melanogaster,NP_001247226.1,CG5793,Astyanax_mexicanus,XP_007242397.1,FAHD1,2.3100000000000003e-47,188.0,1.14e-47,188.0
11793,Drosophila_melanogaster,NP_001247267.1,MBC,Astyanax_mexicanus,XP_049320893.1,DOCK1,0.0,1223.0,0.0,1223.0
11865,Drosophila_melanogaster,NP_001247322.1,SCRIB,Astyanax_mexicanus,XP_049338915.1,SCRIB,3.35e-101,370.0,1.53e-101,370.0
11875,Drosophila_melanogaster,NP_001247339.1,KLP98A,Astyanax_mexicanus,XP_049321168.1,KIF1C,1.09e-126,454.0,5.26e-127,454.0
11911,Drosophila_melanogaster,NP_001247372.1,TMOD,Astyanax_mexicanus,XP_007249833.3,TMOD4,1.1399999999999998e-52,207.0,3.4e-53,207.0
12047,Drosophila_melanogaster,NP_001259068.1,CG11360,Astyanax_mexicanus,XP_007258195.3,MEX3B,5.2100000000000005e-77,288.0,2.2e-77,288.0
12065,Drosophila_melanogaster,NP_001259082.1,CAMKII,Astyanax_mexicanus,XP_049324407.1,LOC103033831,1.28e-221,768.0,6.25e-222,768.0
12147,Drosophila_melanogaster,NP_001259088.1,G9A,Astyanax_mexicanus,XP_049328855.1,LOC103023021,3.82e-93,343.0,1.32e-93,343.0
12149,Drosophila_melanogaster,NP_001259099.1,CG4293,Astyanax_mexicanus,XP_007252926.3,ERGIC2,2.36e-44,179.0,1e-44,179.0
12153,Drosophila_melanogaster,NP_001259103.1,SEC22,Astyanax_mexicanus,XP_007245872.1,SEC22BB,2.55e-60,231.0,1.2699999999999999e-60,231.0
12172,Drosophila_melanogaster,NP_001259131.1,CG12773,Astyanax_mexicanus,XP_007260023.3,SLC12A8,1.5e-133,476.0,7.42e-134,476.0
12286,Drosophila_melanogaster,NP_001259183.2,PCX,Astyanax_mexicanus,XP_022540749.2,PCNX1,0.0,1111.0,0.0,1111.0
12376,Drosophila_melanogaster,NP_001259235.1,FAS2,Astyanax_mexicanus,XP_007227944.2,NCAM2,1.1799999999999998e-69,264.0,5.4700000000000004e-70,264.0
12412,Drosophila_melanogaster,NP_001259253.1,SK,Astyanax_mexicanus,XP_049341865.1,KCNN1B,1.3599999999999998e-150,533.0,6.47e-151,533.0
12421,Drosophila_melanogaster,NP_001259266.1,TSP5D,Astyanax_mexicanus,XP_022535337.1,TSPAN9A,5.5699999999999995e-28,124.0,2.29e-28,124.0
12565,Drosophila_melanogaster,NP_001259388.1,SP1,Astyanax_mexicanus,XP_007234917.3,SP9,6.11e-46,185.0,1.84e-46,185.0
12887,Drosophila_melanogaster,NP_001259560.1,RAB3-GEF,Astyanax_mexicanus,XP_049326873.1,MADD,0.0,1027.0,0.0,1027.0
12944,Drosophila_melanogaster,NP_001259588.1,SHI,Astyanax_mexicanus,XP_022523740.2,DNM2A,0.0,1069.0,0.0,1069.0
13025,Drosophila_melanogaster,NP_001259608.1,CG9921,Astyanax_mexicanus,XP_007245661.1,HIGD2A,1.87e-15,80.9,1.06e-15,80.9
13043,Drosophila_melanogaster,NP_001259619.1,PARA,Astyanax_mexicanus,XP_049318980.1,SCN8AA,0.0,1407.0,0.0,1407.0
13083,Drosophila_melanogaster,NP_001259623.1,CG9784,Astyanax_mexicanus,XP_049326431.1,INPP5JB,7.76e-61,234.0,5.15e-61,234.0
13110,Drosophila_melanogaster,NP_001259659.1,RHOGAPP190,Astyanax_mexicanus,XP_007255149.3,ARHGAP5,2.59e-179,629.0,1.37e-179,629.0
13116,Drosophila_melanogaster,NP_001259660.1,BETA-SPEC,Astyanax_mexicanus,XP_022537806.2,LOC103033421,0.0,2388.0,0.0,2388.0
13170,Drosophila_melanogaster,NP_001259699.1,CG33253,Astyanax_mexicanus,XP_007252525.1,STOML3B,3.1199999999999997e-89,328.0,1.0399999999999998e-89,328.0
13213,Drosophila_melanogaster,NP_001259752.1,BVES,Astyanax_mexicanus,XP_007249653.3,BVES,2.4200000000000002e-29,129.0,9.7e-30,129.0
13225,Drosophila_melanogaster,NP_001259766.1,TTY,Astyanax_mexicanus,XP_049336357.1,TTYH1,1.8800000000000002e-27,124.0,4.9299999999999995e-28,124.0
13421,Drosophila_melanogaster,NP_001259974.1,RBP9,Astyanax_mexicanus,XP_049342030.1,ELAVL4,1.12e-107,390.0,3.22e-108,390.0
13429,Drosophila_melanogaster,NP_001259975.1,CHD1,Astyanax_mexicanus,XP_049324424.1,CHD1,0.0,1293.0,0.0,1293.0
13445,Drosophila_melanogaster,NP_001259992.1,MAD,Astyanax_mexicanus,XP_007246514.2,SMAD5,2.76e-193,674.0,1.21e-193,674.0
13499,Drosophila_melanogaster,NP_001260019.1,TUTL,Astyanax_mexicanus,XP_049322770.1,IGSF9BA,1.83e-118,427.0,7.91e-119,427.0
13538,Drosophila_melanogaster,NP_001260066.1,CG34126,Astyanax_mexicanus,XP_022527388.2,UHRF1BP1L,2.26e-119,430.0,1.0099999999999999e-119,430.0
13626,Drosophila_melanogaster,NP_001260132.1,RETM,Astyanax_mexicanus,XP_007252221.2,SI:DKEY-237I9.1,3.69e-165,581.0,1.85e-165,581.0
13674,Drosophila_melanogaster,NP_001260155.1,LIPRIN-ALPHA,Astyanax_mexicanus,XP_049339277.1,PPFIA1,4.81e-229,794.0,2.36e-229,794.0
13794,Drosophila_melanogaster,NP_001260187.1,WNT4,Astyanax_mexicanus,XP_007230006.2,WNT9B,1.3200000000000002e-56,220.0,4.37e-57,220.0
13899,Drosophila_melanogaster,NP_001260215.1,CG7115,Astyanax_mexicanus,XP_022534513.2,PPM1LB,2.88e-57,222.0,1.09e-57,222.0
13946,Drosophila_melanogaster,NP_001260246.1,SCGALPHA,Astyanax_mexicanus,XP_007259875.1,SGCE,5.14e-20,98.2,2.4e-20,98.2
13991,Drosophila_melanogaster,NP_001260296.1,NCKX30C,Astyanax_mexicanus,XP_049328411.1,LOC103026719,1.2699999999999999e-147,523.0,4.33e-148,523.0
14014,Drosophila_melanogaster,NP_001260335.1,CG33303,Astyanax_mexicanus,XP_007228788.2,RPN1,1.79e-114,412.0,1.16e-114,412.0
14062,Drosophila_melanogaster,NP_001260363.1,CG6724,Astyanax_mexicanus,XP_007248941.3,WDR12,5.05e-88,324.0,2.52e-88,324.0
14184,Drosophila_melanogaster,NP_001260421.1,SPICT,Astyanax_mexicanus,XP_049340105.1,ZGC:101583,2.26e-94,345.0,1.0199999999999999e-94,345.0
14193,Drosophila_melanogaster,NP_001260427.1,MTOR,Astyanax_mexicanus,XP_007248019.2,MTOR,0.0,2581.0,0.0,2581.0
14230,Drosophila_melanogaster,NP_001260480.2,CA-ALPHA1D,Astyanax_mexicanus,XP_049342225.1,CACNA1DB,0.0,1777.0,0.0,1777.0
14433,Drosophila_melanogaster,NP_001260531.1,BICD,Astyanax_mexicanus,XP_007254623.3,BICD2,7.32e-65,248.0,3.62e-65,248.0
14450,Drosophila_melanogaster,NP_001260559.1,LIM3,Astyanax_mexicanus,XP_049341744.1,LHX4,5.24e-90,331.0,2.11e-90,331.0
14475,Drosophila_melanogaster,NP_001260586.1,SWM,Astyanax_mexicanus,XP_007244185.3,RBM26,1.75e-48,194.0,8.41e-49,194.0
14525,Drosophila_melanogaster,NP_001260597.1,LAR,Astyanax_mexicanus,XP_049335762.1,PTPRFA,0.0,1666.0,0.0,1666.0
14539,Drosophila_melanogaster,NP_001260616.1,BWA,Astyanax_mexicanus,XP_007255252.1,ACER2,1.27e-74,279.0,5.7500000000000005e-75,279.0
14545,Drosophila_melanogaster,NP_001260626.1,CG31683,Astyanax_mexicanus,XP_022539593.1,PLA2G15,8.13e-87,320.0,3.94e-87,320.0
14600,Drosophila_melanogaster,NP_001260660.1,NHE2,Astyanax_mexicanus,XP_007247015.2,SLC9A5,1.57e-146,520.0,5.47e-147,520.0
14610,Drosophila_melanogaster,NP_001260675.1,NRV3,Astyanax_mexicanus,XP_007241952.1,ATP1B1B,2.3699999999999997e-30,132.0,1.1299999999999999e-30,132.0
14642,Drosophila_melanogaster,NP_001260703.1,NIPPED-B,Astyanax_mexicanus,XP_007244855.3,NIPBLB,2.0699999999999998e-279,962.0,1.43e-279,962.0
14674,Drosophila_melanogaster,NP_001260711.1,CG1344,Astyanax_mexicanus,XP_007245490.3,SCYL3,2.19e-51,203.0,1.21e-51,203.0
14684,Drosophila_melanogaster,NP_001260719.1,ARS2,Astyanax_mexicanus,XP_049321171.1,SRRT,1.47e-141,503.0,6.97e-142,503.0
14757,Drosophila_melanogaster,NP_001260792.1,DGK,Astyanax_mexicanus,XP_049340926.1,LOC103046181,5.59e-202,704.0,2.15e-202,704.0
14766,Drosophila_melanogaster,NP_001260800.2,LRP1,Astyanax_mexicanus,XP_049318847.1,LRP1AB,0.0,1314.0,0.0,1314.0
14783,Drosophila_melanogaster,NP_001260812.1,CG8272,Astyanax_mexicanus,XP_049340476.1,LRRC29,2.2e-26,120.0,9.83e-27,120.0
14803,Drosophila_melanogaster,NP_001260819.1,VANG,Astyanax_mexicanus,XP_022541529.1,VANGL2,1.07e-98,360.0,4.55e-99,360.0
14832,Drosophila_melanogaster,NP_001260842.1,MEF2,Astyanax_mexicanus,XP_049339623.1,MEF2AA,1.86e-57,223.0,7.03e-58,223.0
14858,Drosophila_melanogaster,NP_001260844.1,JRA,Astyanax_mexicanus,XP_007236017.1,JUND,4.7299999999999996e-23,108.0,1.75e-23,108.0
14872,Drosophila_melanogaster,NP_001260848.1,KCNQ,Astyanax_mexicanus,XP_022528155.1,KCNQ1.2,3.83e-118,425.0,1.67e-118,425.0
14981,Drosophila_melanogaster,NP_001260871.1,STAN,Astyanax_mexicanus,XP_022527061.2,CELSR1A,0.0,1664.0,0.0,1664.0
15049,Drosophila_melanogaster,NP_001260956.1,VMAT,Astyanax_mexicanus,XP_022526221.1,LOC103028146,1.54e-140,499.0,6.35e-141,499.0
15052,Drosophila_melanogaster,NP_001260961.1,RN-TRE,Astyanax_mexicanus,XP_022520971.2,SI:CH211-288D18.1,7.86e-95,347.0,4.2199999999999995e-95,347.0
15058,Drosophila_melanogaster,NP_001260979.1,SPRED,Astyanax_mexicanus,XP_022541900.1,SPRED2B,1.67e-51,203.0,6.64e-52,203.0
15096,Drosophila_melanogaster,NP_001261000.1,KHC-73,Astyanax_mexicanus,XP_049323919.1,KIF13A,0.0,1445.0,0.0,1445.0
15111,Drosophila_melanogaster,NP_001261017.1,SLI,Astyanax_mexicanus,XP_049328076.1,SLIT1A,2.53e-149,530.0,8.869999999999999e-150,530.0
15119,Drosophila_melanogaster,NP_001261023.1,ATG9,Astyanax_mexicanus,XP_049336441.1,ATG9B,4.659999999999999e-159,561.0,2.21e-159,561.0
15125,Drosophila_melanogaster,NP_001261026.1,DAT,Astyanax_mexicanus,XP_049327314.1,SLC6A2,4.55e-185,647.0,2.1800000000000003e-185,647.0
15128,Drosophila_melanogaster,NP_001261033.1,UNC-104,Astyanax_mexicanus,XP_049322866.1,KIF1AB,0.0,1766.0,0.0,1766.0
15172,Drosophila_melanogaster,NP_001261069.1,CG5742,Astyanax_mexicanus,XP_007231843.2,ANKRD13C,1.24e-133,476.0,5.56e-134,476.0
15175,Drosophila_melanogaster,NP_001261078.1,MCTP,Astyanax_mexicanus,XP_049326784.1,MCTP1A,2.42e-143,509.0,1.08e-143,509.0
15182,Drosophila_melanogaster,NP_001261081.1,CG15099,Astyanax_mexicanus,XP_007253060.3,DOP1A,1.35e-285,983.0,6.09e-286,983.0
15193,Drosophila_melanogaster,NP_001261097.1,HRG,Astyanax_mexicanus,XP_007252301.2,PAPOLG,1.87e-183,642.0,8.31e-184,642.0
15205,Drosophila_melanogaster,NP_001261117.1,CG30389,Astyanax_mexicanus,XP_007249477.3,MACO1A,9.98e-84,311.0,3.28e-84,311.0
15207,Drosophila_melanogaster,NP_001261122.1,ASPP,Astyanax_mexicanus,XP_049338159.1,PPP1R13BB,6.56e-54,212.0,3.3399999999999996e-54,212.0
15213,Drosophila_melanogaster,NP_001261137.1,DNR1,Astyanax_mexicanus,XP_022530002.2,MYLIPB,1.1399999999999999e-48,194.0,3.86e-49,194.0
15214,Drosophila_melanogaster,NP_001261138.1,PPA,Astyanax_mexicanus,XP_007252929.1,FBXL14A,2.9600000000000003e-47,189.0,1.0400000000000001e-47,189.0
15252,Drosophila_melanogaster,NP_001261166.1,NVY,Astyanax_mexicanus,XP_022538895.2,RUNX1T1,2.14e-38,160.0,8.17e-39,160.0
15273,Drosophila_melanogaster,NP_001261189.1,E(BX),Astyanax_mexicanus,XP_022531313.2,LOC103030154,1.13e-219,764.0,5.6e-220,764.0
15365,Drosophila_melanogaster,NP_001261246.1,CG32333,Astyanax_mexicanus,XP_049328116.1,FAM135A,9.45e-141,501.0,4.31e-141,501.0
15383,Drosophila_melanogaster,NP_001261257.1,CG12084,Astyanax_mexicanus,XP_022532335.1,ZER1,2.7099999999999998e-126,452.0,1.35e-126,452.0
15408,Drosophila_melanogaster,NP_001261271.1,BGB,Astyanax_mexicanus,XP_007256271.1,CBFB,3.41e-45,181.0,1.16e-45,181.0
15491,Drosophila_melanogaster,NP_001261332.1,MSN,Astyanax_mexicanus,XP_049341340.1,MAP4K4,4.21e-275,947.0,1.92e-275,947.0
15554,Drosophila_melanogaster,NP_001261364.1,ZNT63C,Astyanax_mexicanus,XP_007255563.3,SLC30A1A,1.85e-73,276.0,8.69e-74,276.0
15564,Drosophila_melanogaster,NP_001261373.1,EIP63E,Astyanax_mexicanus,XP_022542648.1,CDK14,1.53e-125,449.0,5.9e-126,449.0
15566,Drosophila_melanogaster,NP_001261379.1,AWH,Astyanax_mexicanus,XP_049334848.1,LHX8A,3.51e-57,221.0,1.7400000000000002e-57,221.0
15611,Drosophila_melanogaster,NP_001261412.1,CIP4,Astyanax_mexicanus,XP_049322220.1,LOC103046602,8.87e-92,337.0,4.3599999999999996e-92,337.0
15843,Drosophila_melanogaster,NP_001261549.1,SYD,Astyanax_mexicanus,XP_022523600.1,SPAG9B,4.0899999999999996e-191,668.0,2.17e-191,668.0
15920,Drosophila_melanogaster,NP_001261599.1,FHOS,Astyanax_mexicanus,XP_049329476.1,FHOD3A,7.22e-212,738.0,2.05e-212,738.0
16173,Drosophila_melanogaster,NP_001261733.1,CG6938,Astyanax_mexicanus,XP_007246961.3,LOC103030872,2.8200000000000002e-183,642.0,1.02e-183,642.0
16220,Drosophila_melanogaster,NP_001261739.1,ROLS,Astyanax_mexicanus,XP_049340658.1,TANC1B,4.69e-165,582.0,2.3899999999999997e-165,582.0
16263,Drosophila_melanogaster,NP_001261779.1,CG32112,Astyanax_mexicanus,XP_007245666.3,ABHD18,7.41e-123,440.0,3.29e-123,440.0
16334,Drosophila_melanogaster,NP_001261814.1,RGL,Astyanax_mexicanus,XP_007245876.3,RGL1,1.18e-87,324.0,4.63e-88,324.0
16366,Drosophila_melanogaster,NP_001261836.1,FZ,Astyanax_mexicanus,XP_007248937.3,FZD7B,1.4e-152,539.0,6.3e-153,539.0
16376,Drosophila_melanogaster,NP_001261850.1,DCX-EMAP,Astyanax_mexicanus,XP_049319384.1,EML1,6.66e-119,428.0,2.64e-119,428.0
16449,Drosophila_melanogaster,NP_001261901.1,SFF,Astyanax_mexicanus,XP_049330675.1,BRSK2A,7.46e-186,650.0,2.95e-186,650.0
16481,Drosophila_melanogaster,NP_001261906.1,BRM,Astyanax_mexicanus,XP_049335083.1,LOC103032158,0.0,1307.0,0.0,1307.0
16499,Drosophila_melanogaster,NP_001261910.1,HIP14,Astyanax_mexicanus,XP_022542059.2,ZDHHC17,1.01e-144,513.0,4.66e-145,513.0
16564,Drosophila_melanogaster,NP_001261952.1,MBF1,Astyanax_mexicanus,XP_022523476.1,LOC103033746,3.1599999999999997e-46,184.0,1.2299999999999999e-46,184.0
16580,Drosophila_melanogaster,NP_001261979.1,RBP6,Astyanax_mexicanus,XP_022536705.1,MSI2A,6.52e-99,360.0,3.4e-99,360.0
16594,Drosophila_melanogaster,NP_001261981.1,CG6479,Astyanax_mexicanus,XP_007252786.3,TMEM209,7.39e-42,171.0,3.7899999999999993e-42,171.0
16599,Drosophila_melanogaster,NP_001261990.1,NEDD4,Astyanax_mexicanus,XP_007251925.3,NEDD4A,1.1599999999999999e-239,829.0,5.36e-240,829.0
16629,Drosophila_melanogaster,NP_001262031.1,MKP3,Astyanax_mexicanus,XP_022538335.1,DUSP7,1.13e-65,250.0,4.28e-66,250.0
16633,Drosophila_melanogaster,NP_001262033.1,MESR6,Astyanax_mexicanus,XP_022534855.2,C4H5ORF22,8.15e-46,184.0,3.6399999999999995e-46,184.0
16643,Drosophila_melanogaster,NP_001262055.1,SHAL,Astyanax_mexicanus,XP_049329253.1,KCND2,1.63e-200,698.0,9.65e-201,698.0
16735,Drosophila_melanogaster,NP_001262105.1,ERF1,Astyanax_mexicanus,XP_007237853.1,ETF1B,8.56e-205,712.0,4.1899999999999995e-205,712.0
16737,Drosophila_melanogaster,NP_001262107.1,RHOBTB,Astyanax_mexicanus,XP_007255189.2,RHOBTB1,2.59e-135,482.0,1.12e-135,482.0
16772,Drosophila_melanogaster,NP_001262134.1,SKD,Astyanax_mexicanus,XP_022536787.2,MED13A,4.28e-194,679.0,1.75e-194,679.0
16879,Drosophila_melanogaster,NP_001262211.1,TEN-M,Astyanax_mexicanus,XP_049337326.1,TENM3,0.0,1157.0,0.0,1157.0
17010,Drosophila_melanogaster,NP_001262293.1,MTA1-LIKE,Astyanax_mexicanus,XP_022526058.2,MTA3,3.3e-154,545.0,1.25e-154,545.0
17039,Drosophila_melanogaster,NP_001262334.1,FER1,Astyanax_mexicanus,XP_007253031.1,PTF1A,1.0199999999999999e-24,113.0,4.77e-25,113.0
17054,Drosophila_melanogaster,NP_001262339.1,LAP,Astyanax_mexicanus,XP_049324479.1,PICALMA,3.78e-115,415.0,1.71e-115,415.0
17261,Drosophila_melanogaster,NP_001262462.1,BRUCE,Astyanax_mexicanus,XP_022528427.2,BIRC6,0.0,1789.0,0.0,1789.0
17306,Drosophila_melanogaster,NP_001262468.1,TSP86D,Astyanax_mexicanus,XP_022527517.1,TSPAN33A,2.6e-49,195.0,1.14e-49,195.0
17433,Drosophila_melanogaster,NP_001262527.1,SIM,Astyanax_mexicanus,XP_007260958.3,NPAS1,2.8e-77,289.0,1.5700000000000001e-77,289.0
17437,Drosophila_melanogaster,NP_001262530.1,ACE,Astyanax_mexicanus,XP_022521724.2,LOC103037776,5.08e-111,401.0,2.41e-111,401.0
17442,Drosophila_melanogaster,NP_001262539.1,TASK6,Astyanax_mexicanus,XP_022522203.2,KCNK9,1.29e-79,296.0,7.350000000000001e-80,296.0
17481,Drosophila_melanogaster,NP_001262566.1,PDE6,Astyanax_mexicanus,XP_022536051.1,PDE11A,8.13e-182,637.0,3.31e-182,637.0
17520,Drosophila_melanogaster,NP_001262580.1,SMP-30,Astyanax_mexicanus,XP_007248948.2,RGN,3.46e-38,158.0,1.67e-38,158.0
17550,Drosophila_melanogaster,NP_001262624.1,GISH,Astyanax_mexicanus,XP_049322804.1,CSNK1G2A,1.43e-162,572.0,5.93e-163,572.0
17613,Drosophila_melanogaster,NP_001262657.2,CHER,Astyanax_mexicanus,XP_049329252.1,FLNCB,0.0,2196.0,0.0,2196.0
17667,Drosophila_melanogaster,NP_001262680.1,OSA,Astyanax_mexicanus,XP_022528926.2,LOC103041141,3.51e-100,367.0,1.25e-100,367.0
17691,Drosophila_melanogaster,NP_001262698.1,SSDP,Astyanax_mexicanus,XP_022533597.1,ZGC:110158,1.6e-54,213.0,5.5299999999999996e-55,213.0
17717,Drosophila_melanogaster,NP_001262705.1,PKD,Astyanax_mexicanus,XP_022528329.1,PRKD1,1.07e-236,819.0,5.16e-237,819.0
17832,Drosophila_melanogaster,NP_001262765.1,BON,Astyanax_mexicanus,XP_015458633.3,TRIM33,8.599999999999999e-67,255.0,4.3399999999999996e-67,255.0
18003,Drosophila_melanogaster,NP_001262795.1,MVL,Astyanax_mexicanus,XP_022538345.2,SLC11A2,1.09e-160,566.0,4.68e-161,566.0
18016,Drosophila_melanogaster,NP_001262802.1,SLMB,Astyanax_mexicanus,XP_007237855.3,FBXW11B,5.5e-93,341.0,2.42e-93,341.0
18017,Drosophila_melanogaster,NP_001262811.1,CASK,Astyanax_mexicanus,XP_022536310.2,CASKA,0.0,1124.0,0.0,1124.0
18050,Drosophila_melanogaster,NP_001262822.1,HOW,Astyanax_mexicanus,XP_049320135.1,QKIA,5.820000000000001e-70,264.0,2.3e-70,264.0
18057,Drosophila_melanogaster,NP_001262827.1,SKIP,Astyanax_mexicanus,XP_007252036.3,SASH1B,4.77e-40,166.0,2.5599999999999997e-40,166.0
18149,Drosophila_melanogaster,NP_001262840.1,NRX-1,Astyanax_mexicanus,XP_049320502.1,NRXN1A,3.17e-247,855.0,1.2100000000000001e-247,855.0
18270,Drosophila_melanogaster,NP_001262878.1,CG10254,Astyanax_mexicanus,XP_022531320.2,UBE2O,6.509999999999999e-90,332.0,3.1699999999999997e-90,332.0
18337,Drosophila_melanogaster,NP_001262909.1,CRB,Astyanax_mexicanus,XP_007233291.3,CRB1,2.7e-56,221.0,8.620000000000001e-57,221.0
18394,Drosophila_melanogaster,NP_001262925.1,SLO,Astyanax_mexicanus,XP_022540576.2,KCNMA1A,0.0,1185.0,0.0,1185.0
18528,Drosophila_melanogaster,NP_001262976.1,TSP96F,Astyanax_mexicanus,XP_022520083.1,TSPAN18B,9.029999999999999e-24,110.0,4.05e-24,110.0
18580,Drosophila_melanogaster,NP_001263000.1,ETS97D,Astyanax_mexicanus,XP_022536284.1,GABPA,4.42e-65,248.0,2.05e-65,248.0
18583,Drosophila_melanogaster,NP_001263009.1,WOC,Astyanax_mexicanus,XP_007249436.3,ZMYM4.1,8.34e-84,312.0,4.01e-84,312.0
18634,Drosophila_melanogaster,NP_001263038.1,FKH,Astyanax_mexicanus,XP_049319606.1,FOXA1,1.06e-57,224.0,3.2e-58,224.0
18692,Drosophila_melanogaster,NP_001263057.1,RPN2,Astyanax_mexicanus,XP_022525535.1,PSMD1,0.0,1097.0,0.0,1097.0
18755,Drosophila_melanogaster,NP_001263139.1,CG1607,Astyanax_mexicanus,XP_007248079.3,SLC7A7,3.5100000000000004e-129,461.0,1.71e-129,461.0
18768,Drosophila_melanogaster,NP_001263142.1,GCN2,Astyanax_mexicanus,XP_022528317.2,EIF2AK4,5.89e-179,628.0,3.0400000000000003e-179,628.0
18773,Drosophila_melanogaster,NP_001263145.1,GAMMACOP,Astyanax_mexicanus,XP_022527503.1,COPG2,8.44e-295,1012.0,4.05e-295,1012.0
18810,Drosophila_melanogaster,NP_001284725.1,RHOGAP1A,Astyanax_mexicanus,XP_022536050.1,ABR,1.02e-122,441.0,4.2000000000000005e-123,441.0
18842,Drosophila_melanogaster,NP_001284756.1,SDK,Astyanax_mexicanus,XP_022529227.2,SDK2A,0.0,1247.0,0.0,1247.0
18879,Drosophila_melanogaster,NP_001284788.1,NMDAR2,Astyanax_mexicanus,XP_049325699.1,GRIN2BB,6.29e-122,438.0,4.25e-122,438.0
19143,Drosophila_melanogaster,NP_001284969.1,CG14434,Astyanax_mexicanus,XP_049323295.1,LOC125782640,8.11e-31,133.0,3.29e-31,133.0
19182,Drosophila_melanogaster,NP_001285018.1,CG1440,Astyanax_mexicanus,XP_007236884.3,BLMH,1.04e-148,526.0,4.23e-149,526.0
19183,Drosophila_melanogaster,NP_001285022.1,CG33181,Astyanax_mexicanus,XP_007233657.3,SLC41A2B,4.15e-89,328.0,2.1099999999999998e-89,328.0
19193,Drosophila_melanogaster,NP_001285036.1,CG7766,Astyanax_mexicanus,XP_049338138.1,PHKA1A,0.0,1076.0,0.0,1076.0
19268,Drosophila_melanogaster,NP_001285078.1,CG34408,Astyanax_mexicanus,XP_049335220.1,RALGAPB,3.66e-279,961.0,1.61e-279,961.0
19322,Drosophila_melanogaster,NP_001285121.1,GS2,Astyanax_mexicanus,XP_022531133.2,GLULB,4.38e-150,530.0,2.1599999999999998e-150,530.0
19341,Drosophila_melanogaster,NP_001285140.1,CG1578,Astyanax_mexicanus,XP_007257457.3,DPH6,5.900000000000001e-107,388.0,2.2200000000000002e-107,388.0
19347,Drosophila_melanogaster,NP_001285149.1,USP7,Astyanax_mexicanus,XP_007245620.2,USP7,3.47e-290,997.0,1.68e-290,997.0
19397,Drosophila_melanogaster,NP_001285196.1,MEW,Astyanax_mexicanus,XP_049325658.1,ITGA6B,1.6299999999999999e-106,387.0,7.03e-107,387.0
19720,Drosophila_melanogaster,NP_001285336.1,ROK,Astyanax_mexicanus,XP_049338797.1,ROCK1,4.3499999999999996e-228,791.0,2.1299999999999997e-228,791.0
19766,Drosophila_melanogaster,NP_001285364.1,BAZ,Astyanax_mexicanus,XP_049334916.1,PARD3AB,3.26e-71,270.0,1.45e-71,270.0
19801,Drosophila_melanogaster,NP_001285421.1,CG7378,Astyanax_mexicanus,XP_022521750.2,LOC103041019,1.39e-32,139.0,5.6100000000000004e-33,139.0
19807,Drosophila_melanogaster,NP_001285432.1,RICTOR,Astyanax_mexicanus,XP_022531667.2,RICTORB,2.3e-146,520.0,1.02e-146,520.0
20053,Drosophila_melanogaster,NP_001285535.1,L(1)G0196,Astyanax_mexicanus,XP_049324466.1,PPIP5K2,0.0,1269.0,0.0,1269.0
20174,Drosophila_melanogaster,NP_001285635.1,CG7236,Astyanax_mexicanus,XP_007248577.2,CDKL1,1.64e-114,412.0,6.78e-115,412.0
20203,Drosophila_melanogaster,NP_001285666.1,DDR,Astyanax_mexicanus,XP_007258428.2,DDR2A,1.5e-125,450.0,6.03e-126,450.0
20380,Drosophila_melanogaster,NP_001285881.1,PICK1,Astyanax_mexicanus,XP_022524120.1,LOC103045423,4.1e-126,451.0,1.4399999999999998e-126,451.0
